"","siteref","x","y","site_id","habitat","area","rubble","k","Reef","reef_siteid","long","lat"
"358","L_231",30,20,"1_S_13","Slope",40836.8480508719,FALSE,34.3908045977011,19165100104,"19165100104_1_S_13",149.777331605805,-19.6996170331946
"359","L_232",36,24,"1_S_14","Slope",33189.4534092173,FALSE,31.5,19165100104,"19165100104_1_S_14",149.781011146882,-19.6745231035621
"360","L_233",38,16,"1_S_15","Slope",25895.2902176045,FALSE,34.4964028776978,19165100104,"19165100104_1_S_15",149.809222053871,-19.6887928236658
"361","L_234",33,24,"1_S_2","Slope",156998.006983507,FALSE,26.176293622142,19165100104,"19165100104_1_S_2",149.774108941176,-19.6815443023089
"362","L_235",35,25,"1_S_4","Slope",145363.832267584,FALSE,22.4481193255512,19165100104,"19165100104_1_S_4",149.775216901661,-19.6729248702748
"363","L_236",31,19,"1_S_7","Slope",134801.618469957,FALSE,28.1022408963585,19165100104,"19165100104_1_S_7",149.783793558812,-19.701744691925
"364","L_237",35,21,"1_S_9","Slope",30871.3618682269,FALSE,28.8769230769231,19165100104,"19165100104_1_S_9",149.786769894561,-19.6851792045699
"365","L_238",1,52,"1_BR_1","Back Reef",2654.97635242576,FALSE,49.4827586206897,19168100104,"19168100104_1_BR_1",149.606826381549,-19.7108374662593
"366","L_238",1,52,"1_S_1","Slope",64714.6584454007,FALSE,19.6879535558781,19168100104,"19168100104_1_S_1",149.607858726083,-19.7101534140016
"367","L_239",1,50,"1_BR_2","Back Reef",5310.25920710154,FALSE,19.9137931034483,19168100104,"19168100104_1_BR_2",149.614589439241,-19.713103982708
"368","L_239",1,50,"1_S_2","Slope",70028.0544291842,FALSE,19.9264705882353,19168100104,"19168100104_1_S_2",149.612956253608,-19.7124836841774
"369","L_239",1,50,"1_BR_1","Back Reef",1659.51977603883,FALSE,6.17647058823529,19169100104,"19169100104_1_BR_1",149.611458772357,-19.7166146944153
"370","L_239",1,50,"1_IF_1","Inner Flat",62730.7471888843,FALSE,15.0971599402093,19169100104,"19169100104_1_IF_1",149.610740900138,-19.7178155857181
"371","L_239",1,50,"1_SS_1","Sheltered Slope",99240.2022041236,FALSE,35.625,19169100104,"19169100104_1_SS_1",149.609492819907,-19.717752421582
"372","L_240",1,51,"1_IF_1","Inner Flat",38166.8065664568,FALSE,31.8627450980392,19168100104,"19168100104_1_IF_1",149.611433178813,-19.7125828373209
"373","L_240",1,51,"1_OF_1","Outer Flat",79982.6102186451,FALSE,33.953488372093,19168100104,"19168100104_1_OF_1",149.608878369791,-19.7116378475098
"374","L_240",1,51,"1_SS_1","Sheltered Slope",89939.6096794247,FALSE,20.213987473904,19168100104,"19168100104_1_SS_1",149.608594100653,-19.712230735189
"375","L_241",1,49,"1_C_1","Crest",297731.944367053,FALSE,8.43799058084772,19169100104,"19169100104_1_C_1",149.612873823725,-19.7196695950552
"376","L_241",1,49,"1_C_2","Crest",171943.543556775,FALSE,22.1127531472359,19169100104,"19169100104_1_C_2",149.61367442014,-19.7232970930652
"377","L_241",1,49,"1_SS_2","Sheltered Slope",55432.6355762454,FALSE,39.5840266222962,19169100104,"19169100104_1_SS_2",149.61031086333,-19.722941937753
"378","L_241",1,49,"1_S_1","Slope",45471.8664794508,FALSE,26.9791666666667,19169100104,"19169100104_1_S_1",149.615090100592,-19.7173554709373
"379","L_242",1,48,"1_S_2","Slope",57425.7405253309,FALSE,32.3089430894309,19169100104,"19169100104_1_S_2",149.615055893859,-19.723689526914
"380","L_243",14,40,"1_BR_1","Back Reef",2986.99178396817,FALSE,35,19170100104,"19170100104_1_BR_1",149.676066181939,-19.6977107575215
"381","L_243",14,40,"1_S_1","Slope",26551.4823487229,FALSE,35,19170100104,"19170100104_1_S_1",149.67682913806,-19.6987284617105
"382","L_244",14,38,"1_BR_2","Back Reef",3983.03642175114,FALSE,35,19170100104,"19170100104_1_BR_2",149.683583469108,-19.7027792642629
"383","L_244",14,38,"1_S_2","Slope",54767.4930353542,FALSE,35,19170100104,"19170100104_1_S_2",149.684301276735,-19.7035795311202
"384","L_245",14,35,"1_S_3","Slope",9294.94621540885,FALSE,35,19170100104,"19170100104_1_S_3",149.694776082221,-19.7093419393125
"385","L_246",23,26,"1_BR_1","Back Reef",7636.19714839524,FALSE,18.8125,19171100104,"19171100104_1_BR_1",149.741908682525,-19.7082360695944
"386","L_246",23,26,"1_S_1","Slope",39177.3003818742,FALSE,15.8591885441527,19171100104,"19171100104_1_S_1",149.742760108786,-19.7085638810856
"387","L_247",23,25,"1_P_1","Patch",4980.17870016396,FALSE,33.3333333333333,19171100104,"19171100104_1_P_1",149.743203424524,-19.7086534422552
"388","L_248",26,22,"1_BR_1","Back Reef",5644.47418823047,FALSE,32.3333333333333,19172100104,"19172100104_1_BR_1",149.760264508273,-19.7081217208421
"389","L_249",24,22,"1_C_1","Crest",23906.6695753923,FALSE,9.86274509803922,19172100104,"19172100104_1_C_1",149.756962256008,-19.7108745023957
"390","L_250",25,22,"1_OF_1","Outer Flat",39511.9026554232,FALSE,24.8561151079137,19172100104,"19172100104_1_OF_1",149.759080338057,-19.7094564202076
"391","L_250",25,22,"1_SS_1","Sheltered Slope",21250.3547790386,FALSE,16.9782608695652,19172100104,"19172100104_1_SS_1",149.757144779568,-19.7107705664917
"392","L_250",25,22,"1_S_1","Slope",90979.2693068683,FALSE,22.8947368421053,19172100104,"19172100104_1_S_1",149.758782716734,-19.7113254385986
"393","L_251",26,20,"1_BR_1","Back Reef",10293.7039201856,FALSE,15.787037037037,19173100104,"19173100104_1_BR_1",149.76630383201,-19.7125613023693
"394","L_252",26,21,"1_S_1","Slope",65414.2267775419,FALSE,11.4667630057803,19173100104,"19173100104_1_S_1",149.765451069704,-19.7121015584108
"395","L_253",32,13,"1_BR_1","Back Reef",2324.64479032764,FALSE,35,19174100104,"19174100104_1_BR_1",149.804933839743,-19.7116309470508
"396","L_253",32,13,"1_S_1","Slope",8966.47602655413,FALSE,15,19174100104,"19174100104_1_S_1",149.805309561379,-19.7114586936558
"397","L_254",32,10,"1_BR_2","Back Reef",6974.90668047126,FALSE,15.8666666666667,19174100104,"19174100104_1_BR_2",149.812611210463,-19.7198684279045
"398","L_255",32,11,"1_S_2","Slope",100305.401487751,FALSE,15.1547842401501,19174100104,"19174100104_1_S_2",149.810462022917,-19.7200769301734
"399","L_256",11,30,"1_BR_1","Back Reef",332.070735084824,FALSE,100,19177100104,"19177100104_1_BR_1",149.701494837759,-19.7311814806227
"400","L_256",11,30,"1_S_4","Slope",35531.9583918368,FALSE,24.8834196891192,19177100104,"19177100104_1_S_4",149.703124696538,-19.7315816669738
"401","L_257",13,28,"1_C_1","Crest",241419.813377869,FALSE,24.5058139534884,19177100104,"19177100104_1_C_1",149.710206478405,-19.730426559002
"402","L_258",15,29,"1_C_2","Crest",150085.751675754,FALSE,35.7405102675793,19177100104,"19177100104_1_C_2",149.71322647401,-19.7235190972622
"403","L_258",15,29,"1_S_2","Slope",25899.5891734203,FALSE,18.2181818181818,19177100104,"19177100104_1_S_2",149.715330499578,-19.7225674825421
"404","L_259",16,30,"1_C_3","Crest",73045.2036077348,FALSE,35.6589147286822,19177100104,"19177100104_1_C_3",149.713034270196,-19.7182747056836
"405","L_259",16,30,"1_S_1","Slope",79021.4633567939,FALSE,23.1547619047619,19177100104,"19177100104_1_S_1",149.714327462627,-19.71781952036
"406","L_260",11,29,"1_C_4","Crest",82022.6358703794,FALSE,31.4597701149425,19177100104,"19177100104_1_C_4",149.70454709128,-19.7314767072062
"407","L_261",15,30,"1_IF_1","Inner Flat",488415.38874203,FALSE,34.2200956937799,19177100104,"19177100104_1_IF_1",149.710247648019,-19.7201950565108
"408","L_262",12,31,"1_IF_2","Inner Flat",121201.372066967,FALSE,61.7465224111283,19177100104,"19177100104_1_IF_2",149.701323687693,-19.728584764181
"409","L_262",12,31,"1_SS_3","Sheltered Slope",121528.723500226,FALSE,38.4270998415214,19177100104,"19177100104_1_SS_3",149.700446659213,-19.7260111666241
"410","L_263",13,29,"1_IF_3","Inner Flat",176987.504144576,FALSE,11.9599578503688,19177100104,"19177100104_1_IF_3",149.709159962903,-19.7268532757162
"411","L_264",16,31,"1_OF_1","Outer Flat",19256.6863616407,FALSE,3.43137254901961,19177100104,"19177100104_1_OF_1",149.710384307614,-19.7163458454354
"412","L_265",14,30,"1_OF_2","Outer Flat",32872.3118781839,FALSE,85.3521126760563,19177100104,"19177100104_1_OF_2",149.707773489793,-19.7238178049135
"413","L_265",14,30,"1_SS_2","Sheltered Slope",25899.4743606481,FALSE,66.514598540146,19177100104,"19177100104_1_SS_2",149.707564028841,-19.7240807997397
"414","L_266",12,30,"1_OF_3","Outer Flat",98289.040878139,FALSE,48.8221381267739,19177100104,"19177100104_1_OF_3",149.702964560187,-19.7279843824715
"415","L_267",15,31,"1_SS_1","Sheltered Slope",80015.7447266611,FALSE,29.5011737089202,19177100104,"19177100104_1_SS_1",149.707153166342,-19.7179081142449
"416","L_268",12,29,"1_SS_4","Sheltered Slope",52135.2441356513,FALSE,51.2075134168157,19177100104,"19177100104_1_SS_4",149.706655937823,-19.7301504237992
"417","L_269",14,29,"1_S_3","Slope",22912.4110630201,FALSE,28.1171548117155,19177100104,"19177100104_1_S_3",149.712557743597,-19.7270947512348
"418","L_270",12,28,"1_S_5","Slope",35533.0733807129,FALSE,25.8909574468085,19177100104,"19177100104_1_S_5",149.71107020136,-19.7319582508517
"419","L_271",25,17,"1_BR_1","Back Reef",5977.98713293858,FALSE,9.75409836065574,19179100104,"19179100104_1_BR_1",149.775543823826,-19.7223913381102
"420","L_271",25,17,"1_S_6","Slope",21254.9644997609,FALSE,7.06140350877193,19179100104,"19179100104_1_S_6",149.775078850429,-19.7221593324432
"421","L_272",25,15,"1_BR_2","Back Reef",5646.36043620389,FALSE,32.1311475409836,19179100104,"19179100104_1_BR_2",149.779713268677,-19.7275756572966
"422","L_273",24,13,"1_BR_3","Back Reef",8968.71131600207,FALSE,32.8125,19179100104,"19179100104_1_BR_3",149.784251104123,-19.7342282689332
"423","L_273",24,13,"1_C_2","Crest",78396.7788174716,FALSE,10.5011933174224,19179100104,"19179100104_1_C_2",149.784737786561,-19.7374149581843
"424","L_273",24,13,"1_S_5","Slope",57799.1737279971,FALSE,36.8065068493151,19179100104,"19179100104_1_S_5",149.782862849285,-19.7355612718853
"425","L_274",22,15,"1_BR_4","Back Reef",664.355493816081,FALSE,30,19179100104,"19179100104_1_BR_4",149.775183272946,-19.7370408303411
"426","L_275",23,12,"1_BR_5","Back Reef",5315.37056383444,FALSE,32.1818181818182,19179100104,"19179100104_1_BR_5",149.78688773414,-19.741442366103
"427","L_276",24,9,"1_BR_6","Back Reef",6977.29587682337,FALSE,16.0526315789474,19179100104,"19179100104_1_BR_6",149.79677480372,-19.7481367752475
"428","L_276",24,9,"1_S_4","Slope",64457.1050456464,FALSE,18.2630813953488,19179100104,"19179100104_1_S_4",149.796717743597,-19.7483518281196
"429","L_277",23,8,"1_BR_7","Back Reef",19272.0737287919,FALSE,35,19179100104,"19179100104_1_BR_7",149.796808148196,-19.7535301486998
"430","L_277",23,8,"1_S_7","Slope",94698.4622364035,FALSE,35.0296442687747,19179100104,"19179100104_1_S_7",149.796031026593,-19.7533149982256
"431","L_278",24,14,"1_C_1","Crest",58130.2411226523,FALSE,14.7327044025157,19179100104,"19179100104_1_C_1",149.782034949175,-19.7343791653491
"432","L_278",24,14,"1_SS_1","Sheltered Slope",20926.8465926219,FALSE,34.3150684931507,19179100104,"19179100104_1_SS_1",149.780632678059,-19.7345669336848
"433","L_279",22,13,"1_C_3","Crest",61790.3498479053,FALSE,2.43161094224924,19179100104,"19179100104_1_C_3",149.780602928602,-19.7419332320184
"434","L_279",22,13,"1_SS_2","Sheltered Slope",41857.2327812072,FALSE,30.2298850574713,19179100104,"19179100104_1_SS_2",149.77954559108,-19.7408972024118
"435","L_280",22,12,"1_C_4","Crest",97342.2419592519,FALSE,7.76340996168582,19179100104,"19179100104_1_C_4",149.782679523901,-19.7457572929114
"436","L_280",22,12,"1_SS_3","Sheltered Slope",61460.9184858012,FALSE,29.8360655737705,19179100104,"19179100104_1_SS_3",149.781674508107,-19.7449300369605
"437","L_280",22,12,"1_S_2","Slope",48172.6857476449,FALSE,34.4054580896686,19179100104,"19179100104_1_S_2",149.782706866178,-19.7456074298246
"438","L_281",22,14,"1_OF_1","Outer Flat",51490.3718705019,FALSE,38.6690647482014,19179100104,"19179100104_1_OF_1",149.778131676552,-19.740292962266
"439","L_281",22,14,"1_S_3","Slope",22588.5155869666,FALSE,24.0506329113924,19179100104,"19179100104_1_S_3",149.775927461257,-19.7382322927953
"440","L_282",24,15,"1_P_1","Patch",3985.86965505127,FALSE,4.65116279069767,19179100104,"19179100104_1_P_1",149.77975502178,-19.7312326724168
"441","L_282",24,15,"1_S_9","Slope",66430.9381903382,FALSE,19.4943820224719,19179100104,"19179100104_1_S_9",149.779706994809,-19.7310017635389
"442","L_283",23,13,"1_S_1","Slope",74080.3529611756,FALSE,29.5880861850444,19179100104,"19179100104_1_S_1",149.781489366398,-19.740149461354
"443","L_284",25,16,"1_S_10","Slope",42845.0297131846,FALSE,19.4021739130435,19179100104,"19179100104_1_S_10",149.778801061552,-19.726308562713
"444","L_285",24,12,"1_S_8","Slope",77069.209681239,FALSE,25,19179100104,"19179100104_1_S_8",149.785944904095,-19.7382441509232
"445","L_286",8,33,"1_BR_1","Back Reef",7969.57300405623,FALSE,35,19180100104,"19180100104_1_BR_1",149.684863641568,-19.7339956982017
"446","L_287",10,31,"1_BR_2","Back Reef",3320.78221809771,FALSE,35,19180100104,"19180100104_1_BR_2",149.696837994661,-19.7338993465825
"447","L_288",6,34,"1_BR_3","Back Reef",30218.8687035628,FALSE,29.8514851485148,19180100104,"19180100104_1_BR_3",149.677664344098,-19.7378562449044
"448","L_288",6,34,"1_SS_5","Sheltered Slope",151093.985276099,FALSE,31.6883116883117,19180100104,"19180100104_1_SS_5",149.677708299897,-19.7376758807927
"449","L_288",6,34,"1_S_3","Slope",332.066672746092,FALSE,35,19180100104,"19180100104_1_S_3",149.675388988815,-19.7364881757424
"450","L_289",4,35,"1_BR_4","Back Reef",15275.5415819306,FALSE,1.46875,19180100104,"19180100104_1_BR_4",149.669767560565,-19.7400628761507
"451","L_289",4,35,"1_SS_1","Sheltered Slope",245069.850495266,FALSE,21.6851356515094,19180100104,"19180100104_1_SS_1",149.66982939224,-19.7391780599763
"452","L_290",6,31,"1_BR_5","Back Reef",17601.8056990919,FALSE,38.7760416666667,19180100104,"19180100104_1_BR_5",149.686406791797,-19.7431504562183
"453","L_290",6,31,"1_SS_3","Sheltered Slope",306209.460400313,FALSE,33.8453325198292,19180100104,"19180100104_1_SS_3",149.685650940556,-19.7443774598322
"454","L_291",4,33,"1_BR_6","Back Reef",22915.3723963858,FALSE,39.0495867768595,19180100104,"19180100104_1_BR_6",149.677933530222,-19.7445800777877
"455","L_291",4,33,"1_OF_1","Outer Flat",38524.9879011,FALSE,68.4863523573201,19180100104,"19180100104_1_OF_1",149.675966455733,-19.7461562002664
"456","L_292",5,32,"1_BR_7","Back Reef",37861.2749423408,FALSE,35.860349127182,19180100104,"19180100104_1_BR_7",149.682196813437,-19.7456445855186
"457","L_293",9,30,"1_C_1","Crest",49481.4092709636,FALSE,9.81132075471698,19180100104,"19180100104_1_C_1",149.697041324957,-19.736398736287
"458","L_293",9,30,"1_S_1","Slope",44499.3684123363,FALSE,22.1186440677966,19180100104,"19180100104_1_S_1",149.696862092362,-19.7353257827367
"459","L_294",7,29,"1_C_2","Crest",47494.5599445244,FALSE,15.9448818897638,19180100104,"19180100104_1_C_2",149.695013037002,-19.7454910763394
"460","L_295",4,32,"1_C_3","Crest",67088.3187542059,FALSE,20.6085753803596,19180100104,"19180100104_1_C_3",149.676855434009,-19.7477690173575
"461","L_295",4,32,"1_SS_7","Sheltered Slope",115247.094706277,FALSE,29.0138549307253,19180100104,"19180100104_1_SS_7",149.681174834148,-19.7475644960326
"462","L_295",4,32,"1_S_5","Slope",35537.2204088378,FALSE,28.3070866141732,19180100104,"19180100104_1_S_5",149.681420202476,-19.7473683233837
"463","L_296",6,29,"1_C_4","Crest",177697.266108633,FALSE,11.1052353252247,19180100104,"19180100104_1_C_4",149.691516865008,-19.7494880724071
"464","L_296",6,29,"1_S_7","Slope",68420.8608841924,FALSE,29.4689655172414,19180100104,"19180100104_1_S_7",149.694449425301,-19.7478573325577
"465","L_297",5,30,"1_C_5","Crest",29892.7773509072,FALSE,17.4603174603175,19180100104,"19180100104_1_C_5",149.686102886586,-19.7502424740193
"466","L_297",5,30,"1_IF_6","Inner Flat",26903.3918601838,FALSE,54.9152542372881,19180100104,"19180100104_1_IF_6",149.68763780275,-19.7495898266969
"467","L_297",5,30,"1_OF_3","Outer Flat",103958.403154167,FALSE,66.4859981933153,19180100104,"19180100104_1_OF_3",149.686958627824,-19.7486324238995
"468","L_297",5,30,"1_S_9","Slope",43511.2955074268,FALSE,35.9139784946237,19180100104,"19180100104_1_S_9",149.687303862879,-19.7511097822472
"469","L_298",9,31,"1_IF_1","Inner Flat",170691.248684687,FALSE,44.4808743169399,19180100104,"19180100104_1_IF_1",149.693798312608,-19.7359006312653
"470","L_298",9,31,"1_OF_2","Outer Flat",124196.396244342,FALSE,44.7467876039305,19180100104,"19180100104_1_OF_2",149.692230362537,-19.734494935134
"471","L_299",4,34,"1_IF_2","Inner Flat",249404.536986382,FALSE,17.8598342125094,19180100104,"19180100104_1_IF_2",149.673404848068,-19.7434379290914
"472","L_300",5,34,"1_IF_3","Inner Flat",188288.917175843,FALSE,27.8165503489531,19180100104,"19180100104_1_IF_3",149.673127308405,-19.7397450249264
"473","L_301",7,30,"1_IF_4","Inner Flat",227172.994937087,FALSE,21.979381443299,19180100104,"19180100104_1_IF_4",149.691690969817,-19.7450823109242
"474","L_302",7,34,"1_IF_5","Inner Flat",38850.9503399148,FALSE,13.5593220338983,19180100104,"19180100104_1_IF_5",149.67950613981,-19.7339408747704
"475","L_302",7,34,"1_OF_5","Outer Flat",116884.435027218,FALSE,26.9879518072289,19180100104,"19180100104_1_OF_5",149.679672113703,-19.7336089780269
"476","L_302",7,34,"1_SS_2","Sheltered Slope",250704.264987747,FALSE,25.3228200371057,19180100104,"19180100104_1_SS_2",149.679706803243,-19.7337253804807
"477","L_303",4,31,"1_OF_4","Outer Flat",56129.8278828259,FALSE,28.476821192053,19180100104,"19180100104_1_OF_4",149.68074904937,-19.7487410890792
"478","L_304",7,32,"1_OF_6","Outer Flat",34869.5634422461,FALSE,38.9784946236559,19180100104,"19180100104_1_OF_6",149.688007765073,-19.738774802812
"479","L_304",7,32,"1_S_2","Slope",1660.39715002105,FALSE,35,19180100104,"19180100104_1_S_2",149.686030258073,-19.7367256414535
"480","L_305",5,33,"1_OF_7","Outer Flat",39851.2935318626,FALSE,30.3317535545024,19180100104,"19180100104_1_OF_7",149.676259311823,-19.7422226966418
"481","L_305",5,33,"1_SS_4","Sheltered Slope",194610.595460579,FALSE,31.3618956438487,19180100104,"19180100104_1_SS_4",149.677745689548,-19.7431417464383
"482","L_306",8,31,"1_P_1","Patch",5645.60982417269,FALSE,28.5483870967742,19180100104,"19180100104_1_P_1",149.693174209773,-19.7383325287658
"483","L_306",8,31,"1_SS_8","Sheltered Slope",207561.547555991,FALSE,32.6782531194296,19180100104,"19180100104_1_SS_8",149.692437601167,-19.7393248138305
"484","L_307",3,34,"1_SS_10","Sheltered Slope",17601.4269600702,FALSE,37.3469387755102,19180100104,"19180100104_1_SS_10",149.67131239786,-19.745193234777
"485","L_307",3,34,"1_S_6","Slope",16273.0477105798,FALSE,34.3055555555556,19180100104,"19180100104_1_S_6",149.671082061784,-19.7453823530268
"486","L_308",7,31,"1_SS_11","Sheltered Slope",213536.762715172,FALSE,36.5168785620342,19180100104,"19180100104_1_SS_11",149.688431173407,-19.7394141605192
"487","L_309",8,32,"1_SS_6","Sheltered Slope",172344.925346835,FALSE,31.3001083423619,19180100104,"19180100104_1_SS_6",149.687792354225,-19.7345132869482
"488","L_310",9,32,"1_SS_9","Sheltered Slope",41508.4208365618,FALSE,26.3272311212815,19180100104,"19180100104_1_SS_9",149.693037943992,-19.7324521174841
"489","L_311",8,30,"1_S_4","Slope",105609.687751287,FALSE,29.2882249560633,19180100104,"19180100104_1_S_4",149.693178879999,-19.7407632178377
"490","L_312",3,33,"1_S_8","Slope",22252.0094032022,FALSE,33.1702127659574,19180100104,"19180100104_1_S_8",149.675408512837,-19.7479298941742
"491","L_313",12,23,"1_BR_1","Back Reef",4650.32226239797,FALSE,35,19182100104,"19182100104_1_BR_1",149.724596301229,-19.7463131489663
"492","L_313",12,23,"1_S_5","Slope",12622.2317471453,FALSE,35,19182100104,"19182100104_1_S_5",149.724260770124,-19.7459861552382
"493","L_314",12,21,"1_BR_2","Back Reef",4982.85066551901,FALSE,21.3888888888889,19182100104,"19182100104_1_BR_2",149.73202819519,-19.7497974278892
"494","L_314",12,21,"1_S_6","Slope",46507.2464208174,FALSE,34.72,19182100104,"19182100104_1_S_6",149.731587769449,-19.7508906551256
"495","L_315",10,20,"1_BR_3","Back Reef",9302.38830457116,FALSE,32.5252525252525,19182100104,"19182100104_1_BR_3",149.729444235646,-19.7586579213341
"496","L_315",10,20,"1_S_1","Slope",56812.8299808376,FALSE,34.0809443507589,19182100104,"19182100104_1_S_1",149.730121680209,-19.7607989912039
"497","L_316",11,17,"1_BR_4","Back Reef",20268.2243530941,FALSE,32.5235849056604,19182100104,"19182100104_1_BR_4",149.739823702164,-19.7644110201538
"498","L_317",12,19,"1_C_1","Crest",61793.8952057529,FALSE,15.1057401812689,19182100104,"19182100104_1_C_1",149.737793288366,-19.7560641346345
"499","L_317",12,19,"1_SS_1","Sheltered Slope",15946.8029633695,FALSE,10.7954545454545,19182100104,"19182100104_1_SS_1",149.736115348805,-19.7564189596348
"500","L_317",12,19,"1_S_2","Slope",149169.296300074,FALSE,27.903717245582,19182100104,"19182100104_1_S_2",149.737338257478,-19.7562495027195
"501","L_318",10,18,"1_C_2","Crest",134894.177762612,FALSE,11.0263522884882,19182100104,"19182100104_1_C_2",149.734926051983,-19.7624627936884
"502","L_318",10,18,"1_S_4","Slope",93697.4779154002,FALSE,20.8624127617149,19182100104,"19182100104_1_S_4",149.735093141444,-19.764349772979
"503","L_319",10,19,"1_OF_1","Outer Flat",61133.3644204587,FALSE,44.1538461538462,19182100104,"19182100104_1_OF_1",149.732400797013,-19.7619466029838
"504","L_319",10,19,"1_SS_2","Sheltered Slope",150505.377790914,FALSE,23.668108776267,19182100104,"19182100104_1_SS_2",149.732880586003,-19.7607303944234
"505","L_320",11,18,"1_S_3","Slope",154167.881289636,FALSE,25.8464805825243,19182100104,"19182100104_1_S_3",149.739006199945,-19.76295448963
"506","L_321",9,22,"1_S_7","Slope",33221.0154978456,FALSE,35,19182100104,"19182100104_1_S_7",149.723235080524,-19.7562223338029
"507","L_322",10,24,"1_S_8","Slope",76398.698898342,FALSE,21.4433617539586,19182100104,"19182100104_1_S_8",149.716026298094,-19.748848843367
"508","L_323",7,19,"1_C_1","Crest",57482.8852705359,FALSE,8.26580226904376,19186100104,"19186100104_1_C_1",149.725317600053,-19.7689168181401
"509","L_324",7,20,"1_SS_1","Sheltered Slope",8306.66354366718,FALSE,14.6067415730337,19186100104,"19186100104_1_SS_1",149.724752898307,-19.7680809643621
"510","L_324",7,20,"1_S_1","Slope",66121.2544730613,FALSE,22.0190895741557,19186100104,"19186100104_1_S_1",149.724881411285,-19.7682822059888
"511","L_325",12,11,"1_BR_1","Back Reef",20272.8714990453,FALSE,48.5545023696682,19188100104,"19188100104_1_BR_1",149.762367329657,-19.7756387049703
"512","L_325",12,11,"1_SS_1","Sheltered Slope",27584.3692621235,FALSE,19.1304347826087,19188100104,"19188100104_1_SS_1",149.761128241096,-19.7758516857582
"513","L_326",11,12,"1_BR_2","Back Reef",17946.5442903717,FALSE,40.2356020942408,19188100104,"19188100104_1_BR_2",149.757029388983,-19.7771610348671
"514","L_327",12,9,"1_BR_3","Back Reef",17947.6346087572,FALSE,31.5364583333333,19188100104,"19188100104_1_BR_3",149.766700669818,-19.7792768549022
"515","L_328",9,10,"1_BR_4","Back Reef",20939.7590021165,FALSE,30.045045045045,19188100104,"19188100104_1_BR_4",149.756961643749,-19.7844884152863
"516","L_328",9,10,"1_IF_1","Inner Flat",152235.415277338,FALSE,42.0166769610871,19188100104,"19188100104_1_IF_1",149.758368058388,-19.787328430323
"517","L_328",9,10,"1_SS_3","Sheltered Slope",178490.133969661,FALSE,21.8503937007874,19188100104,"19188100104_1_SS_3",149.759122969286,-19.7854435697091
"518","L_329",10,8,"1_BR_5","Back Reef",27256.6011635801,TRUE,29.8805460750853,19188100104,"19188100104_1_BR_5",149.764549645528,-19.7871476427516
"519","L_329",10,8,"1_SS_4","Sheltered Slope",112351.620337619,FALSE,23.8242677824268,19188100104,"19188100104_1_SS_4",149.765137329673,-19.7878066212996
"520","L_330",7,9,"1_BR_6","Back Reef",3324.15129645029,FALSE,14.5454545454545,19188100104,"19188100104_1_BR_6",149.756188477474,-19.7929156709777
"521","L_330",7,9,"1_C_3","Crest",129977.129884575,FALSE,16.3098693759071,19188100104,"19188100104_1_C_3",149.758065557018,-19.7940376581727
"522","L_331",10,7,"1_C_1","Crest",97398.0999366045,FALSE,19.4498069498069,19188100104,"19188100104_1_C_1",149.767662107532,-19.7905748289248
"523","L_331",10,7,"1_OF_2","Outer Flat",86426.4636401278,FALSE,54.9891774891775,19188100104,"19188100104_1_OF_2",149.768749747807,-19.7887478096265
"524","L_332",12,8,"1_C_2","Crest",133952.542032313,FALSE,20.2777777777778,19188100104,"19188100104_1_C_2",149.77270994385,-19.7832596801978
"525","L_332",12,8,"1_OF_1","Outer Flat",89746.2739847116,FALSE,63.0094043887147,19188100104,"19188100104_1_OF_1",149.771005854271,-19.7847780554111
"526","L_332",12,8,"1_SS_2","Sheltered Slope",28584.5699217091,FALSE,5.14423076923077,19188100104,"19188100104_1_SS_2",149.770143920816,-19.7817502848157
"527","L_333",13,9,"1_C_4","Crest",114000.055121772,FALSE,16.6954732510288,19188100104,"19188100104_1_C_4",149.768595252483,-19.7784158764482
"528","L_333",13,9,"1_S_4","Slope",64145.7997182519,FALSE,14.0684133915575,19188100104,"19188100104_1_S_4",149.769081087091,-19.7782978373172
"529","L_334",11,7,"1_C_5","Crest",76786.5800450956,FALSE,6.82587666263603,19188100104,"19188100104_1_C_5",149.771612622224,-19.7880706143267
"530","L_335",8,9,"1_IF_2","Inner Flat",138282.125869394,FALSE,22.9906229068989,19188100104,"19188100104_1_IF_2",149.756653722405,-19.7914666855359
"531","L_335",8,9,"1_OF_3","Outer Flat",109027.787698322,FALSE,41.1614853195164,19188100104,"19188100104_1_OF_3",149.757836166958,-19.7896349352027
"532","L_336",12,12,"1_P_1","Patch",3987.97900432721,FALSE,4.65116279069767,19188100104,"19188100104_1_P_1",149.759214692124,-19.774082558564
"533","L_336",12,12,"1_S_1","Slope",292784.473562249,FALSE,26.3581616481775,19188100104,"19188100104_1_S_1",149.758651830961,-19.7743019424235
"534","L_337",8,10,"1_SS_5","Sheltered Slope",63821.3967975914,FALSE,25.8296622613803,19188100104,"19188100104_1_SS_5",149.755962433882,-19.7903599929294
"535","L_338",10,12,"1_S_2","Slope",68795.464714407,FALSE,35.0203804347826,19188100104,"19188100104_1_S_2",149.75545093779,-19.7779265545783
"536","L_339",13,10,"1_S_3","Slope",83086.0485817785,FALSE,31.2004530011325,19188100104,"19188100104_1_S_3",149.764908760035,-19.7754864285042
