146.154430175,146.154426036,146.154418292,146.154408634,146.154397936,146.1543866,146.154374893,146.154362863,146.154350561,146.154338058,146.154325407,146.154312656,146.15429978,146.154286804,146.154273753,146.154260604,146.154247403,146.154234153,146.154220828,146.154207452,146.154194003,146.154180528,146.154167028,146.154153478,146.154139878,146.154126227,146.154112527,146.154098778,146.154085002,146.154071203,146.154057353,146.154043452,146.154029504,146.154015503,146.154001479,146.153987379,146.153973229,146.153959055,146.15394478,146.153930407,146.153915958,146.153901409,146.153886712,146.153871864,146.15385682,146.153841479,146.153825722,146.153809239,146.153791431,146.153771119
146.157481531,146.15749333,146.157495613,146.157493241,146.15748818,146.157481423,146.157473479,146.157464641,146.157455132,146.157445101,146.157434648,146.157423819,146.157412667,146.157401239,146.157389563,146.157377661,146.157365587,146.157353335,146.157340934,146.157328384,146.157315633,146.157302758,146.157289783,146.157276682,146.157263458,146.157250108,146.157236607,146.157222982,146.157209258,146.157195433,146.157181483,146.157167384,146.157153159,146.157138785,146.157124261,146.157109561,146.157094713,146.157079689,146.157064417,146.157048893,146.157033096,146.157016977,146.157000457,146.156983443,146.156965781,146.156947279,146.156927573,146.156905937,146.156880971,146.156849182
146.16054926,146.160567097,146.160576226,146.160579752,146.160579656,146.160577087,146.160572709,146.160566941,146.160560128,146.160552494,146.160544161,146.160535231,146.160525777,146.160515875,146.160505547,146.160494869,146.160483918,146.160472667,146.160461166,146.160449389,146.160437339,146.160425113,146.160412664,146.160399987,146.160387137,146.160374063,146.160360787,146.160347312,146.160333638,146.160319788,146.160305713,146.160291415,146.160276915,146.160262166,146.160247168,146.160231894,146.160216321,146.160200448,146.160184225,146.16016758,146.160150461,146.160132841,146.160114577,146.160095489,146.160075385,146.160053991,146.160030818,146.160004981,146.159975122,146.159939023
146.163626386,146.163647341,146.163660923,146.163668953,146.163672986,146.16367409,146.163672958,146.163670062,146.163665796,146.163660433,146.163654125,146.163646993,146.163639163,146.163630733,146.16362178,146.163612353,146.163602474,146.163592198,146.163581571,146.163570571,146.163559219,146.163547594,146.163535668,146.163523443,146.163510967,146.163498191,146.163485142,146.163471793,146.163458167,146.163444293,146.163430119,146.163415645,146.163400846,146.163385722,146.163370274,146.163354451,146.163338204,146.163321506,146.163304336,146.163286616,146.163268271,146.163249206,146.163229267,146.163208283,146.163185981,146.163162039,146.163135961,146.163106955,146.163073939,146.163035606
146.166710395,146.166733171,146.166749724,146.166761155,146.166768524,146.166772757,146.166774476,146.166774202,146.16677231,146.166769046,146.166764661,146.166759279,146.166753022,146.166746017,146.166738387,146.166730159,146.166721331,146.166712004,146.166702227,146.166692001,146.16668135,146.166670299,146.166658897,146.166647123,146.166634997,146.166622522,146.166609672,146.166596472,146.166582922,146.166569023,146.16655475,146.1665401,146.166525051,146.166509579,146.166493655,146.166477282,146.16646041,146.166442965,146.166424894,146.16640615,146.166386633,146.166366192,146.16634473,146.166322022,146.166297793,146.1662717,146.166243264,146.166211913,146.166176815,146.166137148
146.169799769,146.169823766,146.169842371,146.169856347,146.169866402,146.169873266,146.169877512,146.169879565,146.169879821,146.169878533,146.169875921,146.169872187,146.169867456,146.16986185,146.16985547,146.169848341,146.169840538,146.169832159,146.169823234,146.169813756,146.169803779,146.169793329,146.169782428,146.169771077,146.169759302,146.169747102,146.169734451,146.169721402,146.169707928,146.169694028,146.169679654,146.16966483,146.169649557,146.169633759,146.169617412,146.169600514,146.169583018,146.169564846,146.169545951,146.169526258,146.169505642,146.169483976,146.169461139,146.16943688,146.169410977,146.169383102,146.169352834,146.169319695,146.169283125,146.169242596
146.172893567,146.172918449,146.172938568,146.172954484,146.1729667,146.172975769,146.172982193,146.172986297,146.172988481,146.172989016,146.17298808,146.17298587,146.172982562,146.172978282,146.172973076,146.172967022,146.172960219,146.172952741,146.172944637,146.172935911,146.172926585,146.172916708,146.172906282,146.172895357,146.172883931,146.172872006,146.172859581,146.172846657,146.172833257,146.172819358,146.172804908,146.172789936,146.172774436,146.172758339,146.172741592,146.17272422,146.172706148,146.172687279,146.172667609,146.17264704,146.172625423,146.17260266,146.172578596,146.172552986,146.172525655,146.172496327,146.172464601,146.172430101,146.172392473,146.17235131
146.175991177,146.176016691,146.176037996,146.176055445,146.176069394,146.176080293,146.176088571,146.176094502,146.176098411,146.176100572,146.176101186,146.176100427,146.176098444,146.176095362,146.176091283,146.176086278,146.176080424,146.17607382,146.176066493,146.176058466,146.17604979,146.176040462,146.176030512,146.176020011,146.176008935,146.175997285,146.175985086,146.17597231,146.175958986,146.175945087,146.175930589,146.175915489,146.175899767,146.175883369,146.175866272,146.175848451,146.175829829,146.175810359,146.175789989,146.175768596,146.17574608,146.175722338,146.175697176,146.175670414,146.175641881,146.175611323,146.175578442,146.17554291,146.17550445,146.175462832
146.179092123,146.179118141,146.17914035,146.179159007,146.179174386,146.179186816,146.179196671,146.179204205,146.179209665,146.179213302,146.179215316,146.179215883,146.179215125,146.179213194,146.179210187,146.179206159,146.179201228,146.179195476,146.179188873,146.179181495,146.179173443,146.179164668,146.179155191,146.17914509,146.179134365,146.179123014,146.179111014,146.17909839,146.17908514,146.179071242,146.179056717,146.179041519,146.179025596,146.179008924,146.178991501,146.17897328,146.178954183,146.178934164,146.178913145,146.178891001,146.178867684,146.178843069,146.178816953,146.178789217,146.178759655,146.178728068,146.178694259,146.178657923,146.178618833,146.178576889
146.182196075,146.182222494,146.18224541,146.182265019,146.182281578,146.182295337,146.182306546,146.182315456,146.182322292,146.182327256,146.182330546,146.182332312,146.182332704,146.182331872,146.182329867,146.182326762,146.182322684,146.182317705,146.182311828,146.182305099,146.182297623,146.182289371,146.182280369,146.182270669,146.182260268,146.182249194,146.182237418,146.182224943,146.18221177,146.182197895,146.182183346,146.182168048,146.182151951,146.182135053,146.182117331,146.182098758,146.182079239,146.182058693,146.182037099,146.18201433,146.181990288,146.181964871,146.181937955,146.181909391,146.181878977,146.181846565,146.181811977,146.181774986,146.181735444,146.181693224
