-16.9433796713,-16.9398703524,-16.9363406907,-16.9327998276,-16.9292510565,-16.9256961928,-16.922136427,-16.9185725375,-16.9150051333,-16.9114346675,-16.9078615508,-16.9042860475,-16.9007084246,-16.8971289333,-16.8935477158,-16.8899649925,-16.8863809017,-16.8827955617,-16.8792091262,-16.8756217083,-16.8720334275,-16.8684443721,-16.8648546471,-16.8612643521,-16.8576736012,-16.8540824537,-16.8504910329,-16.8468993904,-16.8433076525,-16.839715895,-16.8361242341,-16.8325327316,-16.8289415308,-16.8253506983,-16.8217603804,-16.8181706945,-16.8145817445,-16.8109937258,-16.8074067453,-16.8038210049,-16.8002367241,-16.7966541499,-16.793073534,-16.7894952673,-16.7859197947,-16.7823476921,-16.7787798498,-16.7752175889,-16.7716633105,-16.7681235948
-16.9433965258,-16.9398715201,-16.9363369913,-16.9327938293,-16.9292437176,-16.9256880014,-16.9221276185,-16.9185632573,-16.9149955007,-16.9114247595,-16.9078513862,-16.9042756899,-16.9006979016,-16.8971182387,-16.8935369174,-16.8899540549,-16.886369842,-16.8827844187,-16.8791978812,-16.8756103854,-16.8720220054,-16.8684328724,-16.8648430795,-16.8612527312,-16.8576618791,-16.8540706783,-16.8504791708,-16.8468874704,-16.8432956624,-16.839703842,-16.836112087,-16.8325205287,-16.8289292191,-16.8253383303,-16.8217479224,-16.8181581199,-16.814569084,-16.8109809286,-16.8073938156,-16.8038079444,-16.8002234885,-16.7966406755,-16.7930598117,-16.7894812295,-16.785905298,-16.7823326023,-16.7787638158,-16.7751999197,-16.7716421781,-16.7680912686
-16.9434160243,-16.9398805915,-16.9363398436,-16.9327930083,-16.929240605,-16.9256833003,-16.9221217611,-16.9185565711,-16.9149881202,-16.911416829,-16.9078430053,-16.9042669024,-16.9006887815,-16.8971088332,-16.8935272278,-16.8899441424,-16.8863597266,-16.8827740841,-16.8791873832,-16.8755997078,-16.8720111678,-16.8684218824,-16.8648319491,-16.8612414295,-16.8576504687,-16.8540591157,-16.8504674587,-16.8468756424,-16.8432836753,-16.8396917195,-16.836099829,-16.832508099,-16.8289166582,-16.8253255732,-16.8217349732,-16.8181450019,-16.8145557414,-16.8109673485,-16.8073799705,-16.8037937896,-16.8002089741,-16.7966257653,-16.7930443989,-16.7894651554,-16.785888418,-16.7823145612,-16.7787441156,-16.7751776091,-16.7716153961,-16.7680569985
-16.9434373997,-16.9398940482,-16.9363473613,-16.9327964469,-16.9292411654,-16.9256818009,-16.9221187216,-16.9185522861,-16.9149828944,-16.9114108061,-16.9078363128,-16.9042596665,-16.9006810486,-16.8971006607,-16.8935186607,-16.8899352469,-16.886350509,-16.8827645886,-16.8791776082,-16.8755896707,-16.8720009099,-16.868411397,-16.8648212149,-16.8612305186,-16.8576393215,-16.8540477636,-16.8504559303,-16.8468638778,-16.8432717198,-16.8396795419,-16.8360874148,-16.8324954861,-16.828903786,-16.8253124581,-16.8217216072,-16.8181313051,-16.8145417343,-16.8109530009,-16.8073652329,-16.8037785974,-16.800193279,-16.7966094701,-16.7930273499,-16.7894472305,-16.7858693171,-16.7822939794,-16.7787214404,-16.7751519465,-16.7715854755,-16.7680213749
-16.943459861,-16.939910158,-16.9363581972,-16.9328032041,-16.9292448429,-16.925683102,-16.922118171,-16.9185502825,-16.9149796887,-16.9114066103,-16.9078312699,-16.9042538794,-16.9006746386,-16.8970937053,-16.8935112198,-16.8899273344,-16.886342184,-16.8827558861,-16.8791685532,-16.8755802928,-16.8719911953,-16.8684013894,-16.8648109294,-16.8612199315,-16.8576284761,-16.8540366482,-16.8504445232,-16.8468521957,-16.8432597723,-16.8396673048,-16.8360749235,-16.8324826443,-16.8288906485,-16.8252989855,-16.8217077701,-16.8181171071,-16.8145271117,-16.8109379016,-16.8073496428,-16.8037624202,-16.8001764538,-16.7965918511,-16.7930088472,-16.7894275939,-16.7858483251,-16.782271214,-16.7786964251,-16.7751239719,-16.7715536742,-16.7679849365
-16.943482999,-16.939927986,-16.9363714161,-16.9328125445,-16.9292510712,-16.9256868307,-16.9221198724,-16.9185503385,-16.9149783338,-16.9114041049,-16.9078277816,-16.9042495311,-16.9006695207,-16.8970878932,-16.8935048244,-16.8899203915,-16.8863347265,-16.8827479636,-16.8791601957,-16.8755715252,-16.8719820523,-16.8683918573,-16.864801059,-16.861209704,-16.857617906,-16.8540257285,-16.8504332852,-16.8468406227,-16.8432478498,-16.8396550322,-16.8360622693,-16.8324696464,-16.8288772534,-16.8252851684,-16.8216935225,-16.81810238,-16.8145118866,-16.8109221286,-16.807333226,-16.8037453326,-16.800158557,-16.7965730564,-16.7929889853,-16.7894064745,-16.7858256811,-16.7822467029,-16.778669607,-16.7750943338,-16.7715206075,-16.7679480329
-16.9435066173,-16.9399470761,-16.9363863548,-16.9328239272,-16.9292594023,-16.9256926292,-16.9221235464,-16.9185522132,-16.9149787272,-16.9114031746,-16.9078257191,-16.9042464982,-16.9006656107,-16.8970832319,-16.8934994319,-16.8899143519,-16.8863281161,-16.8827408056,-16.8791525182,-16.8755633677,-16.8719734398,-16.8683828169,-16.864791584,-16.8611998069,-16.8576076231,-16.8540150335,-16.8504221831,-16.8468291301,-16.8432359401,-16.8396427268,-16.8360495318,-16.8324564688,-16.8288636038,-16.8252710554,-16.8216788754,-16.8180871899,-16.8144960919,-16.8109056839,-16.8073160759,-16.8037273778,-16.8001397073,-16.7965531866,-16.7929679334,-16.7893840602,-16.7858016497,-16.7822207641,-16.7786414058,-16.7750634486,-16.7714867035,-16.7679107597
-16.9435305808,-16.9399670453,-16.9364026481,-16.9328368885,-16.9292694633,-16.9257001707,-16.9221289353,-16.91855574,-16.9149806394,-16.9114037014,-16.9078250234,-16.9042446983,-16.9006628745,-16.8970795899,-16.8934950094,-16.8899092261,-16.8863223036,-16.8827343611,-16.8791455223,-16.8755558052,-16.8719653498,-16.8683742219,-16.8647824944,-16.861190271,-16.8575975839,-16.8540045656,-16.8504112455,-16.8468177301,-16.8432240847,-16.8396303772,-16.8360366946,-16.8324431338,-16.8288497483,-16.8252566283,-16.8216638632,-16.8180715694,-16.8144797772,-16.8108886367,-16.8072982262,-16.8037086527,-16.800119978,-16.7965323594,-16.7929458487,-16.7893605188,-16.7857764725,-16.7821936674,-16.778612095,-16.7750316743,-16.7714521498,-16.7678732338
-16.9435547808,-16.9399877313,-16.9364199743,-16.9328511323,-16.92928093,-16.9257091971,-16.9221357996,-16.9185607143,-16.9149839512,-16.9114055386,-16.9078255605,-16.90424408,-16.9006611775,-16.897076962,-16.8934915236,-16.8899049115,-16.8863172586,-16.8827286477,-16.8791391327,-16.8755488198,-16.8719577673,-16.8683660743,-16.8647738089,-16.8611810339,-16.8575878435,-16.853994291,-16.8504004751,-16.8468064205,-16.8432122622,-16.8396180196,-16.8360237942,-16.8324296466,-16.8288356712,-16.8252419407,-16.8216485327,-16.8180555031,-16.8144629922,-16.8108710466,-16.8072797586,-16.8036892059,-16.8000994904,-16.7965106847,-16.7929228374,-16.7893360512,-16.7857503012,-16.7821656232,-16.7785819506,-16.7749991708,-16.771417116,-16.7678355489
-16.943579205,-16.9400089431,-16.9364381112,-16.932866421,-16.9292935843,-16.9257194668,-16.922143961,-16.9185669661,-16.9149884984,-16.9114085803,-16.9078272302,-16.9042445197,-16.9006605021,-16.8970752691,-16.8934888766,-16.8899014282,-16.8863129703,-16.8827235782,-16.8791333602,-16.8755423723,-16.8719506869,-16.8683583618,-16.8647654843,-16.8611721435,-16.857578366,-16.853984248,-16.8503898334,-16.8467952446,-16.843200475,-16.8396056496,-16.8360108096,-16.8324160587,-16.8288214236,-16.8252270011,-16.8216328756,-16.8180391076,-16.8144457771,-16.8108529495,-16.8072607094,-16.8036691413,-16.8000783152,-16.796488258,-16.7928990698,-16.7893107474,-16.7857233441,-16.782136809,-16.7785511136,-16.7749661264,-16.7713817193,-16.7677977068
