"","lat","long","siteref","site_id","habitat","area","rubble","k","Reef","reef_siteid","x","y"
"177",-19.6630417938656,149.573886839022,"L_177","1_BR_1","Back Reef",16580.6829795493,FALSE,8.47826086956522,19157100104,"19157100104_1_BR_1",4,66
"178",-19.6694323190145,149.578877686405,"L_178","1_C_1","Crest",201310.890710383,FALSE,13.7674418604651,19157100104,"19157100104_1_C_1",4,64
"179",-19.6678294995311,149.575524631753,"L_179","1_C_2","Crest",119389.576614615,FALSE,6.07255520504732,19157100104,"19157100104_1_C_2",4,65
"180",-19.6690788221064,149.583527604054,"L_180","1_C_3","Crest",208941.069463223,FALSE,17.1058508262617,19157100104,"19157100104_1_C_3",5,63
"181",-19.6635188552607,149.576647255003,"L_181","1_C_4","Crest",71629.6980494866,FALSE,10.7142857142857,19157100104,"19157100104_1_C_4",5,65
"182",-19.6652615886849,149.58063746121,"L_182","1_IF_2","Inner Flat",61020.2030655728,FALSE,9.58904109589041,19157100104,"19157100104_1_IF_2",5,64
"183",-19.6675553770031,149.573257306615,"L_183","1_SS_2","Sheltered Slope",33495.0229880414,FALSE,10.8495821727019,19157100104,"19157100104_1_SS_2",3,65
"184",-19.6643463815659,149.583289372147,"L_184","1_S_2","Slope",53724.1034194049,FALSE,25.1845342706503,19157100104,"19157100104_1_S_2",6,64
"185",-19.670140404998,149.574587450136,"L_185","1_S_4","Slope",28853.3220899864,FALSE,24.3166666666667,19157100104,"19157100104_1_S_4",3,64
"186",-19.6724941087561,149.578701984077,"L_186","1_S_5","Slope",35819.5953144105,FALSE,19.3501326259947,19157100104,"19157100104_1_S_5",3,63
"187",-19.6706366000331,149.691217345068,"L_187","1_BR_1","Back Reef",1990.67456787499,FALSE,35,19158100104,"19158100104_1_BR_1",22,42
"188",-19.6726861331915,149.703119326735,"L_188","1_BR_2","Back Reef",995.404898263514,FALSE,35,19158100104,"19158100104_1_BR_2",23,39
"189",-19.6751037199548,149.704586579824,"L_189","1_P_1","Patch",1659.072259448,FALSE,15.7894736842105,19158100104,"19158100104_1_P_1",23,38
"190",-19.6710024874547,149.69172348235,"L_190","1_S_1","Slope",23224.6947480566,FALSE,35,19158100104,"19158100104_1_S_1",22,41
"191",-19.6761194337586,149.652195441376,"L_191","1_BR_1","Back Reef",26209.1661133775,FALSE,35,19161100104,"19161100104_1_BR_1",14,48
"192",-19.6748524696403,149.643473880479,"L_192","1_BR_2","Back Reef",6634.92135552317,FALSE,35,19161100104,"19161100104_1_BR_2",13,50
"193",-19.682987735484,149.657976940891,"L_193","1_BR_3","Back Reef",34507.1816111137,FALSE,35,19161100104,"19161100104_1_BR_3",14,46
"194",-19.6882753416559,149.66176203433,"L_194","1_BR_4","Back Reef",29532.7371495115,FALSE,33.34375,19161100104,"19161100104_1_BR_4",13,45
"195",-19.6877926737334,149.646885638886,"L_195","1_BR_5","Back Reef",12608.7740787398,FALSE,35,19161100104,"19161100104_1_BR_5",11,48
"196",-19.6901979491329,149.656909474696,"L_196","1_BR_6","Back Reef",13273.2825264456,FALSE,35,19161100104,"19161100104_1_BR_6",12,45
"197",-19.6898499678243,149.667017771984,"L_197","1_C_1","Crest",82296.7162968284,FALSE,21.3302752293578,19161100104,"19161100104_1_C_1",14,43
"198",-19.6791758360195,149.654701509619,"L_198","1_S_1","Slope",146646.113198227,FALSE,35,19161100104,"19161100104_1_S_1",14,47
"199",-19.6872448571497,149.664760035507,"L_199","1_S_4","Slope",145672.070149725,FALSE,22.2300319488818,19161100104,"19161100104_1_S_4",14,44
"200",-19.6912733794647,149.662396499308,"L_200","1_S_6","Slope",169903.66813824,FALSE,20.5708769994484,19161100104,"19161100104_1_S_6",13,44
"201",-19.6745432237282,149.642321827815,"L_201","1_S_7","Slope",43126.6371751335,FALSE,35,19161100104,"19161100104_1_S_7",13,51
"202",-19.6750932656453,149.650827617184,"L_202","1_S_8","Slope",42132.9262061534,FALSE,35,19161100104,"19161100104_1_S_8",14,49
"203",-19.6662448845505,149.728345324044,"L_203","1_BR_1","Back Reef",8626.77999003557,FALSE,10.8888888888889,19164100104,"19164100104_1_BR_1",29,35
"204",-19.6812939145722,149.734802763013,"L_204","1_BR_2","Back Reef",331.876069789287,FALSE,35,19164100104,"19164100104_1_BR_2",27,31
"205",-19.6913980687607,149.746297231447,"L_205","1_BR_3","Back Reef",5642.90099273715,FALSE,2.25806451612903,19164100104,"19164100104_1_BR_3",27,28
"206",-19.7031827187575,149.747979308742,"L_206","1_BR_4","Back Reef",11287.7196429768,FALSE,27.84,19164100104,"19164100104_1_BR_4",25,25
"207",-19.6826408783361,149.711923863575,"L_207","1_C_1","Crest",72676.7718933765,FALSE,10.9536082474227,19164100104,"19164100104_1_C_1",23,36
"208",-19.6917704436614,149.748504607646,"L_208","1_C_2","Crest",94270.8054774231,FALSE,15.1792828685259,19164100104,"19164100104_1_C_2",27,27
"209",-19.678533637757,149.715515657473,"L_209","1_P_2","Patch",4313.94966230355,FALSE,10.4166666666667,19164100104,"19164100104_1_P_2",24,36
"210",-19.6727967362375,149.732405179353,"L_210","1_S_2","Slope",97559.2085154131,FALSE,14.7685631629701,19164100104,"19164100104_1_S_2",28,33
"211",-19.6837387155058,149.711416283491,"L_211","1_S_5","Slope",33186.1942431126,FALSE,28.7780898876404,19164100104,"19164100104_1_S_5",22,36
"212",-19.6941929070181,149.75183507352,"L_212","1_S_7","Slope",72366.0336938808,FALSE,25.4129032258065,19164100104,"19164100104_1_S_7",27,26
"213",-19.7029956282131,149.74728829603,"L_213","1_S_8","Slope",61418.1757020331,FALSE,24.3455098934551,19164100104,"19164100104_1_S_8",24,26
"214",-19.6915729243436,149.777937431577,"L_214","1_BR_1","Back Reef",1659.85135971801,FALSE,16,19165100103,"19165100103_1_BR_1",32,21
"215",-19.6906787343506,149.777936303308,"L_215","1_S_1","Slope",22241.7310760547,FALSE,19.2521367521368,19165100103,"19165100103_1_S_1",32,22
"216",-19.6716353485653,149.777721502524,"L_216","1_BR_1","Back Reef",11615.7162283445,FALSE,25.748031496063,19165100104,"19165100104_1_BR_1",36,25
"217",-19.6786499261939,149.789192800418,"L_217","1_BR_2","Back Reef",5974.60404401831,FALSE,25.234375,19165100104,"19165100104_1_BR_2",36,21
"218",-19.6833423568966,149.798625659996,"L_218","1_BR_3","Back Reef",2323.68018419435,FALSE,35,19165100104,"19165100104_1_BR_3",37,19
"219",-19.6919045056851,149.784607992762,"L_219","1_BR_4","Back Reef",11619.2640374317,FALSE,34.2016806722689,19165100104,"19165100104_1_BR_4",33,20
"220",-19.7024356242906,149.78057808158,"L_220","1_BR_5","Back Reef",9296.65609119833,FALSE,24.95,19165100104,"19165100104_1_BR_5",30,19
"221",-19.7067387208722,149.833596329636,"L_221","1_BR_6","Back Reef",4649.39952100208,FALSE,20.4166666666667,19165100104,"19165100104_1_BR_6",38,9
"222",-19.7171224480506,149.835563458168,"L_222","1_BR_7","Back Reef",2657.20105172368,FALSE,35,19165100104,"19165100104_1_BR_7",36,7
"223",-19.6873257325612,149.787192683262,"L_223","1_C_1","Crest",95272.6724930173,FALSE,25.6021717670286,19165100104,"19165100104_1_C_1",34,20
"224",-19.6927778218669,149.787101823615,"L_224","1_C_2","Crest",77020.6828635857,FALSE,51.0353227771011,19165100104,"19165100104_1_C_2",33,19
"225",-19.6978418153643,149.784670322862,"L_225","1_C_3","Crest",162019.19823031,FALSE,35.632183908046,19165100104,"19165100104_1_C_3",32,19
"226",-19.6979354096438,149.77752074963,"L_226","1_C_4","Crest",95283.8017993458,FALSE,27.5319567354966,19165100104,"19165100104_1_C_4",31,21
"227",-19.6971540322209,149.782179815443,"L_227","1_OF_1","Outer Flat",74368.1556383176,FALSE,51.6981132075472,19165100104,"19165100104_1_OF_1",31,20
"228",-19.6871888468017,149.786160672049,"L_228","1_SS_1","Sheltered Slope",17925.7749755313,FALSE,23.9698492462312,19165100104,"19165100104_1_SS_1",34,21
"229",-19.6915618781176,149.782677531295,"L_229","1_SS_2","Sheltered Slope",52784.0755478442,FALSE,28.5309734513274,19165100104,"19165100104_1_SS_2",33,21
"230",-19.709627258001,149.810416652082,"L_230","1_S_1","Slope",26235.0057528559,FALSE,35,19165100104,"19165100104_1_S_1",34,12
"231",-19.6996170331946,149.777331605805,"L_231","1_S_13","Slope",40836.8480508719,FALSE,34.3908045977011,19165100104,"19165100104_1_S_13",30,20
"232",-19.6745231035621,149.781011146882,"L_232","1_S_14","Slope",33189.4534092173,FALSE,31.5,19165100104,"19165100104_1_S_14",36,24
"233",-19.6887928236658,149.809222053871,"L_233","1_S_15","Slope",25895.2902176045,FALSE,34.4964028776978,19165100104,"19165100104_1_S_15",38,16
"234",-19.6815443023089,149.774108941176,"L_234","1_S_2","Slope",156998.006983507,FALSE,26.176293622142,19165100104,"19165100104_1_S_2",33,24
"235",-19.6729248702748,149.775216901661,"L_235","1_S_4","Slope",145363.832267584,FALSE,22.4481193255512,19165100104,"19165100104_1_S_4",35,25
"236",-19.701744691925,149.783793558812,"L_236","1_S_7","Slope",134801.618469957,FALSE,28.1022408963585,19165100104,"19165100104_1_S_7",31,19
"237",-19.6851792045699,149.786769894561,"L_237","1_S_9","Slope",30871.3618682269,FALSE,28.8769230769231,19165100104,"19165100104_1_S_9",35,21
"238",-19.7108374662593,149.606826381549,"L_238","1_BR_1","Back Reef",2654.97635242576,FALSE,49.4827586206897,19168100104,"19168100104_1_BR_1",1,52
"239",-19.713103982708,149.614589439241,"L_239","1_BR_2","Back Reef",5310.25920710154,FALSE,19.9137931034483,19168100104,"19168100104_1_BR_2",1,50
"240",-19.7125828373209,149.611433178813,"L_240","1_IF_1","Inner Flat",38166.8065664568,FALSE,31.8627450980392,19168100104,"19168100104_1_IF_1",1,51
"241",-19.7196695950552,149.612873823725,"L_241","1_C_1","Crest",297731.944367053,FALSE,8.43799058084772,19169100104,"19169100104_1_C_1",1,49
"242",-19.723689526914,149.615055893859,"L_242","1_S_2","Slope",57425.7405253309,FALSE,32.3089430894309,19169100104,"19169100104_1_S_2",1,48
"243",-19.6977107575215,149.676066181939,"L_243","1_BR_1","Back Reef",2986.99178396817,FALSE,35,19170100104,"19170100104_1_BR_1",14,40
"244",-19.7027792642629,149.683583469108,"L_244","1_BR_2","Back Reef",3983.03642175114,FALSE,35,19170100104,"19170100104_1_BR_2",14,38
"245",-19.7093419393125,149.694776082221,"L_245","1_S_3","Slope",9294.94621540885,FALSE,35,19170100104,"19170100104_1_S_3",14,35
"246",-19.7082360695944,149.741908682525,"L_246","1_BR_1","Back Reef",7636.19714839524,FALSE,18.8125,19171100104,"19171100104_1_BR_1",23,26
"247",-19.7086534422552,149.743203424524,"L_247","1_P_1","Patch",4980.17870016396,FALSE,33.3333333333333,19171100104,"19171100104_1_P_1",23,25
"248",-19.7081217208421,149.760264508273,"L_248","1_BR_1","Back Reef",5644.47418823047,FALSE,32.3333333333333,19172100104,"19172100104_1_BR_1",26,22
"249",-19.7108745023957,149.756962256008,"L_249","1_C_1","Crest",23906.6695753923,FALSE,9.86274509803922,19172100104,"19172100104_1_C_1",24,22
"250",-19.7094564202076,149.759080338057,"L_250","1_OF_1","Outer Flat",39511.9026554232,FALSE,24.8561151079137,19172100104,"19172100104_1_OF_1",25,22
"251",-19.7125613023693,149.76630383201,"L_251","1_BR_1","Back Reef",10293.7039201856,FALSE,15.787037037037,19173100104,"19173100104_1_BR_1",26,20
"252",-19.7121015584108,149.765451069704,"L_252","1_S_1","Slope",65414.2267775419,FALSE,11.4667630057803,19173100104,"19173100104_1_S_1",26,21
"253",-19.7116309470508,149.804933839743,"L_253","1_BR_1","Back Reef",2324.64479032764,FALSE,35,19174100104,"19174100104_1_BR_1",32,13
"254",-19.7198684279045,149.812611210463,"L_254","1_BR_2","Back Reef",6974.90668047126,FALSE,15.8666666666667,19174100104,"19174100104_1_BR_2",32,10
"255",-19.7200769301734,149.810462022917,"L_255","1_S_2","Slope",100305.401487751,FALSE,15.1547842401501,19174100104,"19174100104_1_S_2",32,11
"256",-19.7311814806227,149.701494837759,"L_256","1_BR_1","Back Reef",332.070735084824,FALSE,100,19177100104,"19177100104_1_BR_1",11,30
"257",-19.730426559002,149.710206478405,"L_257","1_C_1","Crest",241419.813377869,FALSE,24.5058139534884,19177100104,"19177100104_1_C_1",13,28
"258",-19.7235190972622,149.71322647401,"L_258","1_C_2","Crest",150085.751675754,FALSE,35.7405102675793,19177100104,"19177100104_1_C_2",15,29
"259",-19.7182747056836,149.713034270196,"L_259","1_C_3","Crest",73045.2036077348,FALSE,35.6589147286822,19177100104,"19177100104_1_C_3",16,30
"260",-19.7314767072062,149.70454709128,"L_260","1_C_4","Crest",82022.6358703794,FALSE,31.4597701149425,19177100104,"19177100104_1_C_4",11,29
"261",-19.7201950565108,149.710247648019,"L_261","1_IF_1","Inner Flat",488415.38874203,FALSE,34.2200956937799,19177100104,"19177100104_1_IF_1",15,30
"262",-19.728584764181,149.701323687693,"L_262","1_IF_2","Inner Flat",121201.372066967,FALSE,61.7465224111283,19177100104,"19177100104_1_IF_2",12,31
"263",-19.7268532757162,149.709159962903,"L_263","1_IF_3","Inner Flat",176987.504144576,FALSE,11.9599578503688,19177100104,"19177100104_1_IF_3",13,29
"264",-19.7163458454354,149.710384307614,"L_264","1_OF_1","Outer Flat",19256.6863616407,FALSE,3.43137254901961,19177100104,"19177100104_1_OF_1",16,31
"265",-19.7238178049135,149.707773489793,"L_265","1_OF_2","Outer Flat",32872.3118781839,FALSE,85.3521126760563,19177100104,"19177100104_1_OF_2",14,30
"266",-19.7279843824715,149.702964560187,"L_266","1_OF_3","Outer Flat",98289.040878139,FALSE,48.8221381267739,19177100104,"19177100104_1_OF_3",12,30
"267",-19.7179081142449,149.707153166342,"L_267","1_SS_1","Sheltered Slope",80015.7447266611,FALSE,29.5011737089202,19177100104,"19177100104_1_SS_1",15,31
"268",-19.7301504237992,149.706655937823,"L_268","1_SS_4","Sheltered Slope",52135.2441356513,FALSE,51.2075134168157,19177100104,"19177100104_1_SS_4",12,29
"269",-19.7270947512348,149.712557743597,"L_269","1_S_3","Slope",22912.4110630201,FALSE,28.1171548117155,19177100104,"19177100104_1_S_3",14,29
"270",-19.7319582508517,149.71107020136,"L_270","1_S_5","Slope",35533.0733807129,FALSE,25.8909574468085,19177100104,"19177100104_1_S_5",12,28
"271",-19.7223913381102,149.775543823826,"L_271","1_BR_1","Back Reef",5977.98713293858,FALSE,9.75409836065574,19179100104,"19179100104_1_BR_1",25,17
"272",-19.7275756572966,149.779713268677,"L_272","1_BR_2","Back Reef",5646.36043620389,FALSE,32.1311475409836,19179100104,"19179100104_1_BR_2",25,15
"273",-19.7342282689332,149.784251104123,"L_273","1_BR_3","Back Reef",8968.71131600207,FALSE,32.8125,19179100104,"19179100104_1_BR_3",24,13
"274",-19.7370408303411,149.775183272946,"L_274","1_BR_4","Back Reef",664.355493816081,FALSE,30,19179100104,"19179100104_1_BR_4",22,15
"275",-19.741442366103,149.78688773414,"L_275","1_BR_5","Back Reef",5315.37056383444,FALSE,32.1818181818182,19179100104,"19179100104_1_BR_5",23,12
"276",-19.7481367752475,149.79677480372,"L_276","1_BR_6","Back Reef",6977.29587682337,FALSE,16.0526315789474,19179100104,"19179100104_1_BR_6",24,9
"277",-19.7535301486998,149.796808148196,"L_277","1_BR_7","Back Reef",19272.0737287919,FALSE,35,19179100104,"19179100104_1_BR_7",23,8
"278",-19.7343791653491,149.782034949175,"L_278","1_C_1","Crest",58130.2411226523,FALSE,14.7327044025157,19179100104,"19179100104_1_C_1",24,14
"279",-19.7419332320184,149.780602928602,"L_279","1_C_3","Crest",61790.3498479053,FALSE,2.43161094224924,19179100104,"19179100104_1_C_3",22,13
"280",-19.7457572929114,149.782679523901,"L_280","1_C_4","Crest",97342.2419592519,FALSE,7.76340996168582,19179100104,"19179100104_1_C_4",22,12
"281",-19.740292962266,149.778131676552,"L_281","1_OF_1","Outer Flat",51490.3718705019,FALSE,38.6690647482014,19179100104,"19179100104_1_OF_1",22,14
"282",-19.7312326724168,149.77975502178,"L_282","1_P_1","Patch",3985.86965505127,FALSE,4.65116279069767,19179100104,"19179100104_1_P_1",24,15
"283",-19.740149461354,149.781489366398,"L_283","1_S_1","Slope",74080.3529611756,FALSE,29.5880861850444,19179100104,"19179100104_1_S_1",23,13
"284",-19.726308562713,149.778801061552,"L_284","1_S_10","Slope",42845.0297131846,FALSE,19.4021739130435,19179100104,"19179100104_1_S_10",25,16
"285",-19.7382441509232,149.785944904095,"L_285","1_S_8","Slope",77069.209681239,FALSE,25,19179100104,"19179100104_1_S_8",24,12
"286",-19.7339956982017,149.684863641568,"L_286","1_BR_1","Back Reef",7969.57300405623,FALSE,35,19180100104,"19180100104_1_BR_1",8,33
"287",-19.7338993465825,149.696837994661,"L_287","1_BR_2","Back Reef",3320.78221809771,FALSE,35,19180100104,"19180100104_1_BR_2",10,31
"288",-19.7378562449044,149.677664344098,"L_288","1_BR_3","Back Reef",30218.8687035628,FALSE,29.8514851485148,19180100104,"19180100104_1_BR_3",6,34
"289",-19.7400628761507,149.669767560565,"L_289","1_BR_4","Back Reef",15275.5415819306,FALSE,1.46875,19180100104,"19180100104_1_BR_4",4,35
"290",-19.7431504562183,149.686406791797,"L_290","1_BR_5","Back Reef",17601.8056990919,FALSE,38.7760416666667,19180100104,"19180100104_1_BR_5",6,31
"291",-19.7445800777877,149.677933530222,"L_291","1_BR_6","Back Reef",22915.3723963858,FALSE,39.0495867768595,19180100104,"19180100104_1_BR_6",4,33
"292",-19.7456445855186,149.682196813437,"L_292","1_BR_7","Back Reef",37861.2749423408,FALSE,35.860349127182,19180100104,"19180100104_1_BR_7",5,32
"293",-19.736398736287,149.697041324957,"L_293","1_C_1","Crest",49481.4092709636,FALSE,9.81132075471698,19180100104,"19180100104_1_C_1",9,30
"294",-19.7454910763394,149.695013037002,"L_294","1_C_2","Crest",47494.5599445244,FALSE,15.9448818897638,19180100104,"19180100104_1_C_2",7,29
"295",-19.7477690173575,149.676855434009,"L_295","1_C_3","Crest",67088.3187542059,FALSE,20.6085753803596,19180100104,"19180100104_1_C_3",4,32
"296",-19.7494880724071,149.691516865008,"L_296","1_C_4","Crest",177697.266108633,FALSE,11.1052353252247,19180100104,"19180100104_1_C_4",6,29
"297",-19.7502424740193,149.686102886586,"L_297","1_C_5","Crest",29892.7773509072,FALSE,17.4603174603175,19180100104,"19180100104_1_C_5",5,30
"298",-19.7359006312653,149.693798312608,"L_298","1_IF_1","Inner Flat",170691.248684687,FALSE,44.4808743169399,19180100104,"19180100104_1_IF_1",9,31
"299",-19.7434379290914,149.673404848068,"L_299","1_IF_2","Inner Flat",249404.536986382,FALSE,17.8598342125094,19180100104,"19180100104_1_IF_2",4,34
"300",-19.7397450249264,149.673127308405,"L_300","1_IF_3","Inner Flat",188288.917175843,FALSE,27.8165503489531,19180100104,"19180100104_1_IF_3",5,34
"301",-19.7450823109242,149.691690969817,"L_301","1_IF_4","Inner Flat",227172.994937087,FALSE,21.979381443299,19180100104,"19180100104_1_IF_4",7,30
"302",-19.7339408747704,149.67950613981,"L_302","1_IF_5","Inner Flat",38850.9503399148,FALSE,13.5593220338983,19180100104,"19180100104_1_IF_5",7,34
"303",-19.7487410890792,149.68074904937,"L_303","1_OF_4","Outer Flat",56129.8278828259,FALSE,28.476821192053,19180100104,"19180100104_1_OF_4",4,31
"304",-19.738774802812,149.688007765073,"L_304","1_OF_6","Outer Flat",34869.5634422461,FALSE,38.9784946236559,19180100104,"19180100104_1_OF_6",7,32
"305",-19.7422226966418,149.676259311823,"L_305","1_OF_7","Outer Flat",39851.2935318626,FALSE,30.3317535545024,19180100104,"19180100104_1_OF_7",5,33
"306",-19.7383325287658,149.693174209773,"L_306","1_P_1","Patch",5645.60982417269,FALSE,28.5483870967742,19180100104,"19180100104_1_P_1",8,31
"307",-19.745193234777,149.67131239786,"L_307","1_SS_10","Sheltered Slope",17601.4269600702,FALSE,37.3469387755102,19180100104,"19180100104_1_SS_10",3,34
"308",-19.7394141605192,149.688431173407,"L_308","1_SS_11","Sheltered Slope",213536.762715172,FALSE,36.5168785620342,19180100104,"19180100104_1_SS_11",7,31
"309",-19.7345132869482,149.687792354225,"L_309","1_SS_6","Sheltered Slope",172344.925346835,FALSE,31.3001083423619,19180100104,"19180100104_1_SS_6",8,32
"310",-19.7324521174841,149.693037943992,"L_310","1_SS_9","Sheltered Slope",41508.4208365618,FALSE,26.3272311212815,19180100104,"19180100104_1_SS_9",9,32
"311",-19.7407632178377,149.693178879999,"L_311","1_S_4","Slope",105609.687751287,FALSE,29.2882249560633,19180100104,"19180100104_1_S_4",8,30
"312",-19.7479298941742,149.675408512837,"L_312","1_S_8","Slope",22252.0094032022,FALSE,33.1702127659574,19180100104,"19180100104_1_S_8",3,33
"313",-19.7463131489663,149.724596301229,"L_313","1_BR_1","Back Reef",4650.32226239797,FALSE,35,19182100104,"19182100104_1_BR_1",12,23
"314",-19.7497974278892,149.73202819519,"L_314","1_BR_2","Back Reef",4982.85066551901,FALSE,21.3888888888889,19182100104,"19182100104_1_BR_2",12,21
"315",-19.7586579213341,149.729444235646,"L_315","1_BR_3","Back Reef",9302.38830457116,FALSE,32.5252525252525,19182100104,"19182100104_1_BR_3",10,20
"316",-19.7644110201538,149.739823702164,"L_316","1_BR_4","Back Reef",20268.2243530941,FALSE,32.5235849056604,19182100104,"19182100104_1_BR_4",11,17
"317",-19.7560641346345,149.737793288366,"L_317","1_C_1","Crest",61793.8952057529,FALSE,15.1057401812689,19182100104,"19182100104_1_C_1",12,19
"318",-19.7624627936884,149.734926051983,"L_318","1_C_2","Crest",134894.177762612,FALSE,11.0263522884882,19182100104,"19182100104_1_C_2",10,18
"319",-19.7619466029838,149.732400797013,"L_319","1_OF_1","Outer Flat",61133.3644204587,FALSE,44.1538461538462,19182100104,"19182100104_1_OF_1",10,19
"320",-19.76295448963,149.739006199945,"L_320","1_S_3","Slope",154167.881289636,FALSE,25.8464805825243,19182100104,"19182100104_1_S_3",11,18
"321",-19.7562223338029,149.723235080524,"L_321","1_S_7","Slope",33221.0154978456,FALSE,35,19182100104,"19182100104_1_S_7",9,22
"322",-19.748848843367,149.716026298094,"L_322","1_S_8","Slope",76398.698898342,FALSE,21.4433617539586,19182100104,"19182100104_1_S_8",10,24
"323",-19.7689168181401,149.725317600053,"L_323","1_C_1","Crest",57482.8852705359,FALSE,8.26580226904376,19186100104,"19186100104_1_C_1",7,19
"324",-19.7680809643621,149.724752898307,"L_324","1_SS_1","Sheltered Slope",8306.66354366718,FALSE,14.6067415730337,19186100104,"19186100104_1_SS_1",7,20
"325",-19.7756387049703,149.762367329657,"L_325","1_BR_1","Back Reef",20272.8714990453,FALSE,48.5545023696682,19188100104,"19188100104_1_BR_1",12,11
"326",-19.7771610348671,149.757029388983,"L_326","1_BR_2","Back Reef",17946.5442903717,FALSE,40.2356020942408,19188100104,"19188100104_1_BR_2",11,12
"327",-19.7792768549022,149.766700669818,"L_327","1_BR_3","Back Reef",17947.6346087572,FALSE,31.5364583333333,19188100104,"19188100104_1_BR_3",12,9
"328",-19.7844884152863,149.756961643749,"L_328","1_BR_4","Back Reef",20939.7590021165,FALSE,30.045045045045,19188100104,"19188100104_1_BR_4",9,10
"329",-19.7871476427516,149.764549645528,"L_329","1_BR_5","Back Reef",27256.6011635801,TRUE,29.8805460750853,19188100104,"19188100104_1_BR_5",10,8
"330",-19.7929156709777,149.756188477474,"L_330","1_BR_6","Back Reef",3324.15129645029,FALSE,14.5454545454545,19188100104,"19188100104_1_BR_6",7,9
"331",-19.7905748289248,149.767662107532,"L_331","1_C_1","Crest",97398.0999366045,FALSE,19.4498069498069,19188100104,"19188100104_1_C_1",10,7
"332",-19.7832596801978,149.77270994385,"L_332","1_C_2","Crest",133952.542032313,FALSE,20.2777777777778,19188100104,"19188100104_1_C_2",12,8
"333",-19.7784158764482,149.768595252483,"L_333","1_C_4","Crest",114000.055121772,FALSE,16.6954732510288,19188100104,"19188100104_1_C_4",13,9
"334",-19.7880706143267,149.771612622224,"L_334","1_C_5","Crest",76786.5800450956,FALSE,6.82587666263603,19188100104,"19188100104_1_C_5",11,7
"335",-19.7914666855359,149.756653722405,"L_335","1_IF_2","Inner Flat",138282.125869394,FALSE,22.9906229068989,19188100104,"19188100104_1_IF_2",8,9
"336",-19.774082558564,149.759214692124,"L_336","1_P_1","Patch",3987.97900432721,FALSE,4.65116279069767,19188100104,"19188100104_1_P_1",12,12
"337",-19.7903599929294,149.755962433882,"L_337","1_SS_5","Sheltered Slope",63821.3967975914,FALSE,25.8296622613803,19188100104,"19188100104_1_SS_5",8,10
"338",-19.7779265545783,149.75545093779,"L_338","1_S_2","Slope",68795.464714407,FALSE,35.0203804347826,19188100104,"19188100104_1_S_2",10,12
"339",-19.7754864285042,149.764908760035,"L_339","1_S_3","Slope",83086.0485817785,FALSE,31.2004530011325,19188100104,"19188100104_1_S_3",13,10
"340",-19.7930107695448,149.754505180888,"L_340","1_S_5","Slope",50194.4759641993,FALSE,18.5557586837294,19188100104,"19188100104_1_S_5",7,10
"341",-19.7914999225465,149.765992372552,"L_341","1_S_6","Slope",25263.8582519619,FALSE,30,19188100104,"19188100104_1_S_6",9,7
"342",-19.7833026094286,149.7555166475,"L_342","1_S_7","Slope",54508.6960987165,FALSE,34.7008547008547,19188100104,"19188100104_1_S_7",9,11
"343",-19.7945423710363,149.760323007805,"L_343","1_S_8","Slope",25596.8860030035,FALSE,23.5090909090909,19188100104,"19188100104_1_S_8",8,8
"344",-19.7824218222405,149.773288809705,"L_344","1_S_9","Slope",17948.8007907113,FALSE,21.0880829015544,19188100104,"19188100104_1_S_9",13,8
"345",-19.8198233768929,149.778804001261,"L_345","1_C_1","Crest",65514.9884146336,FALSE,15.3409090909091,19194100104,"19194100104_1_C_1",6,1
"346",-19.824987619132,149.779516922862,"L_346","1_C_2","Crest",130041.874508633,FALSE,27.8179190751445,19194100104,"19194100104_1_C_2",5,1
"347",-19.8284279604738,149.775852308976,"L_347","1_C_3","Crest",111088.331665327,FALSE,46.8067226890756,19194100104,"19194100104_1_C_3",3,1
"348",-19.8241916180626,149.774994221226,"L_348","1_IF_1","Inner Flat",34255.6771172127,FALSE,33.2432432432432,19194100104,"19194100104_1_IF_1",4,1
"349",-19.6594514825284,149.708419917587,"L_349","1_C_1","Crest",71988.8835528176,FALSE,40.4915912031048,19252100104,"19252100104_1_C_1",27,40
"350",-19.722302789033,149.764029503285,"L_350","1_BR_1","Back Reef",15940.683991062,FALSE,11.9653179190751,19257100104,"19257100104_1_BR_1",23,19
"351",-19.7314061668184,149.766667059948,"L_351","1_BR_2","Back Reef",5314.28062002128,FALSE,11.271186440678,19257100104,"19257100104_1_BR_2",22,17
"352",-19.7199958243268,149.76234680529,"L_352","1_C_1","Crest",43503.1478158948,FALSE,6.40086206896552,19257100104,"19257100104_1_C_1",24,20
"353",-19.7180838855203,149.768553757268,"L_353","1_P_1","Patch",3984.99535134854,FALSE,13.3333333333333,19257100104,"19257100104_1_P_1",25,19
"354",-19.7197992801078,149.767208903742,"L_354","1_S_1","Slope",88335.7880925457,FALSE,15.7894736842105,19257100104,"19257100104_1_S_1",24,19
"355",-19.5144919918553,149.591438539611,NA,"1_S_1","Slope",127412.34151084,FALSE,21.5209404849375,19139100104,"19139100104_1_S_1",37,86
"356",-19.5172473859724,149.584639491548,NA,"1_S_2","Slope",202539.210183734,FALSE,19.349235757295,19139100104,"19139100104_1_S_2",36,87
"357",-19.5188728046793,149.589710997238,NA,"1_S_3","Slope",141650.754664325,FALSE,16.5338645418327,19139100104,"19139100104_1_S_3",36,86
