,lat,long,siteref,site_id,habitat,area,rubble,k,Reef,reef_siteid,x,y,recom_connectivity,sitedepth
178,-19.66943232,149.5788777,L_178,1_C_1,Crest,201310.8907,FALSE,13.76744186,19157100104,19157100104_1_C_1,4,64,L_178_V1,0
179,-19.6678295,149.5755246,L_179,1_C_2,Crest,119389.5766,FALSE,6.072555205,19157100104,19157100104_1_C_2,4,65,L_179_V1,0
180,-19.66907882,149.5835276,L_180,1_C_3,Crest,208941.0695,FALSE,17.10585083,19157100104,19157100104_1_C_3,5,63,L_180_V1,0
181,-19.66351886,149.5766473,L_181,1_C_4,Crest,71629.69805,FALSE,10.71428571,19157100104,19157100104_1_C_4,5,65,L_181_V1,0
182,-19.66526159,149.5806375,L_182,1_IF_2,Inner Flat,61020.20307,FALSE,9.589041096,19157100104,19157100104_1_IF_2,5,64,L_182_V1,0
183,-19.66755538,149.5732573,L_183,1_SS_2,Sheltered Slope,33495.02299,FALSE,10.84958217,19157100104,19157100104_1_SS_2,3,65,L_183_V1,0
184,-19.66434638,149.5832894,L_184,1_S_2,Slope,53724.10342,FALSE,25.18453427,19157100104,19157100104_1_S_2,6,64,L_184_V1,0
185,-19.6701404,149.5745875,L_185,1_S_4,Slope,28853.32209,FALSE,24.31666667,19157100104,19157100104_1_S_4,3,64,L_185_V1,0
186,-19.67249411,149.578702,L_186,1_S_5,Slope,35819.59531,FALSE,19.35013263,19157100104,19157100104_1_S_5,3,63,L_186_V1,0
187,-19.6706366,149.6912173,L_187,1_BR_1,Back Reef,1990.674568,FALSE,35,19158100104,19158100104_1_BR_1,22,42,L_187_V1,0
188,-19.67268613,149.7031193,L_188,1_BR_2,Back Reef,995.4048983,FALSE,35,19158100104,19158100104_1_BR_2,23,39,L_188_V1,0
189,-19.67510372,149.7045866,L_189,1_P_1,Patch,1659.072259,FALSE,15.78947368,19158100104,19158100104_1_P_1,23,38,L_189_V1,0
190,-19.67100249,149.6917235,L_190,1_S_1,Slope,23224.69475,FALSE,35,19158100104,19158100104_1_S_1,22,41,L_190_V1,0
191,-19.67611943,149.6521954,L_191,1_BR_1,Back Reef,26209.16611,FALSE,35,19161100104,19161100104_1_BR_1,14,48,L_191_V1,0
192,-19.67485247,149.6434739,L_192,1_BR_2,Back Reef,6634.921356,FALSE,35,19161100104,19161100104_1_BR_2,13,50,L_192_V1,0
193,-19.68298774,149.6579769,L_193,1_BR_3,Back Reef,34507.18161,FALSE,35,19161100104,19161100104_1_BR_3,14,46,L_193_V1,0
194,-19.68827534,149.661762,L_194,1_BR_4,Back Reef,29532.73715,FALSE,33.34375,19161100104,19161100104_1_BR_4,13,45,L_194_V1,0
195,-19.68779267,149.6468856,L_195,1_BR_5,Back Reef,12608.77408,FALSE,35,19161100104,19161100104_1_BR_5,11,48,L_195_V1,0
196,-19.69019795,149.6569095,L_196,1_BR_6,Back Reef,13273.28253,FALSE,35,19161100104,19161100104_1_BR_6,12,45,L_196_V1,0
197,-19.68984997,149.6670178,L_197,1_C_1,Crest,82296.7163,FALSE,21.33027523,19161100104,19161100104_1_C_1,14,43,L_197_V1,0
198,-19.67917584,149.6547015,L_198,1_S_1,Slope,146646.1132,FALSE,35,19161100104,19161100104_1_S_1,14,47,L_198_V1,0
199,-19.68724486,149.66476,L_199,1_S_4,Slope,145672.0701,FALSE,22.23003195,19161100104,19161100104_1_S_4,14,44,L_199_V1,0
200,-19.69127338,149.6623965,L_200,1_S_6,Slope,169903.6681,FALSE,20.570877,19161100104,19161100104_1_S_6,13,44,L_200_V1,0
201,-19.67454322,149.6423218,L_201,1_S_7,Slope,43126.63718,FALSE,35,19161100104,19161100104_1_S_7,13,51,L_201_V1,0
202,-19.67509327,149.6508276,L_202,1_S_8,Slope,42132.92621,FALSE,35,19161100104,19161100104_1_S_8,14,49,L_202_V1,0
203,-19.66624488,149.7283453,L_203,1_BR_1,Back Reef,8626.77999,FALSE,10.88888889,19164100104,19164100104_1_BR_1,29,35,L_203_V1,0
204,-19.68129391,149.7348028,L_204,1_BR_2,Back Reef,331.8760698,FALSE,35,19164100104,19164100104_1_BR_2,27,31,L_204_V1,0
205,-19.69139807,149.7462972,L_205,1_BR_3,Back Reef,5642.900993,FALSE,2.258064516,19164100104,19164100104_1_BR_3,27,28,L_205_V1,0
206,-19.70318272,149.7479793,L_206,1_BR_4,Back Reef,11287.71964,FALSE,27.84,19164100104,19164100104_1_BR_4,25,25,L_206_V1,0
207,-19.68264088,149.7119239,L_207,1_C_1,Crest,72676.77189,FALSE,10.95360825,19164100104,19164100104_1_C_1,23,36,L_207_V1,0
208,-19.69177044,149.7485046,L_208,1_C_2,Crest,94270.80548,FALSE,15.17928287,19164100104,19164100104_1_C_2,27,27,L_208_V1,0
209,-19.67853364,149.7155157,L_209,1_P_2,Patch,4313.949662,FALSE,10.41666667,19164100104,19164100104_1_P_2,24,36,L_209_V1,0
210,-19.67279674,149.7324052,L_210,1_S_2,Slope,97559.20852,FALSE,14.76856316,19164100104,19164100104_1_S_2,28,33,L_210_V1,0
211,-19.68373872,149.7114163,L_211,1_S_5,Slope,33186.19424,FALSE,28.77808989,19164100104,19164100104_1_S_5,22,36,L_211_V1,0
212,-19.69419291,149.7518351,L_212,1_S_7,Slope,72366.03369,FALSE,25.41290323,19164100104,19164100104_1_S_7,27,26,L_212_V1,0
213,-19.70299563,149.7472883,L_213,1_S_8,Slope,61418.1757,FALSE,24.34550989,19164100104,19164100104_1_S_8,24,26,L_213_V1,0
214,-19.69157292,149.7779374,L_214,1_BR_1,Back Reef,1659.85136,FALSE,16,19165100103,19165100103_1_BR_1,32,21,L_214_V1,0
215,-19.69067873,149.7779363,L_215,1_S_1,Slope,22241.73108,FALSE,19.25213675,19165100103,19165100103_1_S_1,32,22,L_215_V1,0
216,-19.67163535,149.7777215,L_216,1_BR_1,Back Reef,11615.71623,FALSE,25.7480315,19165100104,19165100104_1_BR_1,36,25,L_216_V1,0
217,-19.67864993,149.7891928,L_217,1_BR_2,Back Reef,5974.604044,FALSE,25.234375,19165100104,19165100104_1_BR_2,36,21,L_217_V1,0
218,-19.68334236,149.7986257,L_218,1_BR_3,Back Reef,2323.680184,FALSE,35,19165100104,19165100104_1_BR_3,37,19,L_218_V1,0
219,-19.69190451,149.784608,L_219,1_BR_4,Back Reef,11619.26404,FALSE,34.20168067,19165100104,19165100104_1_BR_4,33,20,L_219_V1,0
220,-19.70243562,149.7805781,L_220,1_BR_5,Back Reef,9296.656091,FALSE,24.95,19165100104,19165100104_1_BR_5,30,19,L_220_V1,0
221,-19.70673872,149.8335963,L_221,1_BR_6,Back Reef,4649.399521,FALSE,20.41666667,19165100104,19165100104_1_BR_6,38,9,L_221_V1,0
222,-19.71712245,149.8355635,L_222,1_BR_7,Back Reef,2657.201052,FALSE,35,19165100104,19165100104_1_BR_7,36,7,L_222_V1,0
223,-19.68732573,149.7871927,L_223,1_C_1,Crest,95272.67249,FALSE,25.60217177,19165100104,19165100104_1_C_1,34,20,L_223_V1,0
224,-19.69277782,149.7871018,L_224,1_C_2,Crest,77020.68286,FALSE,51.03532278,19165100104,19165100104_1_C_2,33,19,L_224_V1,0
225,-19.69784182,149.7846703,L_225,1_C_3,Crest,162019.1982,FALSE,35.63218391,19165100104,19165100104_1_C_3,32,19,L_225_V1,0
226,-19.69793541,149.7775207,L_226,1_C_4,Crest,95283.8018,FALSE,27.53195674,19165100104,19165100104_1_C_4,31,21,L_226_V1,0
227,-19.69715403,149.7821798,L_227,1_OF_1,Outer Flat,74368.15564,FALSE,51.69811321,19165100104,19165100104_1_OF_1,31,20,L_227_V1,0
228,-19.68718885,149.7861607,L_228,1_SS_1,Sheltered Slope,17925.77498,FALSE,23.96984925,19165100104,19165100104_1_SS_1,34,21,L_228_V1,0
229,-19.69156188,149.7826775,L_229,1_SS_2,Sheltered Slope,52784.07555,FALSE,28.53097345,19165100104,19165100104_1_SS_2,33,21,L_229_V1,0
230,-19.70962726,149.8104167,L_230,1_S_1,Slope,26235.00575,FALSE,35,19165100104,19165100104_1_S_1,34,12,L_230_V1,0
231,-19.69961703,149.7773316,L_231,1_S_13,Slope,40836.84805,FALSE,34.3908046,19165100104,19165100104_1_S_13,30,20,L_231_V1,0
232,-19.6745231,149.7810111,L_232,1_S_14,Slope,33189.45341,FALSE,31.5,19165100104,19165100104_1_S_14,36,24,L_232_V1,0
233,-19.68879282,149.8092221,L_233,1_S_15,Slope,25895.29022,FALSE,34.49640288,19165100104,19165100104_1_S_15,38,16,L_233_V1,0
234,-19.6815443,149.7741089,L_234,1_S_2,Slope,156998.007,FALSE,26.17629362,19165100104,19165100104_1_S_2,33,24,L_234_V1,0
235,-19.67292487,149.7752169,L_235,1_S_4,Slope,145363.8323,FALSE,22.44811933,19165100104,19165100104_1_S_4,35,25,L_235_V1,0
236,-19.70174469,149.7837936,L_236,1_S_7,Slope,134801.6185,FALSE,28.1022409,19165100104,19165100104_1_S_7,31,19,L_236_V1,0
237,-19.6851792,149.7867699,L_237,1_S_9,Slope,30871.36187,FALSE,28.87692308,19165100104,19165100104_1_S_9,35,21,L_237_V1,0
238,-19.71083747,149.6068264,L_238,1_BR_1,Back Reef,2654.976352,FALSE,49.48275862,19168100104,19168100104_1_BR_1,1,52,L_238_V1,0
239,-19.71310398,149.6145894,L_239,1_BR_2,Back Reef,5310.259207,FALSE,19.9137931,19168100104,19168100104_1_BR_2,1,50,L_239_V1,0
240,-19.71258284,149.6114332,L_240,1_IF_1,Inner Flat,38166.80657,FALSE,31.8627451,19168100104,19168100104_1_IF_1,1,51,L_240_V1,0
241,-19.7196696,149.6128738,L_241,1_C_1,Crest,297731.9444,FALSE,8.437990581,19169100104,19169100104_1_C_1,1,49,L_241_V1,0
242,-19.72368953,149.6150559,L_242,1_S_2,Slope,57425.74053,FALSE,32.30894309,19169100104,19169100104_1_S_2,1,48,L_242_V1,0
243,-19.69771076,149.6760662,L_243,1_BR_1,Back Reef,2986.991784,FALSE,35,19170100104,19170100104_1_BR_1,14,40,L_243_V1,0
244,-19.70277926,149.6835835,L_244,1_BR_2,Back Reef,3983.036422,FALSE,35,19170100104,19170100104_1_BR_2,14,38,L_244_V1,0
245,-19.70934194,149.6947761,L_245,1_S_3,Slope,9294.946215,FALSE,35,19170100104,19170100104_1_S_3,14,35,L_245_V1,0
246,-19.70823607,149.7419087,L_246,1_BR_1,Back Reef,7636.197148,FALSE,18.8125,19171100104,19171100104_1_BR_1,23,26,L_246_V1,0
247,-19.70865344,149.7432034,L_247,1_P_1,Patch,4980.1787,FALSE,33.33333333,19171100104,19171100104_1_P_1,23,25,L_247_V1,0
248,-19.70812172,149.7602645,L_248,1_BR_1,Back Reef,5644.474188,FALSE,32.33333333,19172100104,19172100104_1_BR_1,26,22,L_248_V1,0
249,-19.7108745,149.7569623,L_249,1_C_1,Crest,23906.66958,FALSE,9.862745098,19172100104,19172100104_1_C_1,24,22,L_249_V1,0
250,-19.70945642,149.7590803,L_250,1_OF_1,Outer Flat,39511.90266,FALSE,24.85611511,19172100104,19172100104_1_OF_1,25,22,L_250_V1,0
251,-19.7125613,149.7663038,L_251,1_BR_1,Back Reef,10293.70392,FALSE,15.78703704,19173100104,19173100104_1_BR_1,26,20,L_251_V1,0
252,-19.71210156,149.7654511,L_252,1_S_1,Slope,65414.22678,FALSE,11.46676301,19173100104,19173100104_1_S_1,26,21,L_252_V1,0
253,-19.71163095,149.8049338,L_253,1_BR_1,Back Reef,2324.64479,FALSE,35,19174100104,19174100104_1_BR_1,32,13,L_253_V1,0
254,-19.71986843,149.8126112,L_254,1_BR_2,Back Reef,6974.90668,FALSE,15.86666667,19174100104,19174100104_1_BR_2,32,10,L_254_V1,0
255,-19.72007693,149.810462,L_255,1_S_2,Slope,100305.4015,FALSE,15.15478424,19174100104,19174100104_1_S_2,32,11,L_255_V1,0
256,-19.73118148,149.7014948,L_256,1_BR_1,Back Reef,332.0707351,FALSE,100,19177100104,19177100104_1_BR_1,11,30,L_256_V1,0
257,-19.73042656,149.7102065,L_257,1_C_1,Crest,241419.8134,FALSE,24.50581395,19177100104,19177100104_1_C_1,13,28,L_257_V1,0
258,-19.7235191,149.7132265,L_258,1_C_2,Crest,150085.7517,FALSE,35.74051027,19177100104,19177100104_1_C_2,15,29,L_258_V1,0
259,-19.71827471,149.7130343,L_259,1_C_3,Crest,73045.20361,FALSE,35.65891473,19177100104,19177100104_1_C_3,16,30,L_259_V1,0
260,-19.73147671,149.7045471,L_260,1_C_4,Crest,82022.63587,FALSE,31.45977011,19177100104,19177100104_1_C_4,11,29,L_260_V1,0
261,-19.72019506,149.7102476,L_261,1_IF_1,Inner Flat,488415.3887,FALSE,34.22009569,19177100104,19177100104_1_IF_1,15,30,L_261_V1,0
262,-19.72858476,149.7013237,L_262,1_IF_2,Inner Flat,121201.3721,FALSE,61.74652241,19177100104,19177100104_1_IF_2,12,31,L_262_V1,0
263,-19.72685328,149.70916,L_263,1_IF_3,Inner Flat,176987.5041,FALSE,11.95995785,19177100104,19177100104_1_IF_3,13,29,L_263_V1,0
264,-19.71634585,149.7103843,L_264,1_OF_1,Outer Flat,19256.68636,FALSE,3.431372549,19177100104,19177100104_1_OF_1,16,31,L_264_V1,0
265,-19.7238178,149.7077735,L_265,1_OF_2,Outer Flat,32872.31188,FALSE,85.35211268,19177100104,19177100104_1_OF_2,14,30,L_265_V1,0
266,-19.72798438,149.7029646,L_266,1_OF_3,Outer Flat,98289.04088,FALSE,48.82213813,19177100104,19177100104_1_OF_3,12,30,L_266_V1,0
267,-19.71790811,149.7071532,L_267,1_SS_1,Sheltered Slope,80015.74473,FALSE,29.50117371,19177100104,19177100104_1_SS_1,15,31,L_267_V1,0
268,-19.73015042,149.7066559,L_268,1_SS_4,Sheltered Slope,52135.24414,FALSE,51.20751342,19177100104,19177100104_1_SS_4,12,29,L_268_V1,0
269,-19.72709475,149.7125577,L_269,1_S_3,Slope,22912.41106,FALSE,28.11715481,19177100104,19177100104_1_S_3,14,29,L_269_V1,0
270,-19.73195825,149.7110702,L_270,1_S_5,Slope,35533.07338,FALSE,25.89095745,19177100104,19177100104_1_S_5,12,28,L_270_V1,0
271,-19.72239134,149.7755438,L_271,1_BR_1,Back Reef,5977.987133,FALSE,9.754098361,19179100104,19179100104_1_BR_1,25,17,L_271_V1,0
272,-19.72757566,149.7797133,L_272,1_BR_2,Back Reef,5646.360436,FALSE,32.13114754,19179100104,19179100104_1_BR_2,25,15,L_272_V1,0
273,-19.73422827,149.7842511,L_273,1_BR_3,Back Reef,8968.711316,FALSE,32.8125,19179100104,19179100104_1_BR_3,24,13,L_273_V1,0
274,-19.73704083,149.7751833,L_274,1_BR_4,Back Reef,664.3554938,FALSE,30,19179100104,19179100104_1_BR_4,22,15,L_274_V1,0
275,-19.74144237,149.7868877,L_275,1_BR_5,Back Reef,5315.370564,FALSE,32.18181818,19179100104,19179100104_1_BR_5,23,12,L_275_V1,0
276,-19.74813678,149.7967748,L_276,1_BR_6,Back Reef,6977.295877,FALSE,16.05263158,19179100104,19179100104_1_BR_6,24,9,L_276_V1,0
277,-19.75353015,149.7968081,L_277,1_BR_7,Back Reef,19272.07373,FALSE,35,19179100104,19179100104_1_BR_7,23,8,L_277_V1,0
278,-19.73437917,149.7820349,L_278,1_C_1,Crest,58130.24112,FALSE,14.7327044,19179100104,19179100104_1_C_1,24,14,L_278_V1,0
279,-19.74193323,149.7806029,L_279,1_C_3,Crest,61790.34985,FALSE,2.431610942,19179100104,19179100104_1_C_3,22,13,L_279_V1,0
280,-19.74575729,149.7826795,L_280,1_C_4,Crest,97342.24196,FALSE,7.763409962,19179100104,19179100104_1_C_4,22,12,L_280_V1,0
281,-19.74029296,149.7781317,L_281,1_OF_1,Outer Flat,51490.37187,FALSE,38.66906475,19179100104,19179100104_1_OF_1,22,14,L_281_V1,0
282,-19.73123267,149.779755,L_282,1_P_1,Patch,3985.869655,FALSE,4.651162791,19179100104,19179100104_1_P_1,24,15,L_282_V1,0
283,-19.74014946,149.7814894,L_283,1_S_1,Slope,74080.35296,FALSE,29.58808619,19179100104,19179100104_1_S_1,23,13,L_283_V1,0
284,-19.72630856,149.7788011,L_284,1_S_10,Slope,42845.02971,FALSE,19.40217391,19179100104,19179100104_1_S_10,25,16,L_284_V1,0
285,-19.73824415,149.7859449,L_285,1_S_8,Slope,77069.20968,FALSE,25,19179100104,19179100104_1_S_8,24,12,L_285_V1,0
286,-19.7339957,149.6848636,L_286,1_BR_1,Back Reef,7969.573004,FALSE,35,19180100104,19180100104_1_BR_1,8,33,L_286_V1,0
287,-19.73389935,149.696838,L_287,1_BR_2,Back Reef,3320.782218,FALSE,35,19180100104,19180100104_1_BR_2,10,31,L_287_V1,0
288,-19.73785624,149.6776643,L_288,1_BR_3,Back Reef,30218.8687,FALSE,29.85148515,19180100104,19180100104_1_BR_3,6,34,L_288_V1,0
289,-19.74006288,149.6697676,L_289,1_BR_4,Back Reef,15275.54158,FALSE,1.46875,19180100104,19180100104_1_BR_4,4,35,L_289_V1,0
290,-19.74315046,149.6864068,L_290,1_BR_5,Back Reef,17601.8057,FALSE,38.77604167,19180100104,19180100104_1_BR_5,6,31,L_290_V1,0
291,-19.74458008,149.6779335,L_291,1_BR_6,Back Reef,22915.3724,FALSE,39.04958678,19180100104,19180100104_1_BR_6,4,33,L_291_V1,0
292,-19.74564459,149.6821968,L_292,1_BR_7,Back Reef,37861.27494,FALSE,35.86034913,19180100104,19180100104_1_BR_7,5,32,L_292_V1,0
293,-19.73639874,149.6970413,L_293,1_C_1,Crest,49481.40927,FALSE,9.811320755,19180100104,19180100104_1_C_1,9,30,L_293_V1,0
294,-19.74549108,149.695013,L_294,1_C_2,Crest,47494.55994,FALSE,15.94488189,19180100104,19180100104_1_C_2,7,29,L_294_V1,0
295,-19.74776902,149.6768554,L_295,1_C_3,Crest,67088.31875,FALSE,20.60857538,19180100104,19180100104_1_C_3,4,32,L_295_V1,0
296,-19.74948807,149.6915169,L_296,1_C_4,Crest,177697.2661,FALSE,11.10523533,19180100104,19180100104_1_C_4,6,29,L_296_V1,0
297,-19.75024247,149.6861029,L_297,1_C_5,Crest,29892.77735,FALSE,17.46031746,19180100104,19180100104_1_C_5,5,30,L_297_V1,0
298,-19.73590063,149.6937983,L_298,1_IF_1,Inner Flat,170691.2487,FALSE,44.48087432,19180100104,19180100104_1_IF_1,9,31,L_298_V1,0
299,-19.74343793,149.6734048,L_299,1_IF_2,Inner Flat,249404.537,FALSE,17.85983421,19180100104,19180100104_1_IF_2,4,34,L_299_V1,0
300,-19.73974502,149.6731273,L_300,1_IF_3,Inner Flat,188288.9172,FALSE,27.81655035,19180100104,19180100104_1_IF_3,5,34,L_300_V1,0
301,-19.74508231,149.691691,L_301,1_IF_4,Inner Flat,227172.9949,FALSE,21.97938144,19180100104,19180100104_1_IF_4,7,30,L_301_V1,0
302,-19.73394087,149.6795061,L_302,1_IF_5,Inner Flat,38850.95034,FALSE,13.55932203,19180100104,19180100104_1_IF_5,7,34,L_302_V1,0
303,-19.74874109,149.680749,L_303,1_OF_4,Outer Flat,56129.82788,FALSE,28.47682119,19180100104,19180100104_1_OF_4,4,31,L_303_V1,0
304,-19.7387748,149.6880078,L_304,1_OF_6,Outer Flat,34869.56344,FALSE,38.97849462,19180100104,19180100104_1_OF_6,7,32,L_304_V1,0
305,-19.7422227,149.6762593,L_305,1_OF_7,Outer Flat,39851.29353,FALSE,30.33175355,19180100104,19180100104_1_OF_7,5,33,L_305_V1,0
306,-19.73833253,149.6931742,L_306,1_P_1,Patch,5645.609824,FALSE,28.5483871,19180100104,19180100104_1_P_1,8,31,L_306_V1,0
307,-19.74519323,149.6713124,L_307,1_SS_10,Sheltered Slope,17601.42696,FALSE,37.34693878,19180100104,19180100104_1_SS_10,3,34,L_307_V1,0
308,-19.73941416,149.6884312,L_308,1_SS_11,Sheltered Slope,213536.7627,FALSE,36.51687856,19180100104,19180100104_1_SS_11,7,31,L_308_V1,0
309,-19.73451329,149.6877924,L_309,1_SS_6,Sheltered Slope,172344.9253,FALSE,31.30010834,19180100104,19180100104_1_SS_6,8,32,L_309_V1,0
310,-19.73245212,149.6930379,L_310,1_SS_9,Sheltered Slope,41508.42084,FALSE,26.32723112,19180100104,19180100104_1_SS_9,9,32,L_310_V1,0
311,-19.74076322,149.6931789,L_311,1_S_4,Slope,105609.6878,FALSE,29.28822496,19180100104,19180100104_1_S_4,8,30,L_311_V1,0
312,-19.74792989,149.6754085,L_312,1_S_8,Slope,22252.0094,FALSE,33.17021277,19180100104,19180100104_1_S_8,3,33,L_312_V1,0
313,-19.74631315,149.7245963,L_313,1_BR_1,Back Reef,4650.322262,FALSE,35,19182100104,19182100104_1_BR_1,12,23,L_313_V1,0
314,-19.74979743,149.7320282,L_314,1_BR_2,Back Reef,4982.850666,FALSE,21.38888889,19182100104,19182100104_1_BR_2,12,21,L_314_V1,0
315,-19.75865792,149.7294442,L_315,1_BR_3,Back Reef,9302.388305,FALSE,32.52525253,19182100104,19182100104_1_BR_3,10,20,L_315_V1,0
316,-19.76441102,149.7398237,L_316,1_BR_4,Back Reef,20268.22435,FALSE,32.52358491,19182100104,19182100104_1_BR_4,11,17,L_316_V1,0
317,-19.75606413,149.7377933,L_317,1_C_1,Crest,61793.89521,FALSE,15.10574018,19182100104,19182100104_1_C_1,12,19,L_317_V1,0
318,-19.76246279,149.7349261,L_318,1_C_2,Crest,134894.1778,FALSE,11.02635229,19182100104,19182100104_1_C_2,10,18,L_318_V1,0
319,-19.7619466,149.7324008,L_319,1_OF_1,Outer Flat,61133.36442,FALSE,44.15384615,19182100104,19182100104_1_OF_1,10,19,L_319_V1,0
320,-19.76295449,149.7390062,L_320,1_S_3,Slope,154167.8813,FALSE,25.84648058,19182100104,19182100104_1_S_3,11,18,L_320_V1,0
321,-19.75622233,149.7232351,L_321,1_S_7,Slope,33221.0155,FALSE,35,19182100104,19182100104_1_S_7,9,22,L_321_V1,0
322,-19.74884884,149.7160263,L_322,1_S_8,Slope,76398.6989,FALSE,21.44336175,19182100104,19182100104_1_S_8,10,24,L_322_V1,0
323,-19.76891682,149.7253176,L_323,1_C_1,Crest,57482.88527,FALSE,8.265802269,19186100104,19186100104_1_C_1,7,19,L_323_V1,0
324,-19.76808096,149.7247529,L_324,1_SS_1,Sheltered Slope,8306.663544,FALSE,14.60674157,19186100104,19186100104_1_SS_1,7,20,L_324_V1,0
325,-19.7756387,149.7623673,L_325,1_BR_1,Back Reef,20272.8715,FALSE,48.55450237,19188100104,19188100104_1_BR_1,12,11,L_325_V1,0
326,-19.77716103,149.7570294,L_326,1_BR_2,Back Reef,17946.54429,FALSE,40.23560209,19188100104,19188100104_1_BR_2,11,12,L_326_V1,0
327,-19.77927685,149.7667007,L_327,1_BR_3,Back Reef,17947.63461,FALSE,31.53645833,19188100104,19188100104_1_BR_3,12,9,L_327_V1,0
328,-19.78448842,149.7569616,L_328,1_BR_4,Back Reef,20939.759,FALSE,30.04504505,19188100104,19188100104_1_BR_4,9,10,L_328_V1,0
329,-19.78714764,149.7645496,L_329,1_BR_5,Back Reef,27256.60116,TRUE,29.88054608,19188100104,19188100104_1_BR_5,10,8,L_329_V1,0
330,-19.79291567,149.7561885,L_330,1_BR_6,Back Reef,3324.151296,FALSE,14.54545455,19188100104,19188100104_1_BR_6,7,9,L_330_V1,0
331,-19.79057483,149.7676621,L_331,1_C_1,Crest,97398.09994,FALSE,19.44980695,19188100104,19188100104_1_C_1,10,7,L_331_V1,0
332,-19.78325968,149.7727099,L_332,1_C_2,Crest,133952.542,FALSE,20.27777778,19188100104,19188100104_1_C_2,12,8,L_332_V1,0
333,-19.77841588,149.7685953,L_333,1_C_4,Crest,114000.0551,FALSE,16.69547325,19188100104,19188100104_1_C_4,13,9,L_333_V1,0
334,-19.78807061,149.7716126,L_334,1_C_5,Crest,76786.58005,FALSE,6.825876663,19188100104,19188100104_1_C_5,11,7,L_334_V1,0
335,-19.79146669,149.7566537,L_335,1_IF_2,Inner Flat,138282.1259,FALSE,22.99062291,19188100104,19188100104_1_IF_2,8,9,L_335_V1,0
336,-19.77408256,149.7592147,L_336,1_P_1,Patch,3987.979004,FALSE,4.651162791,19188100104,19188100104_1_P_1,12,12,L_336_V1,0
337,-19.79035999,149.7559624,L_337,1_SS_5,Sheltered Slope,63821.3968,FALSE,25.82966226,19188100104,19188100104_1_SS_5,8,10,L_337_V1,0
338,-19.77792655,149.7554509,L_338,1_S_2,Slope,68795.46471,FALSE,35.02038043,19188100104,19188100104_1_S_2,10,12,L_338_V1,0
339,-19.77548643,149.7649088,L_339,1_S_3,Slope,83086.04858,FALSE,31.200453,19188100104,19188100104_1_S_3,13,10,L_339_V1,0
340,-19.79301077,149.7545052,L_340,1_S_5,Slope,50194.47596,FALSE,18.55575868,19188100104,19188100104_1_S_5,7,10,L_340_V1,0
341,-19.79149992,149.7659924,L_341,1_S_6,Slope,25263.85825,FALSE,30,19188100104,19188100104_1_S_6,9,7,L_341_V1,0
342,-19.78330261,149.7555166,L_342,1_S_7,Slope,54508.6961,FALSE,34.7008547,19188100104,19188100104_1_S_7,9,11,L_342_V1,0
343,-19.79454237,149.760323,L_343,1_S_8,Slope,25596.886,FALSE,23.50909091,19188100104,19188100104_1_S_8,8,8,L_343_V1,0
344,-19.78242182,149.7732888,L_344,1_S_9,Slope,17948.80079,FALSE,21.0880829,19188100104,19188100104_1_S_9,13,8,L_344_V1,0
345,-19.81982338,149.778804,L_345,1_C_1,Crest,65514.98841,FALSE,15.34090909,19194100104,19194100104_1_C_1,6,1,L_345_V1,0
346,-19.82498762,149.7795169,L_346,1_C_2,Crest,130041.8745,FALSE,27.81791908,19194100104,19194100104_1_C_2,5,1,L_346_V1,0
347,-19.82842796,149.7758523,L_347,1_C_3,Crest,111088.3317,FALSE,46.80672269,19194100104,19194100104_1_C_3,3,1,L_347_V1,0
348,-19.82419162,149.7749942,L_348,1_IF_1,Inner Flat,34255.67712,FALSE,33.24324324,19194100104,19194100104_1_IF_1,4,1,L_348_V1,0
349,-19.65945148,149.7084199,L_349,1_C_1,Crest,71988.88355,FALSE,40.4915912,19252100104,19252100104_1_C_1,27,40,L_349_V1,0
350,-19.72230279,149.7640295,L_350,1_BR_1,Back Reef,15940.68399,FALSE,11.96531792,19257100104,19257100104_1_BR_1,23,19,L_350_V1,0
351,-19.73140617,149.7666671,L_351,1_BR_2,Back Reef,5314.28062,FALSE,11.27118644,19257100104,19257100104_1_BR_2,22,17,L_351_V1,0
352,-19.71999582,149.7623468,L_352,1_C_1,Crest,43503.14782,FALSE,6.400862069,19257100104,19257100104_1_C_1,24,20,L_352_V1,0
353,-19.71808389,149.7685538,L_353,1_P_1,Patch,3984.995351,FALSE,13.33333333,19257100104,19257100104_1_P_1,25,19,L_353_V1,0
354,-19.71979928,149.7672089,L_354,1_S_1,Slope,88335.78809,FALSE,15.78947368,19257100104,19257100104_1_S_1,24,19,L_354_V1,0
355,-19.51449199,149.5914385,NA,1_S_1,Slope,127412.3415,FALSE,21.52094048,19139100104,19139100104_1_S_1,37,86,NA_V1,0
356,-19.51724739,149.5846395,NA,1_S_2,Slope,202539.2102,FALSE,19.34923576,19139100104,19139100104_1_S_2,36,87,NA_V1,0
357,-19.5188728,149.589711,NA,1_S_3,Slope,141650.7547,FALSE,16.53386454,19139100104,19139100104_1_S_3,36,86,NA_V1,0
358,-19.57092792,149.5990587,NA,1_IF_10,Inner Flat,50013.20974,FALSE,56.63551402,19141100104,19141100104_1_IF_10,27,75,NA_V1,0
359,-19.56979893,149.5939244,NA,1_IF_4,Inner Flat,160633.1171,FALSE,37.50731422,19141100104,19141100104_1_IF_4,26,76,NA_V1,0
