,lat,long,siteref,site_id,habitat,area,rubble,k,Reef,reef_siteid,x,y,recom_connectivity,sitedepth
360,-19.56566785,149.6145658,NA,1_OF_1,Outer Flat,112278.8582,FALSE,37.40585774,19141100104,19141100104_1_OF_1,31,73,NA_V1,0
361,-19.56071601,149.59453,NA,1_OF_10,Outer Flat,38083.46921,FALSE,39.65517241,19141100104,19141100104_1_OF_10,28,78,NA_V1,0
362,-19.55664852,149.6085004,NA,1_OF_4,Outer Flat,188759.6147,FALSE,75.14940239,19141100104,19141100104_1_OF_4,32,76,NA_V1,0
363,-19.56155584,149.6120719,NA,1_OF_7,Outer Flat,117901.5416,FALSE,67.79794791,19141100104,19141100104_1_OF_7,31,74,NA_V1,0
364,-19.55103846,149.5877777,NA,1_P_1,Patch,1986.647213,FALSE,13.63636364,19141100104,19141100104_1_P_1,29,81,NA_V1,0
365,-19.55372668,149.6008376,NA,1_P_2,Patch,662.2700534,FALSE,35,19141100104,19141100104_1_P_2,31,78,NA_V1,0
366,-19.55357147,149.594496,NA,1_SS_1,Sheltered Slope,150331.7556,FALSE,34.78637771,19141100104,19141100104_1_SS_1,30,79,NA_V1,0
367,-19.55667575,149.6025022,NA,1_SS_2,Sheltered Slope,146699.7395,FALSE,35.69693095,19141100104,19141100104_1_SS_2,31,77,NA_V1,0
368,-19.5574367,149.5893497,NA,1_SS_3,Sheltered Slope,133449.2185,FALSE,33.63316936,19141100104,19141100104_1_SS_3,28,79,NA_V1,0
369,-19.56079122,149.5822786,NA,1_SS_4,Sheltered Slope,128816.273,FALSE,24.86632948,19141100104,19141100104_1_SS_4,26,80,NA_V1,0
370,-19.55243705,149.5857818,NA,1_SS_5,Sheltered Slope,89400.28418,FALSE,26.20671563,19141100104,19141100104_1_SS_5,29,81,NA_V1,0
371,-19.55828353,149.5958076,NA,1_SS_6,Sheltered Slope,216241.3926,FALSE,32.03679654,19141100104,19141100104_1_SS_6,29,78,NA_V1,0
372,-19.56196146,149.6080031,NA,1_SS_7,Sheltered Slope,18546.16201,FALSE,41.375,19141100104,19141100104_1_SS_7,30,75,NA_V1,0
373,-19.56758841,149.5825138,NA,1_SS_8,Sheltered Slope,4967.688172,FALSE,2.142857143,19141100104,19141100104_1_SS_8,25,79,NA_V1,0
374,-19.54453378,149.5903785,NA,1_SS_9,Sheltered Slope,662.1608295,FALSE,35,19141100104,19141100104_1_SS_9,31,81,NA_V1,0
375,-19.56957805,149.6109092,NA,1_S_1,Slope,57301.10126,FALSE,28.52090032,19141100104,19141100104_1_S_1,29,73,NA_V1,0
376,-19.57294303,149.600306,NA,1_S_10,Slope,28485.27291,FALSE,28.48184818,19141100104,19141100104_1_S_10,27,75,NA_V1,0
377,-19.5582984,149.6156442,NA,1_S_12,Slope,104319.4575,FALSE,13.59135914,19141100104,19141100104_1_S_12,32,74,NA_V1,0
378,-19.54284688,149.5914652,NA,1_S_13,Slope,47012.47105,FALSE,23.64185111,19141100104,19141100104_1_S_13,31,81,NA_V1,0
379,-19.5665646,149.5815818,NA,1_S_15,Slope,42390.19392,FALSE,22.92951542,19141100104,19141100104_1_S_15,25,79,NA_V1,0
380,-19.5720115,149.6055557,NA,1_S_2,Slope,36766.04378,FALSE,36.06410256,19141100104,19141100104_1_S_2,28,74,NA_V1,0
381,-19.54475158,149.6028685,NA,1_S_3,Slope,117538.8609,FALSE,19.27773344,19141100104,19141100104_1_S_3,33,79,NA_V1,0
382,-19.57246094,149.5942252,NA,1_S_4,Slope,43389.17259,FALSE,26.14224138,19141100104,19141100104_1_S_4,26,76,NA_V1,0
383,-19.55280464,149.5835932,NA,1_S_8,Slope,58275.61098,FALSE,21.78006329,19141100104,19141100104_1_S_8,28,81,NA_V1,0
384,-19.57968116,149.6696863,NA,1_C_4,Crest,107020.3823,FALSE,35.87051619,19142100104,19142100104_1_C_4,37,60,NA_V1,0
385,-19.56785292,149.6580708,NA,1_OF_1,Outer Flat,30476.33307,FALSE,33.33333333,19142100104,19142100104_1_OF_1,38,64,NA_V1,0
386,-19.57754467,149.6682116,NA,1_OF_2,Outer Flat,64607.56894,FALSE,50.21645022,19142100104,19142100104_1_OF_2,37,61,NA_V1,0
387,-19.57017372,149.654512,NA,1_P_1,Patch,1325.085614,FALSE,50,19142100104,19142100104_1_P_1,37,65,NA_V1,0
388,-19.57968845,149.6676143,NA,1_SS_1,Sheltered Slope,7289.264521,FALSE,32.46753247,19142100104,19142100104_1_SS_1,37,60,NA_V1,0
389,-19.57922086,149.670693,NA,1_S_5,Slope,125905.9373,FALSE,23.24888227,19142100104,19142100104_1_S_5,37,60,NA_V1,0
390,-19.57348408,149.6692383,NA,1_S_7,Slope,90114.43293,FALSE,13.33333333,19142100104,19142100104_1_S_7,38,61,NA_V1,0
391,-19.58604353,149.7088043,NA,1_S_1,Slope,60315.7057,FALSE,34.7265625,19143100104,19143100104_1_S_1,42,51,NA_V1,0
392,-19.58204936,149.5681529,NA,1_OF_1,Outer Flat,75851.78845,FALSE,25.6281407,19144100104,19144100104_1_OF_1,20,79,NA_V1,0
393,-19.59726931,149.6271222,NA,1_C_1,Crest,145470.2681,FALSE,18.62426995,19146100104,19146100104_1_C_1,26,66,NA_V1,0
394,-19.59850738,149.6239567,NA,1_IF_1,Inner Flat,23195.87221,FALSE,11.6,19146100104,19146100104_1_IF_1,26,66,NA_V1,0
395,-19.62584647,149.6364334,NA,1_IF_2,Inner Flat,107077.9514,FALSE,49.04513889,19146100104,19146100104_1_IF_2,22,59,NA_V1,0
396,-19.59791589,149.6301094,NA,1_OF_1,Outer Flat,76547.32045,FALSE,31.14355231,19146100104,19146100104_1_OF_1,27,65,NA_V1,0
397,-19.59735319,149.6265355,NA,1_OF_2,Outer Flat,95433.72243,FALSE,35.38611926,19146100104,19146100104_1_OF_2,26,66,NA_V1,0
398,-19.62691647,149.6371706,NA,1_OF_3,Outer Flat,84868.21813,FALSE,42.73224044,19146100104,19146100104_1_OF_3,22,59,NA_V1,0
399,-19.62692504,149.6385406,NA,1_SS_4,Sheltered Slope,71939.41365,FALSE,28.99868248,19146100104,19146100104_1_SS_4,22,59,NA_V1,0
400,-19.62669572,149.6340629,NA,1_S_10,Slope,36134.80865,FALSE,24.22193878,19146100104,19146100104_1_S_10,22,60,NA_V1,0
401,-19.60583386,149.6466679,NA,1_S_2,Slope,60982.91789,FALSE,34.94648318,19146100104,19146100104_1_S_2,28,60,NA_V1,0
402,-19.59839446,149.6205205,NA,1_S_4,Slope,141161.5988,FALSE,20.48666667,19146100104,19146100104_1_S_4,25,67,NA_V1,0
403,-19.59726198,149.6290995,NA,1_S_5,Slope,113991.1126,FALSE,16.58279221,19146100104,19146100104_1_S_5,27,65,NA_V1,0
404,-19.62252426,149.6316026,NA,1_S_6,Slope,78563.10058,FALSE,23.75595238,19146100104,19146100104_1_S_6,22,61,NA_V1,0
405,-19.64867436,149.6808918,NA,1_C_4,Crest,70313.15595,FALSE,27.00534759,19147100104,19147100104_1_C_4,25,47,NA_V1,0
406,-19.60832458,149.6533812,NA,1_C_5,Crest,112692.2913,FALSE,22.75,19147100104,19147100104_1_C_5,28,59,NA_V1,0
407,-19.64704227,149.682336,NA,1_IF_4,Inner Flat,64673.66771,FALSE,23.74100719,19147100104,19147100104_1_IF_4,25,47,NA_V1,0
408,-19.61079618,149.6536795,NA,1_OF_10,Outer Flat,109381.7173,FALSE,57.02054795,19147100104,19147100104_1_OF_10,28,58,NA_V1,0
409,-19.647895,149.6799169,NA,1_OF_11,Outer Flat,14593.09013,FALSE,38.06451613,19147100104,19147100104_1_OF_11,25,47,NA_V1,0
410,-19.61461459,149.6603843,NA,1_OF_3,Outer Flat,136571.7864,FALSE,37.43131868,19147100104,19147100104_1_OF_3,28,56,NA_V1,0
411,-19.62684407,149.6560726,NA,1_OF_5,Outer Flat,161458.5436,FALSE,31.30081301,19147100104,19147100104_1_OF_5,25,55,NA_V1,0
412,-19.62748504,149.6883852,NA,1_OF_6,Outer Flat,235087.0826,FALSE,40.07984032,19147100104,19147100104_1_OF_6,30,49,NA_V1,0
413,-19.63619444,149.6555425,NA,1_P_1,Patch,4973.698995,FALSE,46.15384615,19147100104,19147100104_1_P_1,23,54,NA_V1,0
414,-19.62570059,149.6638725,NA,1_SS_12,Sheltered Slope,34480.19508,FALSE,24.48648649,19147100104,19147100104_1_SS_12,27,54,NA_V1,0
415,-19.64437697,149.684078,NA,1_SS_5,Sheltered Slope,93856.77037,FALSE,24.8839556,19147100104,19147100104_1_SS_5,26,47,NA_V1,0
416,-19.60923162,149.6495645,NA,1_SS_6,Sheltered Slope,30493.20884,FALSE,32.23076923,19147100104,19147100104_1_SS_6,28,59,NA_V1,0
417,-19.62581352,149.6847294,NA,1_SS_7,Sheltered Slope,69296.83295,FALSE,26.67574932,19147100104,19147100104_1_SS_7,30,50,NA_V1,0
418,-19.63530975,149.6538618,NA,1_SS_8,Sheltered Slope,35809.98863,FALSE,39.14728682,19147100104,19147100104_1_SS_8,23,54,NA_V1,0
419,-19.62809179,149.6532871,NA,1_SS_9,Sheltered Slope,50394.04599,FALSE,41.91509434,19147100104,19147100104_1_SS_9,24,56,NA_V1,0
420,-19.64791484,149.6873439,NA,1_S_11,Slope,54393.77842,FALSE,23.94017094,19147100104,19147100104_1_S_11,26,46,NA_V1,0
421,-19.6122062,149.6615655,NA,1_S_12,Slope,28506.85119,FALSE,36.14006515,19147100104,19147100104_1_S_12,29,57,NA_V1,0
422,-19.62717471,149.6931829,NA,1_S_14,Slope,59352.71071,FALSE,24.91352201,19147100104,19147100104_1_S_14,31,48,NA_V1,0
423,-19.63474697,149.6853206,NA,1_S_15,Slope,91191.6438,FALSE,19.34224049,19147100104,19147100104_1_S_15,28,48,NA_V1,0
424,-19.60663058,149.6498449,NA,1_S_16,Slope,120311.3126,FALSE,26.87890625,19147100104,19147100104_1_S_16,28,60,NA_V1,0
425,-19.63574784,149.690763,NA,1_S_17,Slope,72292.41796,FALSE,19.72762646,19147100104,19147100104_1_S_17,29,47,NA_V1,0
426,-19.62819056,149.6589682,NA,1_S_18,Slope,48405.79004,FALSE,25.73613767,19147100104,19147100104_1_S_18,25,55,NA_V1,0
427,-19.62079405,149.6699505,NA,1_S_20,Slope,55696.06713,FALSE,20.73355818,19147100104,19147100104_1_S_20,29,54,NA_V1,0
428,-19.617365,149.6550348,NA,1_S_21,Slope,994.4753919,FALSE,35,19147100104,19147100104_1_S_21,27,57,NA_V1,0
429,-19.6384482,149.6561136,NA,1_S_6,Slope,213876.2204,FALSE,17.6892779,19147100104,19147100104_1_S_6,23,54,NA_V1,0
430,-19.61086432,149.7195686,NA,1_OF_1,Outer Flat,271193.4324,FALSE,58.73015873,19149100104,19149100104_1_OF_1,39,45,NA_V1,0
431,-19.60623243,149.7233314,NA,1_OF_4,Outer Flat,74922.35548,FALSE,49.3133583,19149100104,19149100104_1_OF_4,40,45,NA_V1,0
432,-19.60544848,149.7185496,NA,1_S_1,Slope,144205.1067,FALSE,20.99478147,19149100104,19149100104_1_S_1,40,46,NA_V1,0
433,-19.60842851,149.731226,NA,1_S_3,Slope,105096.1668,FALSE,19.12366548,19149100104,19149100104_1_S_3,41,43,NA_V1,0
434,-19.60426005,149.7257405,NA,1_S_4,Slope,117022.4236,FALSE,26.26501201,19149100104,19149100104_1_S_4,41,45,NA_V1,0
435,-19.61602248,149.7261341,NA,1_S_6,Slope,57028.91529,FALSE,26.54859967,19149100104,19149100104_1_S_6,39,43,NA_V1,0
436,-19.65480412,149.7195139,NA,1_C_1,Crest,77294.6104,FALSE,22.2705314,19155100104,19155100104_1_C_1,30,39,NA_V1,0
437,-19.654762,149.7181498,NA,1_SS_1,Sheltered Slope,2985.613628,FALSE,5.151515152,19155100104,19155100104_1_SS_1,30,39,NA_V1,0
438,-19.65484798,149.7191313,NA,1_S_1,Slope,212642.9751,FALSE,19.14456233,19155100104,19155100104_1_S_1,30,39,NA_V1,0
439,-19.65382537,149.7540763,NA,1_C_2,Crest,47111.26398,FALSE,33.46456693,19156100104,19156100104_1_C_2,36,32,NA_V1,0
440,-19.64721716,149.7564334,NA,1_OF_1,Outer Flat,165207.1767,FALSE,43.35031126,19156100104,19156100104_1_OF_1,37,33,NA_V1,0
441,-19.66466349,149.7499327,NA,1_OF_6,Outer Flat,54417.70901,FALSE,44.32989691,19156100104,19156100104_1_OF_6,33,31,NA_V1,0
442,-19.67653688,149.7478759,NA,1_OF_7,Outer Flat,26881.32061,FALSE,28.27586207,19156100104,19156100104_1_OF_7,30,30,NA_V1,0
443,-19.65886238,149.7439836,NA,1_P_1,Patch,3649.60127,FALSE,5,19156100104,19156100104_1_P_1,33,33,NA_V1,0
444,-19.65855202,149.7446393,NA,1_SS_1,Sheltered Slope,159586.7587,FALSE,32.76339023,19156100104,19156100104_1_SS_1,33,33,NA_V1,0
445,-19.65364986,149.7495767,NA,1_SS_2,Sheltered Slope,165881.8923,FALSE,36.11708145,19156100104,19156100104_1_SS_2,35,33,NA_V1,0
446,-19.66401039,149.749157,NA,1_SS_3,Sheltered Slope,45789.97704,FALSE,38.06352459,19156100104,19156100104_1_SS_3,33,31,NA_V1,0
447,-19.66894519,149.7454681,NA,1_SS_5,Sheltered Slope,97889.94905,FALSE,34.01728844,19156100104,19156100104_1_SS_5,31,31,NA_V1,0
448,-19.67465928,149.7478137,NA,1_SS_6,Sheltered Slope,49115.18842,FALSE,29.81695568,19156100104,19156100104_1_SS_6,30,30,NA_V1,0
449,-19.6492384,149.7522636,NA,1_SS_7,Sheltered Slope,61373.04751,FALSE,35.41856925,19156100104,19156100104_1_SS_7,36,33,NA_V1,0
450,-19.65556858,149.7533778,NA,1_S_3,Slope,25546.81392,FALSE,36.38888889,19156100104,19156100104_1_S_3,35,32,NA_V1,0
451,-19.6466863,149.7603651,NA,1_S_4,Slope,161558.8881,FALSE,26.66666667,19156100104,19156100104_1_S_4,38,32,NA_V1,0
452,-19.65997637,149.7626331,NA,1_S_5,Slope,63043.37928,FALSE,19.77037037,19156100104,19156100104_1_S_5,36,29,NA_V1,0
453,-19.67287688,149.7504758,NA,1_S_9,Slope,24889.0495,FALSE,26.7032967,19156100104,19156100104_1_S_9,31,30,NA_V1,0
454,-19.66391395,149.5741043,NA,1_IF_1,Inner Flat,53058.87184,FALSE,7.985865724,19157100104,19157100104_1_IF_1,4,66,NA_V1,0
455,-19.66567163,149.5758563,NA,1_OF_1,Outer Flat,239435.469,FALSE,19.22927209,19157100104,19157100104_1_OF_1,4,65,NA_V1,0
456,-19.66727178,149.5812928,NA,1_OF_2,Outer Flat,211255.6997,FALSE,42.84444444,19157100104,19157100104_1_OF_2,5,64,NA_V1,0
457,-19.66179561,149.5773199,NA,1_SS_1,Sheltered Slope,18901.86892,FALSE,18.1773399,19157100104,19157100104_1_SS_1,5,65,NA_V1,0
458,-19.661676,149.579348,NA,1_S_1,Slope,27855.52985,FALSE,24.76027397,19157100104,19157100104_1_S_1,5,65,NA_V1,0
459,-19.66982273,149.5848607,NA,1_S_3,Slope,77607.8404,FALSE,26.24849216,19157100104,19157100104_1_S_3,5,63,NA_V1,0
460,-19.67416774,149.7045083,NA,1_S_2,Slope,91247.75567,FALSE,13.02265705,19158100104,19158100104_1_S_2,23,38,NA_V1,0
461,-19.69026243,149.666155,NA,1_IF_1,Inner Flat,232289.7922,FALSE,25.32258065,19161100104,19161100104_1_IF_1,14,43,NA_V1,0
462,-19.6874584,149.6455811,NA,1_S_2,Slope,28535.38895,FALSE,35,19161100104,19161100104_1_S_2,11,48,NA_V1,0
463,-19.68255577,149.6580792,NA,1_S_3,Slope,96221.40134,FALSE,35,19161100104,19161100104_1_S_3,14,46,NA_V1,0
464,-19.6886271,149.6594152,NA,1_S_5,Slope,160604.5347,FALSE,35,19161100104,19161100104_1_S_5,13,45,NA_V1,0
465,-19.69181309,149.6691282,NA,1_S_9,Slope,52432.77712,FALSE,22.7570922,19161100104,19161100104_1_S_9,14,43,NA_V1,0
466,-19.6822564,149.7108744,NA,1_SS_1,Sheltered Slope,16924.57851,FALSE,17.85310734,19164100104,19164100104_1_SS_1,23,36,NA_V1,0
467,-19.69092706,149.7465266,NA,1_SS_2,Sheltered Slope,18588.27085,FALSE,16.53061224,19164100104,19164100104_1_SS_2,27,28,NA_V1,0
468,-19.66506425,149.7270459,NA,1_S_1,Slope,32515.64975,FALSE,17.9512894,19164100104,19164100104_1_S_1,29,35,NA_V1,0
469,-19.67919505,149.714995,NA,1_S_3,Slope,78315.36741,FALSE,16.91627358,19164100104,19164100104_1_S_3,24,36,NA_V1,0
470,-19.68289734,149.7348963,NA,1_S_4,Slope,663.7671949,FALSE,35,19164100104,19164100104_1_S_4,27,31,NA_V1,0
471,-19.69116491,149.7457146,NA,1_S_6,Slope,89622.08046,FALSE,22.89555326,19164100104,19164100104_1_S_6,27,28,NA_V1,0
472,-19.69113774,149.77867,NA,1_SS_1,Sheltered Slope,3651.659545,FALSE,25,19165100103,19165100103_1_SS_1,32,21,NA_V1,0
473,-19.69715547,149.7838853,NA,1_SS_3,Sheltered Slope,134461.0255,FALSE,34.98606272,19165100104,19165100104_1_SS_3,32,19,NA_V1,0
474,-19.69689816,149.7779708,NA,1_SS_4,Sheltered Slope,70382.93709,FALSE,33.96941489,19165100104,19165100104_1_SS_4,31,21,NA_V1,0
475,-19.68940805,149.7888875,NA,1_S_10,Slope,82661.02811,FALSE,34.80292793,19165100104,19165100104_1_S_10,34,20,NA_V1,0
476,-19.69588193,149.788304,NA,1_S_11,Slope,92960.38447,FALSE,27.77108434,19165100104,19165100104_1_S_11,33,19,NA_V1,0
477,-19.70643865,149.8331784,NA,1_S_12,Slope,56124.5861,FALSE,19.22948074,19165100104,19165100104_1_S_12,38,9,NA_V1,0
478,-19.68039805,149.7878366,NA,1_S_3,Slope,137086.7208,FALSE,20.96994536,19165100104,19165100104_1_S_3,36,21,NA_V1,0
479,-19.68382092,149.7981987,NA,1_S_5,Slope,60747.96176,FALSE,34.45820433,19165100104,19165100104_1_S_5,37,19,NA_V1,0
480,-19.71698562,149.8352553,NA,1_S_6,Slope,27900.53017,FALSE,35,19165100104,19165100104_1_S_6,36,7,NA_V1,0
481,-19.69000951,149.7770895,NA,1_S_8,Slope,17262.03046,FALSE,33.66492147,19165100104,19165100104_1_S_8,32,22,NA_V1,0
482,-19.71163785,149.6088784,NA,1_OF_1,Outer Flat,79982.61022,FALSE,33.95348837,19168100104,19168100104_1_OF_1,1,51,NA_V1,0
483,-19.71223074,149.6085941,NA,1_SS_1,Sheltered Slope,89939.60968,FALSE,20.21398747,19168100104,19168100104_1_SS_1,1,51,NA_V1,0
484,-19.71015341,149.6078587,NA,1_S_1,Slope,64714.65845,FALSE,19.68795356,19168100104,19168100104_1_S_1,1,52,NA_V1,0
485,-19.71248368,149.6129563,NA,1_S_2,Slope,70028.05443,FALSE,19.92647059,19168100104,19168100104_1_S_2,1,50,NA_V1,0
486,-19.71661469,149.6114588,NA,1_BR_1,Back Reef,1659.519776,FALSE,6.176470588,19169100104,19169100104_1_BR_1,1,50,NA_V1,0
487,-19.72329709,149.6136744,NA,1_C_2,Crest,171943.5436,FALSE,22.11275315,19169100104,19169100104_1_C_2,1,49,NA_V1,0
488,-19.71781559,149.6107409,NA,1_IF_1,Inner Flat,62730.74719,FALSE,15.09715994,19169100104,19169100104_1_IF_1,1,50,NA_V1,0
489,-19.71775242,149.6094928,NA,1_SS_1,Sheltered Slope,99240.2022,FALSE,35.625,19169100104,19169100104_1_SS_1,1,50,NA_V1,0
490,-19.72294194,149.6103109,NA,1_SS_2,Sheltered Slope,55432.63558,FALSE,39.58402662,19169100104,19169100104_1_SS_2,1,49,NA_V1,0
491,-19.71735547,149.6150901,NA,1_S_1,Slope,45471.86648,FALSE,26.97916667,19169100104,19169100104_1_S_1,1,49,NA_V1,0
492,-19.69872846,149.6768291,NA,1_S_1,Slope,26551.48235,FALSE,35,19170100104,19170100104_1_S_1,14,40,NA_V1,0
493,-19.70357953,149.6843013,NA,1_S_2,Slope,54767.49304,FALSE,35,19170100104,19170100104_1_S_2,14,38,NA_V1,0
494,-19.70856388,149.7427601,NA,1_S_1,Slope,39177.30038,FALSE,15.85918854,19171100104,19171100104_1_S_1,23,26,NA_V1,0
495,-19.71077057,149.7571448,NA,1_SS_1,Sheltered Slope,21250.35478,FALSE,16.97826087,19172100104,19172100104_1_SS_1,25,22,NA_V1,0
496,-19.71132544,149.7587827,NA,1_S_1,Slope,90979.26931,FALSE,22.89473684,19172100104,19172100104_1_S_1,25,22,NA_V1,0
497,-19.71145869,149.8053096,NA,1_S_1,Slope,8966.476027,FALSE,15,19174100104,19174100104_1_S_1,32,13,NA_V1,0
498,-19.7240808,149.707564,NA,1_SS_2,Sheltered Slope,25899.47436,FALSE,66.51459854,19177100104,19177100104_1_SS_2,14,30,NA_V1,0
499,-19.72601117,149.7004467,NA,1_SS_3,Sheltered Slope,121528.7235,FALSE,38.42709984,19177100104,19177100104_1_SS_3,12,31,NA_V1,0
500,-19.71781952,149.7143275,NA,1_S_1,Slope,79021.46336,FALSE,23.1547619,19177100104,19177100104_1_S_1,16,30,NA_V1,0
501,-19.72256748,149.7153305,NA,1_S_2,Slope,25899.58917,FALSE,18.21818182,19177100104,19177100104_1_S_2,15,29,NA_V1,0
502,-19.73158167,149.7031247,NA,1_S_4,Slope,35531.95839,FALSE,24.88341969,19177100104,19177100104_1_S_4,11,30,NA_V1,0
503,-19.73741496,149.7847378,NA,1_C_2,Crest,78396.77882,FALSE,10.50119332,19179100104,19179100104_1_C_2,24,13,NA_V1,0
504,-19.73456693,149.7806327,NA,1_SS_1,Sheltered Slope,20926.84659,FALSE,34.31506849,19179100104,19179100104_1_SS_1,24,14,NA_V1,0
505,-19.7408972,149.7795456,NA,1_SS_2,Sheltered Slope,41857.23278,FALSE,30.22988506,19179100104,19179100104_1_SS_2,22,13,NA_V1,0
506,-19.74493004,149.7816745,NA,1_SS_3,Sheltered Slope,61460.91849,FALSE,29.83606557,19179100104,19179100104_1_SS_3,22,12,NA_V1,0
507,-19.74560743,149.7827069,NA,1_S_2,Slope,48172.68575,FALSE,34.40545809,19179100104,19179100104_1_S_2,22,12,NA_V1,0
508,-19.73823229,149.7759275,NA,1_S_3,Slope,22588.51559,FALSE,24.05063291,19179100104,19179100104_1_S_3,22,14,NA_V1,0
509,-19.74835183,149.7967177,NA,1_S_4,Slope,64457.10505,FALSE,18.2630814,19179100104,19179100104_1_S_4,24,9,NA_V1,0
510,-19.73556127,149.7828628,NA,1_S_5,Slope,57799.17373,FALSE,36.80650685,19179100104,19179100104_1_S_5,24,13,NA_V1,0
511,-19.72215933,149.7750789,NA,1_S_6,Slope,21254.9645,FALSE,7.061403509,19179100104,19179100104_1_S_6,25,17,NA_V1,0
512,-19.753315,149.796031,NA,1_S_7,Slope,94698.46224,FALSE,35.02964427,19179100104,19179100104_1_S_7,23,8,NA_V1,0
513,-19.73100176,149.779707,NA,1_S_9,Slope,66430.93819,FALSE,19.49438202,19179100104,19179100104_1_S_9,24,15,NA_V1,0
514,-19.74958983,149.6876378,NA,1_IF_6,Inner Flat,26903.39186,FALSE,54.91525424,19180100104,19180100104_1_IF_6,5,30,NA_V1,0
515,-19.7461562,149.6759665,NA,1_OF_1,Outer Flat,38524.9879,FALSE,68.48635236,19180100104,19180100104_1_OF_1,4,33,NA_V1,0
516,-19.73449494,149.6922304,NA,1_OF_2,Outer Flat,124196.3962,FALSE,44.7467876,19180100104,19180100104_1_OF_2,9,31,NA_V1,0
517,-19.74863242,149.6869586,NA,1_OF_3,Outer Flat,103958.4032,FALSE,66.48599819,19180100104,19180100104_1_OF_3,5,30,NA_V1,0
518,-19.73360898,149.6796721,NA,1_OF_5,Outer Flat,116884.435,FALSE,26.98795181,19180100104,19180100104_1_OF_5,7,34,NA_V1,0
519,-19.73917806,149.6698294,NA,1_SS_1,Sheltered Slope,245069.8505,FALSE,21.68513565,19180100104,19180100104_1_SS_1,4,35,NA_V1,0
520,-19.73372538,149.6797068,NA,1_SS_2,Sheltered Slope,250704.265,FALSE,25.32282004,19180100104,19180100104_1_SS_2,7,34,NA_V1,0
521,-19.74437746,149.6856509,NA,1_SS_3,Sheltered Slope,306209.4604,FALSE,33.84533252,19180100104,19180100104_1_SS_3,6,31,NA_V1,0
522,-19.74314175,149.6777457,NA,1_SS_4,Sheltered Slope,194610.5955,FALSE,31.36189564,19180100104,19180100104_1_SS_4,5,33,NA_V1,0
523,-19.73767588,149.6777083,NA,1_SS_5,Sheltered Slope,151093.9853,FALSE,31.68831169,19180100104,19180100104_1_SS_5,6,34,NA_V1,0
524,-19.7475645,149.6811748,NA,1_SS_7,Sheltered Slope,115247.0947,FALSE,29.01385493,19180100104,19180100104_1_SS_7,4,32,NA_V1,0
525,-19.73932481,149.6924376,NA,1_SS_8,Sheltered Slope,207561.5476,FALSE,32.67825312,19180100104,19180100104_1_SS_8,8,31,NA_V1,0
526,-19.73532578,149.6968621,NA,1_S_1,Slope,44499.36841,FALSE,22.11864407,19180100104,19180100104_1_S_1,9,30,NA_V1,0
527,-19.73672564,149.6860303,NA,1_S_2,Slope,1660.39715,FALSE,35,19180100104,19180100104_1_S_2,7,32,NA_V1,0
528,-19.73648818,149.675389,NA,1_S_3,Slope,332.0666727,FALSE,35,19180100104,19180100104_1_S_3,6,34,NA_V1,0
529,-19.74736832,149.6814202,NA,1_S_5,Slope,35537.22041,FALSE,28.30708661,19180100104,19180100104_1_S_5,4,32,NA_V1,0
530,-19.74538235,149.6710821,NA,1_S_6,Slope,16273.04771,FALSE,34.30555556,19180100104,19180100104_1_S_6,3,34,NA_V1,0
531,-19.74785733,149.6944494,NA,1_S_7,Slope,68420.86088,FALSE,29.46896552,19180100104,19180100104_1_S_7,6,29,NA_V1,0
532,-19.75110978,149.6873039,NA,1_S_9,Slope,43511.29551,FALSE,35.91397849,19180100104,19180100104_1_S_9,5,30,NA_V1,0
533,-19.75641896,149.7361153,NA,1_SS_1,Sheltered Slope,15946.80296,FALSE,10.79545455,19182100104,19182100104_1_SS_1,12,19,NA_V1,0
534,-19.76073039,149.7328806,NA,1_SS_2,Sheltered Slope,150505.3778,FALSE,23.66810878,19182100104,19182100104_1_SS_2,10,19,NA_V1,0
535,-19.76079899,149.7301217,NA,1_S_1,Slope,56812.82998,FALSE,34.08094435,19182100104,19182100104_1_S_1,10,20,NA_V1,0
536,-19.7562495,149.7373383,NA,1_S_2,Slope,149169.2963,FALSE,27.90371725,19182100104,19182100104_1_S_2,12,19,NA_V1,0
537,-19.76434977,149.7350931,NA,1_S_4,Slope,93697.47792,FALSE,20.86241276,19182100104,19182100104_1_S_4,10,18,NA_V1,0
538,-19.74598616,149.7242608,NA,1_S_5,Slope,12622.23175,FALSE,35,19182100104,19182100104_1_S_5,12,23,NA_V1,0
539,-19.75089066,149.7315878,NA,1_S_6,Slope,46507.24642,FALSE,34.72,19182100104,19182100104_1_S_6,12,21,NA_V1,0
540,-19.76828221,149.7248814,NA,1_S_1,Slope,66121.25447,FALSE,22.01908957,19186100104,19186100104_1_S_1,7,20,NA_V1,0
541,-19.79403766,149.7580656,NA,1_C_3,Crest,129977.1299,FALSE,16.30986938,19188100104,19188100104_1_C_3,7,9,NA_V1,0
542,-19.78732843,149.7583681,NA,1_IF_1,Inner Flat,152235.4153,FALSE,42.01667696,19188100104,19188100104_1_IF_1,9,10,NA_V1,0
543,-19.78477806,149.7710059,NA,1_OF_1,Outer Flat,89746.27398,FALSE,63.00940439,19188100104,19188100104_1_OF_1,12,8,NA_V1,0
544,-19.78874781,149.7687497,NA,1_OF_2,Outer Flat,86426.46364,FALSE,54.98917749,19188100104,19188100104_1_OF_2,10,7,NA_V1,0
