,siteref,x,y,site_id,habitat,area,rubble,k,Reef,reef_siteid,long,lat,sitedepth,recom_connectivity
188,L_113,26,55,1_OF_4,Outer Flat,122999.3766,FALSE,56.20715918,19147100104,19147100104_1_OF_4,149.6610232,-19.62516568,0,L_113
189,L_114,30,48,1_OF_7,Outer Flat,158834.8578,FALSE,45.07955215,19147100104,19147100104_1_OF_7,149.6916508,-19.63127592,0,L_114
190,L_115,28,55,1_OF_8,Outer Flat,75583.25018,FALSE,46.54320988,19147100104,19147100104_1_OF_8,149.6640199,-19.61817269,0,L_115
191,L_116,27,56,1_OF_9,Outer Flat,108073.5794,FALSE,61.31830009,19147100104,19147100104_1_OF_9,149.6587561,-19.62126144,0,L_116
192,L_117,26,57,1_SS_1,Sheltered Slope,103096.7019,FALSE,27.01992754,19147100104,19147100104_1_SS_1,149.6549538,-19.6192832,0,L_117
193,L_118,29,48,1_SS_10,Sheltered Slope,95172.19595,FALSE,11.87745098,19147100104,19147100104_1_SS_10,149.6897945,-19.63465152,0,L_118
194,L_119,25,48,1_SS_11,Sheltered Slope,83908.80326,FALSE,24.12290503,19147100104,19147100104_1_SS_11,149.6796909,-19.64670161,0,L_119
195,L_120,29,49,1_SS_2,Sheltered Slope,184693.4196,FALSE,19.5242915,19147100104,19147100104_1_SS_2,149.6849391,-19.63054646,0,L_120
196,L_121,25,56,1_SS_3,Sheltered Slope,97468.22228,FALSE,36.38888889,19147100104,19147100104_1_SS_3,149.6551053,-19.62438926,0,L_121
197,L_122,27,58,1_SS_4,Sheltered Slope,90825.06475,FALSE,30.34800409,19147100104,19147100104_1_SS_4,149.6542258,-19.61466087,0,L_122
198,L_123,27,46,1_S_1,Slope,192687.0396,FALSE,23.8950677,19147100104,19147100104_1_S_1,149.6886334,-19.64284178,0,L_123
199,L_124,26,54,1_S_10,Slope,101784.6769,FALSE,20.47838086,19147100104,19147100104_1_S_10,149.6638648,-19.62695876,0,L_124
200,L_125,27,53,1_S_13,Slope,65314.57755,FALSE,23.8705036,19147100104,19147100104_1_S_13,149.6681732,-19.62591668,0,L_125
201,L_126,26,53,1_S_19,Slope,59682.11455,FALSE,22.37089202,19147100104,19147100104_1_S_19,149.6651959,-19.63118689,0,L_126
202,L_127,31,50,1_S_2,Slope,107754.6629,FALSE,30.28187337,19147100104,19147100104_1_S_2,149.6863272,-19.62307479,0,L_127
203,L_128,23,52,1_S_22,Slope,994.8574105,FALSE,35,19147100104,19147100104_1_S_22,149.6628429,-19.64289769,0,L_128
204,L_129,29,58,1_S_3,Slope,44414.72224,FALSE,15.92827004,19147100104,19147100104_1_S_3,149.6562685,-19.60876381,0,L_129
205,L_130,24,47,1_S_4,Slope,30845.24323,FALSE,22.59146341,19147100104,19147100104_1_S_4,149.6804381,-19.64952469,0,L_130
206,L_131,30,47,1_S_5,Slope,68642.33529,FALSE,16.46657572,19147100104,19147100104_1_S_5,149.6936775,-19.63267075,0,L_131
207,L_132,22,55,1_S_7,Slope,91514.44137,FALSE,21.74024641,19147100104,19147100104_1_S_7,149.6509044,-19.63603335,0,L_132
208,L_133,30,52,1_S_8,Slope,91169.56941,FALSE,28.69144603,19147100104,19147100104_1_S_8,149.6772942,-19.61938014,0,L_133
209,L_134,29,55,1_S_9,Slope,52708.68193,FALSE,32.22423146,19147100104,19147100104_1_S_9,149.6667604,-19.61659146,0,L_134
210,L_135,39,46,1_BR_1,Back Reef,22874.21141,FALSE,11.6122449,19149100104,19149100104_1_BR_1,149.7180586,-19.60649055,0,L_135
211,L_136,40,45,1_BR_2,Back Reef,19560.07359,FALSE,38.7254902,19149100104,19149100104_1_BR_2,149.7230374,-19.60884082,0,L_136
212,L_136,40,45,1_OF_4,Outer Flat,74922.35548,FALSE,49.3133583,19149100104,19149100104_1_OF_4,149.7233314,-19.60623243,0,L_136
213,L_137,41,45,1_C_1,Crest,126308.0778,FALSE,18.99482631,19149100104,19149100104_1_C_1,149.7261367,-19.60609659,0,L_137
214,L_137,41,45,1_S_4,Slope,117022.4236,FALSE,26.26501201,19149100104,19149100104_1_S_4,149.7257405,-19.60426005,0,L_137
215,L_138,40,46,1_C_2,Crest,46080.0186,FALSE,18.29268293,19149100104,19149100104_1_C_2,149.7184068,-19.606541,0,L_138
216,L_138,40,46,1_S_1,Slope,144205.1067,FALSE,20.99478147,19149100104,19149100104_1_S_1,149.7185496,-19.60544848,0,L_138
217,L_139,41,43,1_C_3,Crest,62993.02057,FALSE,22.55639098,19149100104,19149100104_1_C_3,149.7307964,-19.61036824,0,L_139
218,L_139,41,43,1_S_3,Slope,105096.1668,FALSE,19.12366548,19149100104,19149100104_1_S_3,149.731226,-19.60842851,0,L_139
219,L_140,39,45,1_IF_1,Inner Flat,263576.6161,FALSE,66.10953058,19149100104,19149100104_1_IF_1,149.7216778,-19.61264849,0,L_140
220,L_140,39,45,1_OF_1,Outer Flat,271193.4324,FALSE,58.73015873,19149100104,19149100104_1_OF_1,149.7195686,-19.61086432,0,L_140
221,L_141,40,44,1_OF_2,Outer Flat,214835.9176,FALSE,52.7486911,19149100104,19149100104_1_OF_2,149.7279993,-19.60988193,0,L_141
222,L_142,39,44,1_OF_3,Outer Flat,225455.2478,FALSE,52.86516854,19149100104,19149100104_1_OF_3,149.7259872,-19.61355842,0,L_142
223,L_143,40,42,1_P_1,Patch,2984.114273,FALSE,12.5,19149100104,19149100104_1_P_1,149.7330845,-19.61543106,0,L_143
224,L_144,38,46,1_SS_1,Sheltered Slope,58018.16184,FALSE,25.32414911,19149100104,19149100104_1_SS_1,149.7165716,-19.61157405,0,L_144
225,L_145,39,43,1_SS_2,Sheltered Slope,5305.010405,FALSE,40.35087719,19149100104,19149100104_1_SS_2,149.7261106,-19.61595973,0,L_145
226,L_145,39,43,1_S_6,Slope,57028.91529,FALSE,26.54859967,19149100104,19149100104_1_S_6,149.7261341,-19.61602248,0,L_145
227,L_146,40,43,1_S_2,Slope,315643.9684,FALSE,18.32393112,19149100104,19149100104_1_S_2,149.7319581,-19.61365919,0,L_146
228,L_147,38,45,1_S_5,Slope,23208.21395,FALSE,40.62248996,19149100104,19149100104_1_S_5,149.7180548,-19.61414036,0,L_147
229,L_148,37,42,1_S_1,Slope,125676.761,FALSE,18.93759287,19150100104,19150100104_1_S_1,149.7246417,-19.62443009,0,L_148
230,L_149,39,33,1_C_1,Crest,100839.9967,FALSE,25.65298507,19153100104,19153100104_1_C_1,149.7582215,-19.64017157,0,L_149
231,L_150,39,34,1_SS_1,Sheltered Slope,16917.22352,FALSE,23.1741573,19153100104,19153100104_1_SS_1,149.7558288,-19.64067371,0,L_150
232,L_151,40,33,1_S_1,Slope,112118.1059,FALSE,26.32427844,19153100104,19153100104_1_S_1,149.7602139,-19.63967835,0,L_151
233,L_152,30,39,1_BR_1,Back Reef,3317.190682,FALSE,29.70588235,19155100104,19155100104_1_BR_1,149.7173279,-19.65155847,0,L_152
234,L_152,30,39,1_C_1,Crest,77294.6104,FALSE,22.2705314,19155100104,19155100104_1_C_1,149.7195139,-19.65480412,0,L_152
235,L_152,30,39,1_SS_1,Sheltered Slope,2985.613628,FALSE,5.151515152,19155100104,19155100104_1_SS_1,149.7181498,-19.654762,0,L_152
236,L_152,30,39,1_S_1,Slope,212642.9751,FALSE,19.14456233,19155100104,19155100104_1_S_1,149.7191313,-19.65484798,0,L_152
237,L_153,36,32,1_BR_1,Back Reef,2322.298296,FALSE,40.18518519,19156100104,19156100104_1_BR_1,149.7542993,-19.65106863,0,L_153
238,L_153,36,32,1_C_2,Crest,47111.26398,FALSE,33.46456693,19156100104,19156100104_1_C_2,149.7540763,-19.65382537,0,L_153
239,L_154,36,29,1_BR_2,Back Reef,5972.552405,FALSE,29.35483871,19156100104,19156100104_1_BR_2,149.7629376,-19.66016709,0,L_154
240,L_154,36,29,1_S_5,Slope,63043.37928,FALSE,19.77037037,19156100104,19156100104_1_S_5,149.7626331,-19.65997637,0,L_154
241,L_155,33,33,1_BR_3,Back Reef,9290.046544,TRUE,26.73469388,19156100104,19156100104_1_BR_3,149.7465718,-19.65943108,0,L_155
242,L_155,33,33,1_P_1,Patch,3649.60127,FALSE,5,19156100104,19156100104_1_P_1,149.7439836,-19.65886238,0,L_155
243,L_155,33,33,1_SS_1,Sheltered Slope,159586.7587,FALSE,32.76339023,19156100104,19156100104_1_SS_1,149.7446393,-19.65855202,0,L_155
244,L_156,31,31,1_BR_4,Back Reef,5641.113305,FALSE,7.8125,19156100104,19156100104_1_BR_4,149.7458557,-19.66882421,0,L_156
245,L_156,31,31,1_SS_5,Sheltered Slope,97889.94905,FALSE,34.01728844,19156100104,19156100104_1_SS_5,149.7454681,-19.66894519,0,L_156
246,L_157,32,27,1_BR_5,Back Reef,5973.982189,FALSE,30.08196721,19156100104,19156100104_1_BR_5,149.7627988,-19.67731887,0,L_157
247,L_158,29,30,1_BR_6,Back Reef,4646.170859,FALSE,29.34782609,19156100104,19156100104_1_BR_6,149.7453626,-19.67737683,0,L_158
248,L_159,30,28,1_BR_7,Back Reef,8960.861473,FALSE,25.63829787,19156100104,19156100104_1_BR_7,149.7522646,-19.67887702,0,L_159
249,L_160,38,32,1_C_1,Crest,113789.3541,FALSE,47.15993405,19156100104,19156100104_1_C_1,149.7597859,-19.64774462,0,L_160
250,L_160,38,32,1_S_4,Slope,161558.8881,FALSE,26.66666667,19156100104,19156100104_1_S_4,149.7603651,-19.6466863,0,L_160
251,L_161,33,31,1_C_3,Crest,94231.70151,FALSE,57.59682224,19156100104,19156100104_1_C_3,149.750645,-19.66158186,0,L_161
252,L_161,33,31,1_OF_6,Outer Flat,54417.70901,FALSE,44.32989691,19156100104,19156100104_1_OF_6,149.7499327,-19.66466349,0,L_161
253,L_161,33,31,1_SS_3,Sheltered Slope,45789.97704,FALSE,38.06352459,19156100104,19156100104_1_SS_3,149.749157,-19.66401039,0,L_161
254,L_162,32,30,1_C_4,Crest,81632.47238,FALSE,21.51898734,19156100104,19156100104_1_C_4,149.7499044,-19.66984675,0,L_162
255,L_163,30,30,1_C_5,Crest,47125.14306,FALSE,15.87301587,19156100104,19156100104_1_C_5,149.7486195,-19.67615817,0,L_163
256,L_163,30,30,1_OF_7,Outer Flat,26881.32061,FALSE,28.27586207,19156100104,19156100104_1_OF_7,149.7478759,-19.67653688,0,L_163
257,L_163,30,30,1_SS_6,Sheltered Slope,49115.18842,FALSE,29.81695568,19156100104,19156100104_1_SS_6,149.7478137,-19.67465928,0,L_163
258,L_164,37,33,1_IF_1,Inner Flat,79619.65597,FALSE,56.11764706,19156100104,19156100104_1_IF_1,149.7547688,-19.64916438,0,L_164
259,L_164,37,33,1_OF_1,Outer Flat,165207.1767,FALSE,43.35031126,19156100104,19156100104_1_OF_1,149.7564334,-19.64721716,0,L_164
260,L_165,35,32,1_OF_2,Outer Flat,66024.12968,FALSE,25.1788269,19156100104,19156100104_1_OF_2,149.7514461,-19.65660877,0,L_165
261,L_165,35,32,1_S_3,Slope,25546.81392,FALSE,36.38888889,19156100104,19156100104_1_S_3,149.7533778,-19.65556858,0,L_165
262,L_166,36,33,1_OF_3,Outer Flat,186446.2193,FALSE,47.95943916,19156100104,19156100104_1_OF_3,149.7537323,-19.65075599,0,L_166
263,L_166,36,33,1_SS_7,Sheltered Slope,61373.04751,FALSE,35.41856925,19156100104,19156100104_1_SS_7,149.7522636,-19.6492384,0,L_166
264,L_167,35,33,1_OF_4,Outer Flat,89575.05317,FALSE,61.42335766,19156100104,19156100104_1_OF_4,149.7477746,-19.6531371,0,L_167
265,L_167,35,33,1_SS_2,Sheltered Slope,165881.8923,FALSE,36.11708145,19156100104,19156100104_1_SS_2,149.7495767,-19.65364986,0,L_167
266,L_168,31,30,1_OF_5,Outer Flat,54753.66271,FALSE,35.10273973,19156100104,19156100104_1_OF_5,149.7491371,-19.67025443,0,L_168
267,L_168,31,30,1_S_9,Slope,24889.0495,FALSE,26.7032967,19156100104,19156100104_1_S_9,149.7504758,-19.67287688,0,L_168
268,L_169,38,33,1_SS_4,Sheltered Slope,24216.50787,FALSE,34.63178295,19156100104,19156100104_1_SS_4,149.7566757,-19.64536624,0,L_169
269,L_170,37,32,1_S_1,Slope,84267.51504,FALSE,35.09988901,19156100104,19156100104_1_S_1,149.757473,-19.65139992,0,L_170
270,L_171,30,29,1_S_10,Slope,78654.72944,FALSE,22.71971496,19156100104,19156100104_1_S_10,149.7502611,-19.67777861,0,L_171
271,L_172,30,32,1_S_11,Slope,51433.54657,FALSE,22.02727273,19156100104,19156100104_1_S_11,149.7413778,-19.66968423,0,L_172
272,L_173,32,31,1_S_2,Slope,48446.62318,FALSE,29.73988439,19156100104,19156100104_1_S_2,149.7509658,-19.66676893,0,L_173
273,L_174,34,27,1_S_6,Slope,67699.32393,FALSE,32.28472222,19156100104,19156100104_1_S_6,149.7642709,-19.67083834,0,L_174
274,L_175,33,27,1_S_7,Slope,53764.17182,FALSE,41.20659722,19156100104,19156100104_1_S_7,149.7632181,-19.67500052,0,L_175
275,L_176,34,31,1_S_8,Slope,57068.87609,FALSE,31.06260297,19156100104,19156100104_1_S_8,149.7516378,-19.66006364,0,L_176
276,L_177,4,66,1_BR_1,Back Reef,16580.68298,FALSE,8.47826087,19157100104,19157100104_1_BR_1,149.5738868,-19.66304179,0,L_177
277,L_177,4,66,1_IF_1,Inner Flat,53058.87184,FALSE,7.985865724,19157100104,19157100104_1_IF_1,149.5741043,-19.66391395,0,L_177
278,L_178,4,64,1_C_1,Crest,201310.8907,FALSE,13.76744186,19157100104,19157100104_1_C_1,149.5788777,-19.66943232,0,L_178
279,L_179,4,65,1_C_2,Crest,119389.5766,FALSE,6.072555205,19157100104,19157100104_1_C_2,149.5755246,-19.6678295,0,L_179
280,L_179,4,65,1_OF_1,Outer Flat,239435.469,FALSE,19.22927209,19157100104,19157100104_1_OF_1,149.5758563,-19.66567163,0,L_179
281,L_180,5,63,1_C_3,Crest,208941.0695,FALSE,17.10585083,19157100104,19157100104_1_C_3,149.5835276,-19.66907882,0,L_180
282,L_180,5,63,1_S_3,Slope,77607.8404,FALSE,26.24849216,19157100104,19157100104_1_S_3,149.5848607,-19.66982273,0,L_180
283,L_181,5,65,1_C_4,Crest,71629.69805,FALSE,10.71428571,19157100104,19157100104_1_C_4,149.5766473,-19.66351886,0,L_181
284,L_181,5,65,1_SS_1,Sheltered Slope,18901.86892,FALSE,18.1773399,19157100104,19157100104_1_SS_1,149.5773199,-19.66179561,0,L_181
285,L_181,5,65,1_S_1,Slope,27855.52985,FALSE,24.76027397,19157100104,19157100104_1_S_1,149.579348,-19.661676,0,L_181
286,L_182,5,64,1_IF_2,Inner Flat,61020.20307,FALSE,9.589041096,19157100104,19157100104_1_IF_2,149.5806375,-19.66526159,0,L_182
287,L_182,5,64,1_OF_2,Outer Flat,211255.6997,FALSE,42.84444444,19157100104,19157100104_1_OF_2,149.5812928,-19.66727178,0,L_182
288,L_183,3,65,1_SS_2,Sheltered Slope,33495.02299,FALSE,10.84958217,19157100104,19157100104_1_SS_2,149.5732573,-19.66755538,0,L_183
289,L_184,6,64,1_S_2,Slope,53724.10342,FALSE,25.18453427,19157100104,19157100104_1_S_2,149.5832894,-19.66434638,0,L_184
290,L_185,3,64,1_S_4,Slope,28853.32209,FALSE,24.31666667,19157100104,19157100104_1_S_4,149.5745875,-19.6701404,0,L_185
291,L_186,3,63,1_S_5,Slope,35819.59531,FALSE,19.35013263,19157100104,19157100104_1_S_5,149.578702,-19.67249411,0,L_186
292,L_187,22,42,1_BR_1,Back Reef,1990.674568,FALSE,35,19158100104,19158100104_1_BR_1,149.6912173,-19.6706366,0,L_187
293,L_188,23,39,1_BR_2,Back Reef,995.4048983,FALSE,35,19158100104,19158100104_1_BR_2,149.7031193,-19.67268613,0,L_188
294,L_189,23,38,1_P_1,Patch,1659.072259,FALSE,15.78947368,19158100104,19158100104_1_P_1,149.7045866,-19.67510372,0,L_189
295,L_189,23,38,1_S_2,Slope,91247.75567,FALSE,13.02265705,19158100104,19158100104_1_S_2,149.7045083,-19.67416774,0,L_189
296,L_190,22,41,1_S_1,Slope,23224.69475,FALSE,35,19158100104,19158100104_1_S_1,149.6917235,-19.67100249,0,L_190
297,L_191,14,48,1_BR_1,Back Reef,26209.16611,FALSE,35,19161100104,19161100104_1_BR_1,149.6521954,-19.67611943,0,L_191
298,L_192,13,50,1_BR_2,Back Reef,6634.921356,FALSE,35,19161100104,19161100104_1_BR_2,149.6434739,-19.67485247,0,L_192
299,L_193,14,46,1_BR_3,Back Reef,34507.18161,FALSE,35,19161100104,19161100104_1_BR_3,149.6579769,-19.68298774,0,L_193
300,L_193,14,46,1_S_3,Slope,96221.40134,FALSE,35,19161100104,19161100104_1_S_3,149.6580792,-19.68255577,0,L_193
301,L_194,13,45,1_BR_4,Back Reef,29532.73715,FALSE,33.34375,19161100104,19161100104_1_BR_4,149.661762,-19.68827534,0,L_194
302,L_194,13,45,1_S_5,Slope,160604.5347,FALSE,35,19161100104,19161100104_1_S_5,149.6594152,-19.6886271,0,L_194
303,L_195,11,48,1_BR_5,Back Reef,12608.77408,FALSE,35,19161100104,19161100104_1_BR_5,149.6468856,-19.68779267,0,L_195
304,L_195,11,48,1_S_2,Slope,28535.38895,FALSE,35,19161100104,19161100104_1_S_2,149.6455811,-19.6874584,0,L_195
305,L_196,12,45,1_BR_6,Back Reef,13273.28253,FALSE,35,19161100104,19161100104_1_BR_6,149.6569095,-19.69019795,0,L_196
306,L_197,14,43,1_C_1,Crest,82296.7163,FALSE,21.33027523,19161100104,19161100104_1_C_1,149.6670178,-19.68984997,0,L_197
307,L_197,14,43,1_IF_1,Inner Flat,232289.7922,FALSE,25.32258065,19161100104,19161100104_1_IF_1,149.666155,-19.69026243,0,L_197
308,L_197,14,43,1_S_9,Slope,52432.77712,FALSE,22.7570922,19161100104,19161100104_1_S_9,149.6691282,-19.69181309,0,L_197
309,L_198,14,47,1_S_1,Slope,146646.1132,FALSE,35,19161100104,19161100104_1_S_1,149.6547015,-19.67917584,0,L_198
310,L_199,14,44,1_S_4,Slope,145672.0701,FALSE,22.23003195,19161100104,19161100104_1_S_4,149.66476,-19.68724486,0,L_199
311,L_200,13,44,1_S_6,Slope,169903.6681,FALSE,20.570877,19161100104,19161100104_1_S_6,149.6623965,-19.69127338,0,L_200
312,L_201,13,51,1_S_7,Slope,43126.63718,FALSE,35,19161100104,19161100104_1_S_7,149.6423218,-19.67454322,0,L_201
313,L_202,14,49,1_S_8,Slope,42132.92621,FALSE,35,19161100104,19161100104_1_S_8,149.6508276,-19.67509327,0,L_202
314,L_203,29,35,1_BR_1,Back Reef,8626.77999,FALSE,10.88888889,19164100104,19164100104_1_BR_1,149.7283453,-19.66624488,0,L_203
315,L_203,29,35,1_S_1,Slope,32515.64975,FALSE,17.9512894,19164100104,19164100104_1_S_1,149.7270459,-19.66506425,0,L_203
316,L_204,27,31,1_BR_2,Back Reef,331.8760698,FALSE,35,19164100104,19164100104_1_BR_2,149.7348028,-19.68129391,0,L_204
317,L_204,27,31,1_S_4,Slope,663.7671949,FALSE,35,19164100104,19164100104_1_S_4,149.7348963,-19.68289734,0,L_204
318,L_205,27,28,1_BR_3,Back Reef,5642.900993,FALSE,2.258064516,19164100104,19164100104_1_BR_3,149.7462972,-19.69139807,0,L_205
319,L_205,27,28,1_SS_2,Sheltered Slope,18588.27085,FALSE,16.53061224,19164100104,19164100104_1_SS_2,149.7465266,-19.69092706,0,L_205
320,L_205,27,28,1_S_6,Slope,89622.08046,FALSE,22.89555326,19164100104,19164100104_1_S_6,149.7457146,-19.69116491,0,L_205
321,L_206,25,25,1_BR_4,Back Reef,11287.71964,FALSE,27.84,19164100104,19164100104_1_BR_4,149.7479793,-19.70318272,0,L_206
322,L_207,23,36,1_C_1,Crest,72676.77189,FALSE,10.95360825,19164100104,19164100104_1_C_1,149.7119239,-19.68264088,0,L_207
323,L_207,23,36,1_SS_1,Sheltered Slope,16924.57851,FALSE,17.85310734,19164100104,19164100104_1_SS_1,149.7108744,-19.6822564,0,L_207
324,L_208,27,27,1_C_2,Crest,94270.80548,FALSE,15.17928287,19164100104,19164100104_1_C_2,149.7485046,-19.69177044,0,L_208
325,L_209,24,36,1_P_2,Patch,4313.949662,FALSE,10.41666667,19164100104,19164100104_1_P_2,149.7155157,-19.67853364,0,L_209
326,L_209,24,36,1_S_3,Slope,78315.36741,FALSE,16.91627358,19164100104,19164100104_1_S_3,149.714995,-19.67919505,0,L_209
327,L_210,28,33,1_S_2,Slope,97559.20852,FALSE,14.76856316,19164100104,19164100104_1_S_2,149.7324052,-19.67279674,0,L_210
328,L_211,22,36,1_S_5,Slope,33186.19424,FALSE,28.77808989,19164100104,19164100104_1_S_5,149.7114163,-19.68373872,0,L_211
329,L_212,27,26,1_S_7,Slope,72366.03369,FALSE,25.41290323,19164100104,19164100104_1_S_7,149.7518351,-19.69419291,0,L_212
330,L_213,24,26,1_S_8,Slope,61418.1757,FALSE,24.34550989,19164100104,19164100104_1_S_8,149.7472883,-19.70299563,0,L_213
331,L_214,32,21,1_BR_1,Back Reef,1659.85136,FALSE,16,19165100103,19165100103_1_BR_1,149.7779374,-19.69157292,0,L_214
332,L_214,32,21,1_SS_1,Sheltered Slope,3651.659545,FALSE,25,19165100103,19165100103_1_SS_1,149.77867,-19.69113774,0,L_214
333,L_215,32,22,1_S_1,Slope,22241.73108,FALSE,19.25213675,19165100103,19165100103_1_S_1,149.7779363,-19.69067873,0,L_215
334,L_215,32,22,1_S_8,Slope,17262.03046,FALSE,33.66492147,19165100104,19165100104_1_S_8,149.7770895,-19.69000951,0,L_215
335,L_216,36,25,1_BR_1,Back Reef,11615.71623,FALSE,25.7480315,19165100104,19165100104_1_BR_1,149.7777215,-19.67163535,0,L_216
336,L_217,36,21,1_BR_2,Back Reef,5974.604044,FALSE,25.234375,19165100104,19165100104_1_BR_2,149.7891928,-19.67864993,0,L_217
337,L_217,36,21,1_S_3,Slope,137086.7208,FALSE,20.96994536,19165100104,19165100104_1_S_3,149.7878366,-19.68039805,0,L_217
338,L_218,37,19,1_BR_3,Back Reef,2323.680184,FALSE,35,19165100104,19165100104_1_BR_3,149.7986257,-19.68334236,0,L_218
339,L_218,37,19,1_S_5,Slope,60747.96176,FALSE,34.45820433,19165100104,19165100104_1_S_5,149.7981987,-19.68382092,0,L_218
340,L_219,33,20,1_BR_4,Back Reef,11619.26404,FALSE,34.20168067,19165100104,19165100104_1_BR_4,149.784608,-19.69190451,0,L_219
341,L_220,30,19,1_BR_5,Back Reef,9296.656091,FALSE,24.95,19165100104,19165100104_1_BR_5,149.7805781,-19.70243562,0,L_220
342,L_221,38,9,1_BR_6,Back Reef,4649.399521,FALSE,20.41666667,19165100104,19165100104_1_BR_6,149.8335963,-19.70673872,0,L_221
343,L_221,38,9,1_S_12,Slope,56124.5861,FALSE,19.22948074,19165100104,19165100104_1_S_12,149.8331784,-19.70643865,0,L_221
344,L_222,36,7,1_BR_7,Back Reef,2657.201052,FALSE,35,19165100104,19165100104_1_BR_7,149.8355635,-19.71712245,0,L_222
345,L_222,36,7,1_S_6,Slope,27900.53017,FALSE,35,19165100104,19165100104_1_S_6,149.8352553,-19.71698562,0,L_222
346,L_223,34,20,1_C_1,Crest,95272.67249,FALSE,25.60217177,19165100104,19165100104_1_C_1,149.7871927,-19.68732573,0,L_223
347,L_223,34,20,1_S_10,Slope,82661.02811,FALSE,34.80292793,19165100104,19165100104_1_S_10,149.7888875,-19.68940805,0,L_223
348,L_224,33,19,1_C_2,Crest,77020.68286,FALSE,51.03532278,19165100104,19165100104_1_C_2,149.7871018,-19.69277782,0,L_224
349,L_224,33,19,1_S_11,Slope,92960.38447,FALSE,27.77108434,19165100104,19165100104_1_S_11,149.788304,-19.69588193,0,L_224
350,L_225,32,19,1_C_3,Crest,162019.1982,FALSE,35.63218391,19165100104,19165100104_1_C_3,149.7846703,-19.69784182,0,L_225
351,L_225,32,19,1_SS_3,Sheltered Slope,134461.0255,FALSE,34.98606272,19165100104,19165100104_1_SS_3,149.7838853,-19.69715547,0,L_225
352,L_226,31,21,1_C_4,Crest,95283.8018,FALSE,27.53195674,19165100104,19165100104_1_C_4,149.7775207,-19.69793541,0,L_226
353,L_226,31,21,1_SS_4,Sheltered Slope,70382.93709,FALSE,33.96941489,19165100104,19165100104_1_SS_4,149.7779708,-19.69689816,0,L_226
354,L_227,31,20,1_OF_1,Outer Flat,74368.15564,FALSE,51.69811321,19165100104,19165100104_1_OF_1,149.7821798,-19.69715403,0,L_227
355,L_228,34,21,1_SS_1,Sheltered Slope,17925.77498,FALSE,23.96984925,19165100104,19165100104_1_SS_1,149.7861607,-19.68718885,0,L_228
356,L_229,33,21,1_SS_2,Sheltered Slope,52784.07555,FALSE,28.53097345,19165100104,19165100104_1_SS_2,149.7826775,-19.69156188,0,L_229
357,L_230,34,12,1_S_1,Slope,26235.00575,FALSE,35,19165100104,19165100104_1_S_1,149.8104167,-19.70962726,0,L_230
358,L_231,30,20,1_S_13,Slope,40836.84805,FALSE,34.3908046,19165100104,19165100104_1_S_13,149.7773316,-19.69961703,0,L_231
359,L_232,36,24,1_S_14,Slope,33189.45341,FALSE,31.5,19165100104,19165100104_1_S_14,149.7810111,-19.6745231,0,L_232
360,L_233,38,16,1_S_15,Slope,25895.29022,FALSE,34.49640288,19165100104,19165100104_1_S_15,149.8092221,-19.68879282,0,L_233
361,L_234,33,24,1_S_2,Slope,156998.007,FALSE,26.17629362,19165100104,19165100104_1_S_2,149.7741089,-19.6815443,0,L_234
362,L_235,35,25,1_S_4,Slope,145363.8323,FALSE,22.44811933,19165100104,19165100104_1_S_4,149.7752169,-19.67292487,0,L_235
363,L_236,31,19,1_S_7,Slope,134801.6185,FALSE,28.1022409,19165100104,19165100104_1_S_7,149.7837936,-19.70174469,0,L_236
364,L_237,35,21,1_S_9,Slope,30871.36187,FALSE,28.87692308,19165100104,19165100104_1_S_9,149.7867699,-19.6851792,0,L_237
365,L_238,1,52,1_BR_1,Back Reef,2654.976352,FALSE,49.48275862,19168100104,19168100104_1_BR_1,149.6068264,-19.71083747,0,L_238
366,L_238,1,52,1_S_1,Slope,64714.65845,FALSE,19.68795356,19168100104,19168100104_1_S_1,149.6078587,-19.71015341,0,L_238
367,L_239,1,50,1_BR_2,Back Reef,5310.259207,FALSE,19.9137931,19168100104,19168100104_1_BR_2,149.6145894,-19.71310398,0,L_239
368,L_239,1,50,1_S_2,Slope,70028.05443,FALSE,19.92647059,19168100104,19168100104_1_S_2,149.6129563,-19.71248368,0,L_239
369,L_239,1,50,1_BR_1,Back Reef,1659.519776,FALSE,6.176470588,19169100104,19169100104_1_BR_1,149.6114588,-19.71661469,0,L_239
370,L_239,1,50,1_IF_1,Inner Flat,62730.74719,FALSE,15.09715994,19169100104,19169100104_1_IF_1,149.6107409,-19.71781559,0,L_239
371,L_239,1,50,1_SS_1,Sheltered Slope,99240.2022,FALSE,35.625,19169100104,19169100104_1_SS_1,149.6094928,-19.71775242,0,L_239
372,L_240,1,51,1_IF_1,Inner Flat,38166.80657,FALSE,31.8627451,19168100104,19168100104_1_IF_1,149.6114332,-19.71258284,0,L_240
373,L_240,1,51,1_OF_1,Outer Flat,79982.61022,FALSE,33.95348837,19168100104,19168100104_1_OF_1,149.6088784,-19.71163785,0,L_240
374,L_240,1,51,1_SS_1,Sheltered Slope,89939.60968,FALSE,20.21398747,19168100104,19168100104_1_SS_1,149.6085941,-19.71223074,0,L_240
375,L_241,1,49,1_C_1,Crest,297731.9444,FALSE,8.437990581,19169100104,19169100104_1_C_1,149.6128738,-19.7196696,0,L_241
376,L_241,1,49,1_C_2,Crest,171943.5436,FALSE,22.11275315,19169100104,19169100104_1_C_2,149.6136744,-19.72329709,0,L_241
