"site_id","habitat","area","rubble","k","Reef","reef_siteid","long","lat"
"1_S_10","Slope",28485.2729130071,FALSE,28.4818481848185,"19141100104","19141100104_1_S_10",149.60030597457,-19.5729430262763
"1_S_11","Slope",69195.9914352349,FALSE,31.2106703146375,"19141100104","19141100104_1_S_11",149.585783944518,-19.5458275641744
"1_S_12","Slope",104319.457486705,FALSE,13.5913591359136,"19141100104","19141100104_1_S_12",149.615644225888,-19.5582983966143
"1_S_13","Slope",47012.4710485893,FALSE,23.6418511066398,"19141100104","19141100104_1_S_13",149.591465163595,-19.5428468801406
"1_S_14","Slope",1324.51976507343,FALSE,35,"19141100104","19141100104_1_S_14",149.592001789728,-19.5547532225505
"1_S_15","Slope",42390.1939176908,FALSE,22.9295154185022,"19141100104","19141100104_1_S_15",149.581581824197,-19.5665646044948
"1_S_16","Slope",66239.564603792,FALSE,25.6647807637907,"19141100104","19141100104_1_S_16",149.587180468686,-19.5704570348428
"1_S_2","Slope",36766.0437754346,FALSE,36.0641025641026,"19141100104","19141100104_1_S_2",149.605555691304,-19.5720115016076
"1_S_3","Slope",117538.860894306,FALSE,19.2777334397446,"19141100104","19141100104_1_S_3",149.602868538685,-19.544751575778
"1_S_4","Slope",43389.1725857733,FALSE,26.1422413793103,"19141100104","19141100104_1_S_4",149.594225243809,-19.5724609431566
"1_S_5","Slope",129478.027980667,FALSE,19.956678700361,"19141100104","19141100104_1_S_5",149.611482626726,-19.553501369774
"1_S_6","Slope",96342.5628727255,FALSE,20.4956268221574,"19141100104","19141100104_1_S_6",149.596788464135,-19.5416495190576
"1_S_7","Slope",84104.4971043938,FALSE,16.6335540838852,"19141100104","19141100104_1_S_7",149.60756912275,-19.5489137558871
"1_S_8","Slope",58275.6109817955,FALSE,21.7800632911392,"19141100104","19141100104_1_S_8",149.583593185678,-19.552804643338
"1_S_9","Slope",141424.817234064,FALSE,19.6897689768977,"19141100104","19141100104_1_S_9",149.61807514903,-19.5647426770939
"1_BR_1","Back Reef",17225.5211213203,FALSE,11.0160427807487,"19142100104","19142100104_1_BR_1",149.653456390483,-19.5679874755899
"1_BR_2","Back Reef",51678.9310017065,FALSE,26.880650994575,"19142100104","19142100104_1_BR_2",149.659500075456,-19.5698109278092
"1_BR_3","Back Reef",5631.84712940874,FALSE,21.4545454545455,"19142100104","19142100104_1_BR_3",149.652462466715,-19.5736043412577
"1_BR_4","Back Reef",44064.9503189027,FALSE,25.7356076759062,"19142100104","19142100104_1_BR_4",149.664846583335,-19.5771702074731
"1_BR_5","Back Reef",15241.1854191981,FALSE,39.65625,"19142100104","19142100104_1_BR_5",149.669477707997,-19.5792293848608
"1_C_1","Crest",25838.3530361885,FALSE,21.1111111111111,"19142100104","19142100104_1_C_1",149.658251363749,-19.5670485424849
"1_C_2","Crest",169282.41143637,FALSE,18.6421814134669,"19142100104","19142100104_1_C_2",149.663966802264,-19.5690844502811
"1_C_3","Crest",81833.5300168069,FALSE,51.0250569476082,"19142100104","19142100104_1_C_3",149.668547342744,-19.5750999165095
"1_C_4","Crest",107020.382265287,FALSE,35.8705161854768,"19142100104","19142100104_1_C_4",149.669686332812,-19.5796811642381
"1_OF_1","Outer Flat",30476.333067588,FALSE,33.3333333333333,"19142100104","19142100104_1_OF_1",149.658070799547,-19.5678529187189
"1_OF_2","Outer Flat",64607.5689434106,FALSE,50.2164502164502,"19142100104","19142100104_1_OF_2",149.66821156899,-19.5775446699243
"1_P_1","Patch",1325.0856136186,FALSE,50,"19142100104","19142100104_1_P_1",149.654512019996,-19.5701737246812
"1_SS_1","Sheltered Slope",7289.26452113548,FALSE,32.4675324675325,"19142100104","19142100104_1_SS_1",149.667614267416,-19.579688448395
"1_S_1","Slope",103692.691478221,FALSE,31.158371040724,"19142100104","19142100104_1_S_1",149.659603850534,-19.5722204043636
"1_S_2","Slope",157344.716562011,FALSE,24.2963625521765,"19142100104","19142100104_1_S_2",149.655217933479,-19.5658582213454
"1_S_3","Slope",344527.627863483,FALSE,27.5841476655809,"19142100104","19142100104_1_S_3",149.653679259255,-19.5714807471737
"1_S_4","Slope",113975.61347872,FALSE,26.2117452440033,"19142100104","19142100104_1_S_4",149.664003583831,-19.5793084834583
"1_S_5","Slope",125905.937328041,FALSE,23.2488822652757,"19142100104","19142100104_1_S_5",149.670692976732,-19.5792208631027
"1_S_6","Slope",151721.358764804,FALSE,10.5392156862745,"19142100104","19142100104_1_S_6",149.664444229154,-19.5673870023161
"1_S_7","Slope",90114.4329256429,FALSE,13.3333333333333,"19142100104","19142100104_1_S_7",149.669238323501,-19.573484075775
"1_S_8","Slope",205405.92535445,FALSE,29.1552511415525,"19142100104","19142100104_1_S_8",149.663878053567,-19.5740672780477
"1_BR_1","Back Reef",15907.3456637161,FALSE,34.5882352941176,"19143100104","19143100104_1_BR_1",149.708550696789,-19.5856867962959
"1_S_1","Slope",60315.7056971705,FALSE,34.7265625,"19143100104","19143100104_1_S_1",149.708804305891,-19.5860435294551
"1_C_1","Crest",81812.8308468908,FALSE,11.0227272727273,"19144100104","19144100104_1_C_1",149.568488589771,-19.581007113809
"1_OF_1","Outer Flat",75851.7884490644,FALSE,25.6281407035176,"19144100104","19144100104_1_OF_1",149.568152851886,-19.5820493610767
"1_S_1","Slope",121890.909987552,FALSE,17.0126960418223,"19144100104","19144100104_1_S_1",149.567726314627,-19.5810331654803
"1_BR_1","Back Reef",16229.1541512567,FALSE,19.1666666666667,"19145100104","19145100104_1_BR_1",149.507518168696,-19.5917848340367
"1_S_1","Slope",195402.244126376,FALSE,14.1371788657295,"19145100104","19145100104_1_S_1",149.509199638306,-19.5877281296146
"1_S_2","Slope",75515.6644563861,FALSE,18.019801980198,"19145100104","19145100104_1_S_2",149.506879461496,-19.5923327690689
"1_BR_1","Back Reef",18556.0643279478,FALSE,23.7373737373737,"19146100104","19146100104_1_BR_1",149.624343168426,-19.5959871399761
"1_BR_2","Back Reef",1325.53563886834,FALSE,35,"19146100104","19146100104_1_BR_2",149.636567402648,-19.5985773895474
"1_BR_3","Back Reef",3645.72300861124,FALSE,35,"19146100104","19146100104_1_BR_3",149.647579182255,-19.6057141493891
"1_BR_4","Back Reef",7292.61944524758,FALSE,33.5810810810811,"19146100104","19146100104_1_BR_4",149.631293738332,-19.6210556289051
"1_C_1","Crest",145470.268076622,FALSE,18.624269954575,"19146100104","19146100104_1_C_1",149.627122237844,-19.5972693066674
"1_C_2","Crest",126253.383286327,FALSE,13.2145508537491,"19146100104","19146100104_1_C_2",149.632098686639,-19.5974475280404
"1_C_3","Crest",118629.932742141,FALSE,18.8440221694378,"19146100104","19146100104_1_C_3",149.621822591901,-19.5987859073372
"1_C_4","Crest",56027.8695437023,FALSE,5.69514237855946,"19146100104","19146100104_1_C_4",149.637564227864,-19.6288392183176
"1_IF_1","Inner Flat",23195.8722052923,FALSE,11.6,"19146100104","19146100104_1_IF_1",149.623956734711,-19.598507376183
"1_IF_2","Inner Flat",107077.951449417,FALSE,49.0451388888889,"19146100104","19146100104_1_IF_2",149.636433405539,-19.6258464746435
"1_OF_1","Outer Flat",76547.3204539092,FALSE,31.1435523114355,"19146100104","19146100104_1_OF_1",149.63010944213,-19.5979158852276
"1_OF_2","Outer Flat",95433.7224261966,FALSE,35.386119257087,"19146100104","19146100104_1_OF_2",149.626535454637,-19.5973531867002
"1_OF_3","Outer Flat",84868.2181286542,FALSE,42.7322404371585,"19146100104","19146100104_1_OF_3",149.637170591932,-19.6269164742375
"1_SS_1","Sheltered Slope",8947.1869505574,FALSE,15.1704545454545,"19146100104","19146100104_1_SS_1",149.62894198543,-19.5989684408506
"1_SS_2","Sheltered Slope",4639.00659557804,FALSE,3.92156862745098,"19146100104","19146100104_1_SS_2",149.619759756879,-19.5969349831765
"1_SS_3","Sheltered Slope",128953.808073959,FALSE,22.0866715222141,"19146100104","19146100104_1_SS_3",149.635412681226,-19.6239626869364
"1_SS_4","Sheltered Slope",71939.4136502529,FALSE,28.9986824769433,"19146100104","19146100104_1_SS_4",149.638540599218,-19.6269250367754
"1_S_1","Slope",80524.4762367606,FALSE,20.0174418604651,"19146100104","19146100104_1_S_1",149.633811018475,-19.5976274965676
"1_S_10","Slope",36134.8086471865,FALSE,24.2219387755102,"19146100104","19146100104_1_S_10",149.634062924101,-19.6266957161085
"1_S_11","Slope",41100.7149098781,FALSE,35,"19146100104","19146100104_1_S_11",149.625189783137,-19.61706934741
"1_S_12","Slope",16904.6261927481,FALSE,22.9395604395604,"19146100104","19146100104_1_S_12",149.63993443135,-19.6148173370661
"1_S_2","Slope",60982.9178856858,FALSE,34.9464831804281,"19146100104","19146100104_1_S_2",149.646667929698,-19.6058338593535
"1_S_3","Slope",9277.86068682326,FALSE,27.1938775510204,"19146100104","19146100104_1_S_3",149.624192228432,-19.5947089262579
"1_S_4","Slope",141161.598770648,FALSE,20.4866666666667,"19146100104","19146100104_1_S_4",149.620520488344,-19.5983944568784
"1_S_5","Slope",113991.112630155,FALSE,16.5827922077922,"19146100104","19146100104_1_S_5",149.629099464125,-19.5972619813746
"1_S_6","Slope",78563.1005764049,FALSE,23.7559523809524,"19146100104","19146100104_1_S_6",149.631602603291,-19.6225242575712
"1_S_7","Slope",54694.9633000125,FALSE,19.594127806563,"19146100104","19146100104_1_S_7",149.634715405119,-19.6206531218938
"1_S_8","Slope",75920.6375371898,FALSE,18.3663366336634,"19146100104","19146100104_1_S_8",149.6401453864,-19.6293668713252
"1_S_9","Slope",78212.7601539101,FALSE,35,"19146100104","19146100104_1_S_9",149.642004327081,-19.6028829285434
"1_BR_1","Back Reef",19555.2867655684,FALSE,29.6462264150943,"19147100104","19147100104_1_BR_1",149.650134025079,-19.6085847929266
"1_BR_10","Back Reef",15919.0739375781,FALSE,28.5185185185185,"19147100104","19147100104_1_BR_10",149.690736090024,-19.6423768204905
"1_BR_11","Back Reef",8291.35887584696,FALSE,20.0555555555556,"19147100104","19147100104_1_BR_11",149.68101326983,-19.646175407177
"1_BR_2","Back Reef",14584.5558127984,TRUE,13.2,"19147100104","19147100104_1_BR_2",149.653678884109,-19.6123926720216
"1_BR_3","Back Reef",29502.2413801323,FALSE,41.7675159235669,"19147100104","19147100104_1_BR_3",149.656107433469,-19.6158307864135
"1_BR_4","Back Reef",19229.479409629,FALSE,33.0392156862745,"19147100104","19147100104_1_BR_4",149.665053341664,-19.6259397004246
"1_BR_5","Back Reef",8289.05594796408,FALSE,35,"19147100104","19147100104_1_BR_5",149.683532492596,-19.6257627173283
"1_BR_6","Back Reef",6962.20320268394,FALSE,23.6,"19147100104","19147100104_1_BR_6",149.652003314342,-19.6270442347843
"1_BR_7","Back Reef",31170.7160682892,FALSE,20.9131736526946,"19147100104","19147100104_1_BR_7",149.685676399675,-19.6341005243354
"1_BR_8","Back Reef",32829.9989940869,FALSE,30.3834808259587,"19147100104","19147100104_1_BR_8",149.691285932231,-19.6355293530638
"1_BR_9","Back Reef",32495.2394233709,FALSE,16.5160349854227,"19147100104","19147100104_1_BR_9",149.653981527515,-19.6374564863404
"1_C_1","Crest",148828.958110985,FALSE,39.1959798994975,"19147100104","19147100104_1_C_1",149.657988991175,-19.611463421118
"1_C_2","Crest",112384.375187695,FALSE,36.5752285951787,"19147100104","19147100104_1_C_2",149.668205220596,-19.6197285734871
"1_C_3","Crest",111380.66055189,FALSE,31.1918850380389,"19147100104","19147100104_1_C_3",149.663499675729,-19.6149812924375
"1_C_4","Crest",70313.1559495213,FALSE,27.0053475935829,"19147100104","19147100104_1_C_4",149.680891846108,-19.6486743620999
"1_C_5","Crest",112692.291282265,FALSE,22.75,"19147100104","19147100104_1_C_5",149.653381160712,-19.6083245760358
"1_C_6","Crest",120688.867402504,FALSE,39.5042602633617,"19147100104","19147100104_1_C_6",149.688449307262,-19.6247277509124
"1_C_7","Crest",123047.596275013,FALSE,6.12088752869166,"19147100104","19147100104_1_C_7",149.686690269982,-19.647056865808
"1_C_8","Crest",45427.034952384,FALSE,17.8778467908903,"19147100104","19147100104_1_C_8",149.6927386576,-19.6283127730131
"1_IF_1","Inner Flat",156507.27099895,FALSE,67.3860911270983,"19147100104","19147100104_1_IF_1",149.688321992184,-19.6291396646083
"1_IF_2","Inner Flat",164766.909504396,FALSE,63.4451392836839,"19147100104","19147100104_1_IF_2",149.663929428604,-19.6219505798541
"1_IF_3","Inner Flat",112376.5989391,FALSE,58.4307178631052,"19147100104","19147100104_1_IF_3",149.660292887074,-19.6166718480403
"1_IF_4","Inner Flat",64673.6677074302,FALSE,23.7410071942446,"19147100104","19147100104_1_IF_4",149.682336001241,-19.6470422712488
"1_IF_5","Inner Flat",24864.9967122953,FALSE,47.9553903345725,"19147100104","19147100104_1_IF_5",149.656064135311,-19.6260373477384
"1_OF_1","Outer Flat",126693.017524167,FALSE,33.8246131171702,"19147100104","19147100104_1_OF_1",149.685446277473,-19.6457218244692
"1_OF_10","Outer Flat",109381.717292133,FALSE,57.0205479452055,"19147100104","19147100104_1_OF_10",149.653679479568,-19.6107961826881
"1_OF_11","Outer Flat",14593.0901275566,FALSE,38.0645161290323,"19147100104","19147100104_1_OF_11",149.679916884398,-19.6478950019872
"1_OF_2","Outer Flat",290086.206025537,FALSE,41.6478190630048,"19147100104","19147100104_1_OF_2",149.666239096918,-19.6222926028403
"1_OF_3","Outer Flat",136571.786407747,FALSE,37.4313186813187,"19147100104","19147100104_1_OF_3",149.66038431087,-19.6146145875823
"1_OF_4","Outer Flat",122999.376644846,FALSE,56.2071591774562,"19147100104","19147100104_1_OF_4",149.661023204467,-19.6251656763363
"1_OF_5","Outer Flat",161458.543574631,FALSE,31.3008130081301,"19147100104","19147100104_1_OF_5",149.656072573435,-19.6268440742418
"1_OF_6","Outer Flat",235087.08255189,FALSE,40.0798403193613,"19147100104","19147100104_1_OF_6",149.688385162432,-19.6274850377675
"1_OF_7","Outer Flat",158834.857769073,FALSE,45.0795521508544,"19147100104","19147100104_1_OF_7",149.691650825109,-19.6312759242744
"1_OF_8","Outer Flat",75583.2501784102,FALSE,46.5432098765432,"19147100104","19147100104_1_OF_8",149.664019859219,-19.6181726883791
"1_OF_9","Outer Flat",108073.579393976,FALSE,61.3183000867303,"19147100104","19147100104_1_OF_9",149.658756101214,-19.6212614359186
"1_P_1","Patch",4973.6989952689,FALSE,46.1538461538462,"19147100104","19147100104_1_P_1",149.655542536961,-19.6361944442769
"1_SS_1","Sheltered Slope",103096.701922094,FALSE,27.0199275362319,"19147100104","19147100104_1_SS_1",149.654953841288,-19.6192831954119
"1_SS_10","Sheltered Slope",95172.1959534031,FALSE,11.8774509803922,"19147100104","19147100104_1_SS_10",149.689794535958,-19.6346515221326
"1_SS_11","Sheltered Slope",83908.8032598523,FALSE,24.122905027933,"19147100104","19147100104_1_SS_11",149.679690876543,-19.6467016121065
"1_SS_12","Sheltered Slope",34480.1950807297,FALSE,24.4864864864865,"19147100104","19147100104_1_SS_12",149.663872525621,-19.6257005942221
"1_SS_2","Sheltered Slope",184693.419550017,FALSE,19.5242914979757,"19147100104","19147100104_1_SS_2",149.684939059557,-19.6305464563578
"1_SS_3","Sheltered Slope",97468.2222798411,FALSE,36.3888888888889,"19147100104","19147100104_1_SS_3",149.655105306743,-19.6243892614237
"1_SS_4","Sheltered Slope",90825.0647488367,FALSE,30.3480040941658,"19147100104","19147100104_1_SS_4",149.654225829904,-19.6146608656461
"1_SS_5","Sheltered Slope",93856.7703653527,FALSE,24.8839556004036,"19147100104","19147100104_1_SS_5",149.684078021113,-19.6443769728232
"1_SS_6","Sheltered Slope",30493.2088429946,FALSE,32.2307692307692,"19147100104","19147100104_1_SS_6",149.649564502949,-19.6092316178945
"1_SS_7","Sheltered Slope",69296.8329455685,FALSE,26.6757493188011,"19147100104","19147100104_1_SS_7",149.684729422651,-19.625813524528
"1_SS_8","Sheltered Slope",35809.9886321132,FALSE,39.1472868217054,"19147100104","19147100104_1_SS_8",149.653861809023,-19.6353097487924
"1_SS_9","Sheltered Slope",50394.0459852447,FALSE,41.9150943396226,"19147100104","19147100104_1_SS_9",149.653287120749,-19.6280917885833
"1_S_1","Slope",192687.039588733,FALSE,23.8950676982592,"19147100104","19147100104_1_S_1",149.688633376641,-19.6428417753998
"1_S_10","Slope",101784.676929365,FALSE,20.4783808647654,"19147100104","19147100104_1_S_10",149.663864760753,-19.6269587619895
"1_S_11","Slope",54393.7784162131,FALSE,23.9401709401709,"19147100104","19147100104_1_S_11",149.687343858302,-19.6479148364262
"1_S_12","Slope",28506.8511917647,FALSE,36.1400651465798,"19147100104","19147100104_1_S_12",149.661565470149,-19.6122061997037
"1_S_13","Slope",65314.5775545384,FALSE,23.8705035971223,"19147100104","19147100104_1_S_13",149.668173172751,-19.6259166847696
"1_S_14","Slope",59352.7107130131,FALSE,24.9135220125786,"19147100104","19147100104_1_S_14",149.693182902621,-19.627174714034
"1_S_15","Slope",91191.6437975946,FALSE,19.3422404933196,"19147100104","19147100104_1_S_15",149.685320649718,-19.6347469681057
"1_S_16","Slope",120311.312566717,FALSE,26.87890625,"19147100104","19147100104_1_S_16",149.649844872877,-19.6066305759915
"1_S_17","Slope",72292.4179597581,FALSE,19.727626459144,"19147100104","19147100104_1_S_17",149.69076297118,-19.6357478413929
"1_S_18","Slope",48405.7900393619,FALSE,25.736137667304,"19147100104","19147100104_1_S_18",149.658968216254,-19.6281905559655
"1_S_19","Slope",59682.114552591,FALSE,22.3708920187793,"19147100104","19147100104_1_S_19",149.665195904297,-19.6311868915608
"1_S_2","Slope",107754.662851606,FALSE,30.2818733738075,"19147100104","19147100104_1_S_2",149.686327175628,-19.6230747931158
"1_S_20","Slope",55696.0671328623,FALSE,20.7335581787521,"19147100104","19147100104_1_S_20",149.669950472645,-19.6207940495057
"1_S_21","Slope",994.475391853601,FALSE,35,"19147100104","19147100104_1_S_21",149.655034835129,-19.6173650033219
"1_S_22","Slope",994.85741049191,FALSE,35,"19147100104","19147100104_1_S_22",149.662842910203,-19.6428976921386
"1_S_3","Slope",44414.7222400093,FALSE,15.9282700421941,"19147100104","19147100104_1_S_3",149.656268498746,-19.6087638140812
"1_S_4","Slope",30845.2432343238,FALSE,22.5914634146341,"19147100104","19147100104_1_S_4",149.680438123025,-19.6495246935698
"1_S_5","Slope",68642.3352856226,FALSE,16.4665757162347,"19147100104","19147100104_1_S_5",149.693677529466,-19.6326707514409
"1_S_6","Slope",213876.220383856,FALSE,17.6892778993435,"19147100104","19147100104_1_S_6",149.656113593246,-19.6384482007183
"1_S_7","Slope",91514.4413703098,FALSE,21.7402464065708,"19147100104","19147100104_1_S_7",149.650904409478,-19.6360333510318
"1_S_8","Slope",91169.5694070128,FALSE,28.6914460285132,"19147100104","19147100104_1_S_8",149.677294173521,-19.6193801373655
